ID,Read,Day,Session,Contract,Era,Side,Outcome,TF,Families,Time,Entry,Lo,Hi,ATR
read-000000-zone-0007,0,2022-04-10,LONDON,MNQ 06-22,in_sample,long,break,,2,1649661120000,14219.25,14218.25,14226,13.814959912536443
read-000000-zone-0014,0,2022-04-10,LONDON,MNQ 06-22,in_sample,short,break,,2,1649660520000,14250,14249,14253.75,13.814959912536443
read-000000-zone-0017,0,2022-04-10,LONDON,MNQ 06-22,in_sample,short,hold,,1,1649660580000,14260.5,14258.5,14262.5,13.814959912536443
read-000001-zone-0013,1,2022-04-10,NY,MNQ 06-22,in_sample,long,hold,,2,1649683860000,14144.125,14141.5,14152,16.345509530326932
read-000001-zone-0017,1,2022-04-10,NY,MNQ 06-22,in_sample,short,hold,,3,1649684220000,14167.75,14164.5,14176,16.345509530326932
read-000001-zone-0023,1,2022-04-10,NY,MNQ 06-22,in_sample,short,hold,,2,1649683860000,14176.125,14173.75,14186.5,16.345509530326932
read-000001-zone-0027,1,2022-04-10,NY,MNQ 06-22,in_sample,short,hold,,2,1649684820000,14185,14182.5,14193.586377382582,16.345509530326932
read-000002-zone-0023,2,2022-04-10,ASIA,MNQ 06-22,in_sample,long,hold,5m,2,1649719380000,13991,13987.644716847924,13996.25,13.421132608303868
read-000002-zone-0026,2,2022-04-10,ASIA,MNQ 06-22,in_sample,long,hold,,3,1649715000000,13998,13996.25,14008,13.421132608303868
read-000002-zone-0029,2,2022-04-10,ASIA,MNQ 06-22,in_sample,long,hold,5m,2,1649718000000,14006.75,14003.394716847924,14016,13.421132608303868
read-000002-zone-0034,2,2022-04-10,ASIA,MNQ 06-22,in_sample,short,hold,,1,1649714580000,14019.5,14016,14023,13.421132608303868
read-000003-zone-0048,3,2022-04-11,LONDON,MNQ 06-22,in_sample,long,hold,,2,1649747160000,13942.75,13939.5,13949.75,10.553754845326127
read-000003-zone-0050,3,2022-04-11,LONDON,MNQ 06-22,in_sample,long,hold,,3,1649747160000,13947.25,13943.75,13954,10.553754845326127
read-000003-zone-0060,3,2022-04-11,LONDON,MNQ 06-22,in_sample,long,break,5m,2,1649747100000,13962,13959.361561288668,13969.75,10.553754845326127
read-000003-zone-0063,3,2022-04-11,LONDON,MNQ 06-22,in_sample,short,hold,15m,3,1649747640000,13974.25,13969.474763376938,13979.025236623062,10.553754845326127
read-000004-zone-0177,4,2022-04-11,NY,MNQ 06-22,in_sample,short,hold,,2,1649771280000,14219.25,14218.25,14240,28.410504573433645
read-000004-zone-0189,4,2022-04-11,NY,MNQ 06-22,in_sample,short,hold,,1,1649771640000,14251.75,14248.75,14264.75,28.410504573433645
read-000005-zone-0061,5,2022-04-11,ASIA,MNQ 06-22,in_sample,long,hold,,2,1649801940000,13941.25,13933.5,13949.25,18.431348158957878
read-000005-zone-0067,5,2022-04-11,ASIA,MNQ 06-22,in_sample,long,ambiguous_horizon,,2,1649801820000,13946.5,13938.75,13956.75,18.431348158957878
read-000005-zone-0098,5,2022-04-11,ASIA,MNQ 06-22,in_sample,short,hold,,3,1649800860000,13969.375,13964.75,13982.25,18.431348158957878
read-000006-zone-0225,6,2022-04-12,LONDON,MNQ 06-22,in_sample,long,break,,3,1649833500000,14048.875,14044.577452345207,14056.25,11.812658364913176
read-000006-zone-0235,6,2022-04-12,LONDON,MNQ 06-22,in_sample,short,hold,,2,1649833380000,14065.875,14062,14070.703164591228,11.812658364913176
read-000006-zone-0245,6,2022-04-12,LONDON,MNQ 06-22,in_sample,short,hold,,2,1649837160000,14075,14072.25,14082.75,11.812658364913176
read-000008-zone-0620,8,2022-04-12,ASIA,MNQ 06-22,in_sample,long,hold,,1,1649887440000,14209.625,14206.75,14213.25,11.119141485878819
read-000008-zone-0625,8,2022-04-12,ASIA,MNQ 06-22,in_sample,long,hold,,1,1649888520000,14213.375,14208,14218.75,11.119141485878819
read-000008-zone-0629,8,2022-04-12,ASIA,MNQ 06-22,in_sample,long,hold,,1,1649888460000,14214.75,14210,14220.5,11.119141485878819
read-000008-zone-0636,8,2022-04-12,ASIA,MNQ 06-22,in_sample,short,hold,,2,1649887260000,14219.75,14216,14226,11.119141485878819
read-000008-zone-0641,8,2022-04-12,ASIA,MNQ 06-22,in_sample,short,hold,,2,1649887260000,14223.375,14218.25,14228.75,11.119141485878819
read-000010-zone-0166,10,2022-04-13,NY,MNQ 06-22,in_sample,long,hold,,2,1649943300000,14186.625,14182.25,14198,16.324821130457607
read-000010-zone-0171,10,2022-04-13,NY,MNQ 06-22,in_sample,long,hold,,3,1649943060000,14196.875,14191.75,14207.786238140363,16.324821130457607
read-000010-zone-0175,10,2022-04-13,NY,MNQ 06-22,in_sample,long,hold,,2,1649943060000,14205.5,14204.25,14219.286238140363,16.324821130457607
read-000010-zone-0191,10,2022-04-13,NY,MNQ 06-22,in_sample,long,break,,2,1649943000000,14214.125,14212.75,14226.286238140363,16.324821130457607
read-000020-zone-0026,20,2022-04-16,ASIA,MNQ 06-22,in_sample,long,break,,1,1650232860000,13883.875,13881,13887.75,13.192688895405436
read-000021-zone-0053,21,2022-04-17,LONDON,MNQ 06-22,in_sample,long,hold,,2,1650265500000,13768.625,13766,13772.867535138565,8.470140554258652
read-000021-zone-0059,21,2022-04-17,LONDON,MNQ 06-22,in_sample,long,hold,15m,2,1650265440000,13773.25,13769.076226397685,13777.423773602315,8.470140554258652
read-000021-zone-0066,21,2022-04-17,LONDON,MNQ 06-22,in_sample,short,hold,,1,1650266760000,13785.875,13782,13790.25,8.470140554258652
read-000021-zone-0072,21,2022-04-17,LONDON,MNQ 06-22,in_sample,short,break,5m,3,1650268920000,13798,13795.882464861435,13803.5,8.470140554258652
read-000022-zone-0102,22,2022-04-17,NY,MNQ 06-22,in_sample,long,hold,,3,1650290100000,13822.875,13820.25,13830,12.785758725066826
read-000022-zone-0114,22,2022-04-17,NY,MNQ 06-22,in_sample,long,hold,15m,2,1650290040000,13838,13832.552494733427,13843.447505266573,12.785758725066826
read-000022-zone-0117,22,2022-04-17,NY,MNQ 06-22,in_sample,long,break,,2,1650290040000,13842.5,13836.75,13849.196439681267,12.785758725066826
read-000022-zone-0119,22,2022-04-17,NY,MNQ 06-22,in_sample,long,hold,,2,1650289320000,13848.375,13847,13858.75,12.785758725066826
read-000022-zone-0121,22,2022-04-17,NY,MNQ 06-22,in_sample,short,break,,2,1650288660000,13858.375,13856.553560318733,13862.946439681267,12.785758725066826
read-000023-zone-0230,23,2022-04-17,ASIA,MNQ 06-22,in_sample,long,hold,,1,1650322440000,13969.625,13960.75,13978.5,18.66071559623352
read-000023-zone-0237,23,2022-04-17,ASIA,MNQ 06-22,in_sample,short,hold,,3,1650319260000,13973.25,13967,13984.75,18.66071559623352
read-000023-zone-0249,23,2022-04-17,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650320760000,13984.125,13979.25,13995,18.66071559623352
read-000023-zone-0259,23,2022-04-17,ASIA,MNQ 06-22,in_sample,short,break,,3,1650325740000,13993.75,13989.75,14004,18.66071559623352
read-000024-zone-0288,24,2022-04-18,LONDON,MNQ 06-22,in_sample,long,break,15m,3,1650351660000,13973.875,13968.75,13979.5,10.915760650102268
read-000024-zone-0302,24,2022-04-18,LONDON,MNQ 06-22,in_sample,long,break,,2,1650351660000,13979,13973.875,13984.625,10.915760650102268
read-000025-zone-0115,25,2022-04-18,NY,MNQ 06-22,in_sample,long,hold,,2,1650375360000,13866.125,13860.75,13874.831312697916,16.325250791660192
read-000025-zone-0130,25,2022-04-18,NY,MNQ 06-22,in_sample,short,break,,2,1650375000000,13880,13873.5,13888,16.325250791660192
read-000025-zone-0134,25,2022-04-18,NY,MNQ 06-22,in_sample,short,hold,,2,1650375060000,13887.875,13884.5,13899.5,16.325250791660192
read-000025-zone-0141,25,2022-04-18,NY,MNQ 06-22,in_sample,short,hold,,2,1650375060000,13897.5,13892.25,13906.25,16.325250791660192
read-000025-zone-0155,25,2022-04-18,NY,MNQ 06-22,in_sample,short,hold,15m,2,1650375120000,13905,13897.956866635295,13914,16.325250791660192
read-000025-zone-0158,25,2022-04-18,NY,MNQ 06-22,in_sample,short,hold,,2,1650375120000,13911.25,13904,13918.5,16.325250791660192
read-000025-zone-0161,25,2022-04-18,NY,MNQ 06-22,in_sample,short,hold,,2,1650375300000,13917,13913,13927,16.325250791660192
read-000026-zone-0261,26,2022-04-18,ASIA,MNQ 06-22,in_sample,long,hold,,1,1650406860000,14092.625,14082.5,14102.75,21.40133617292035
read-000026-zone-0266,26,2022-04-18,ASIA,MNQ 06-22,in_sample,short,hold,,3,1650405960000,14099.25,14089.5,14109,21.40133617292035
read-000026-zone-0272,26,2022-04-18,ASIA,MNQ 06-22,in_sample,short,ambiguous_horizon,15m,1,1650406140000,14102,14091.5322036107,14112.4677963893,21.40133617292035
read-000026-zone-0279,26,2022-04-18,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650407700000,14118.75,14111.75,14133,21.40133617292035
read-000026-zone-0283,26,2022-04-18,ASIA,MNQ 06-22,in_sample,short,hold,15m,2,1650427200000,14133.25,14122.7822036107,14143.7177963893,21.40133617292035
read-000027-zone-0251,27,2022-04-19,LONDON,MNQ 06-22,in_sample,long,hold,,2,1650438180000,14064.25,14059.75,14071.5,12.56416370564769
read-000027-zone-0261,27,2022-04-19,LONDON,MNQ 06-22,in_sample,long,hold,5m,3,1650438180000,14070.5,14065,14076.5,12.56416370564769
read-000027-zone-0270,27,2022-04-19,LONDON,MNQ 06-22,in_sample,long,hold,,1,1650438120000,14075.375,14069.75,14081,12.56416370564769
read-000027-zone-0276,27,2022-04-19,LONDON,MNQ 06-22,in_sample,long,hold,,2,1650438120000,14080.125,14075,14085.893988757009,12.56416370564769
read-000028-zone-0348,28,2022-04-19,NY,MNQ 06-22,in_sample,short,hold,,2,1650461460000,14270.5,14264.5,14280.5,16.117163415993137
read-000029-zone-0122,29,2022-04-19,ASIA,MNQ 06-22,in_sample,long,hold,,3,1650521640000,14046.375,14041,14062,21.427165129678233
read-000029-zone-0161,29,2022-04-19,ASIA,MNQ 06-22,in_sample,long,hold,,3,1650494220000,14072.375,14066,14087.25,21.427165129678233
read-000030-zone-0204,30,2022-04-20,LONDON,MNQ 06-22,in_sample,long,hold,,1,1650524460000,14070.75,14065,14077.5,12.627289999276668
read-000030-zone-0223,30,2022-04-20,LONDON,MNQ 06-22,in_sample,long,hold,,2,1650524460000,14076.75,14071.5,14083.25,12.627289999276668
read-000030-zone-0249,30,2022-04-20,LONDON,MNQ 06-22,in_sample,long,hold,,1,1650525720000,14085,14079,14091,12.627289999276668
read-000030-zone-0269,30,2022-04-20,LONDON,MNQ 06-22,in_sample,short,hold,,1,1650524640000,14091.375,14086.25,14097.25,12.627289999276668
read-000030-zone-0295,30,2022-04-20,LONDON,MNQ 06-22,in_sample,short,hold,,2,1650524460000,14097.875,14091.75,14104,12.627289999276668
read-000031-zone-0391,31,2022-04-20,NY,MNQ 06-22,in_sample,long,hold,,2,1650547860000,14159.875,14155,14167.086044798178,12.344179192709856
read-000031-zone-0404,31,2022-04-20,NY,MNQ 06-22,in_sample,long,break,,3,1650550020000,14171.75,14169.663955201822,14178.75,12.344179192709856
read-000031-zone-0409,31,2022-04-20,NY,MNQ 06-22,in_sample,long,break,15m,2,1650550020000,14178.5,14172.774016515325,14185,12.344179192709856
read-000031-zone-0433,31,2022-04-20,NY,MNQ 06-22,in_sample,short,break,,2,1650547860000,14197,14193.25,14204.5,12.344179192709856
read-000032-zone-0024,32,2022-04-20,ASIA,MNQ 06-22,in_sample,long,hold,,2,1650580140000,13696.75,13692.5,13713.5,23.45699653153879
read-000032-zone-0026,32,2022-04-20,ASIA,MNQ 06-22,in_sample,long,hold,5m,2,1650581640000,13706.75,13696,13718.25,23.45699653153879
read-000032-zone-0029,32,2022-04-20,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650578940000,13717.375,13709.25,13730.25,23.45699653153879
read-000032-zone-0034,32,2022-04-20,ASIA,MNQ 06-22,in_sample,short,hold,,1,1650579840000,13728.125,13719.5,13741.25,23.45699653153879
read-000032-zone-0037,32,2022-04-20,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650580260000,13733.5,13724,13746.5,23.45699653153879
read-000032-zone-0041,32,2022-04-20,ASIA,MNQ 06-22,in_sample,short,hold,,3,1650610620000,13749.625,13742,13763.75,23.45699653153879
read-000033-zone-0069,33,2022-04-21,LONDON,MNQ 06-22,in_sample,long,break,,1,1650612120000,13700.125,13693.75,13706.5,12.822076413175125
read-000033-zone-0071,33,2022-04-21,LONDON,MNQ 06-22,in_sample,long,break,,1,1650612120000,13703.375,13699.5,13709.25,12.822076413175125
read-000033-zone-0081,33,2022-04-21,LONDON,MNQ 06-22,in_sample,long,break,,2,1650612060000,13709.25,13705.25,13718,12.822076413175125
read-000033-zone-0096,33,2022-04-21,LONDON,MNQ 06-22,in_sample,long,hold,,1,1650610860000,13720.5,13714.25,13726.75,12.822076413175125
read-000033-zone-0098,33,2022-04-21,LONDON,MNQ 06-22,in_sample,long,hold,,2,1650610860000,13723.375,13718,13729.5,12.822076413175125
read-000034-zone-0102,34,2022-04-21,NY,MNQ 06-22,in_sample,long,hold,,2,1650634260000,13710.625,13705.75,13719.75,18.952032373920126
read-000034-zone-0114,34,2022-04-21,NY,MNQ 06-22,in_sample,long,hold,,1,1650634560000,13718.75,13710.75,13728.75,18.952032373920126
read-000034-zone-0118,34,2022-04-21,NY,MNQ 06-22,in_sample,long,hold,,2,1650634560000,13723.125,13715.25,13731,18.952032373920126
read-000034-zone-0125,34,2022-04-21,NY,MNQ 06-22,in_sample,long,hold,,1,1650634560000,13728.125,13719.5,13737.75,18.952032373920126
read-000034-zone-0132,34,2022-04-21,NY,MNQ 06-22,in_sample,long,break,,2,1650634560000,13733.625,13726.5,13740.75,18.952032373920126
read-000034-zone-0136,34,2022-04-21,NY,MNQ 06-22,in_sample,short,hold,,2,1650634260000,13737.875,13729.25,13747.893036050506,18.952032373920126
read-000034-zone-0144,34,2022-04-21,NY,MNQ 06-22,in_sample,short,hold,,3,1650634260000,13745.875,13738.606963949494,13756,18.952032373920126
read-000041-zone-0031,41,2022-04-23,ASIA,MNQ 06-22,in_sample,long,hold,,1,1650845340000,13275,13274,13276,22.353442710055607
read-000041-zone-0033,41,2022-04-23,ASIA,MNQ 06-22,in_sample,long,break,,2,1650837780000,13300,13299,13305.75,22.353442710055607
read-000041-zone-0037,41,2022-04-23,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650837660000,13319.875,13316,13331.75,22.353442710055607
read-000041-zone-0039,41,2022-04-23,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650837660000,13349,13348,13361.25,22.353442710055607
read-000042-zone-0025,42,2022-04-24,LONDON,MNQ 06-22,in_sample,short,hold,,3,1650870480000,13248.5,13247,13264.265318849404,17.977906564256905
read-000042-zone-0032,42,2022-04-24,LONDON,MNQ 06-22,in_sample,short,hold,,1,1650870480000,13259.75,13257.25,13270.25,17.977906564256905
read-000042-zone-0038,42,2022-04-24,LONDON,MNQ 06-22,in_sample,short,hold,,3,1650870540000,13269.875,13265.75,13279,17.977906564256905
read-000042-zone-0044,42,2022-04-24,LONDON,MNQ 06-22,in_sample,short,hold,,1,1650870840000,13277.5,13270.5,13287.75,17.977906564256905
read-000043-zone-0113,43,2022-04-24,NY,MNQ 06-22,in_sample,short,hold,,2,1650893520000,13316.125,13311.5,13331.5,24.679765402242115
read-000043-zone-0120,43,2022-04-24,NY,MNQ 06-22,in_sample,short,break,,2,1650893760000,13328.875,13324,13346.780691438984,24.679765402242115
read-000044-zone-0342,44,2022-04-24,ASIA,MNQ 06-22,in_sample,long,hold,5m,3,1650955560000,13493,13485.75,13507,21.52269737183446
read-000044-zone-0347,44,2022-04-24,ASIA,MNQ 06-22,in_sample,long,hold,,1,1650924060000,13504.875,13496.25,13514.75,21.52269737183446
read-000044-zone-0353,44,2022-04-24,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650924780000,13524,13515,13535.75,21.52269737183446
read-000044-zone-0359,44,2022-04-24,ASIA,MNQ 06-22,in_sample,short,hold,,2,1650927120000,13532.5,13524.75,13543.5,21.52269737183446
read-000044-zone-0362,44,2022-04-24,ASIA,MNQ 06-22,in_sample,short,hold,,3,1650929160000,13542.125,13535.25,13555.380674342958,21.52269737183446
read-000045-zone-0502,45,2022-04-25,LONDON,MNQ 06-22,in_sample,short,hold,15m,3,1650963600000,13521.25,13516.432886124423,13527.5,11.32350496118039
read-000045-zone-0509,45,2022-04-25,LONDON,MNQ 06-22,in_sample,short,hold,,1,1650963660000,13527.25,13526,13534,11.32350496118039
read-000047-zone-0027,47,2022-04-25,ASIA,MNQ 06-22,in_sample,short,break,,2,1651010460000,12846.625,12838,12867,39.217876652829354
read-000047-zone-0028,47,2022-04-25,ASIA,MNQ 06-22,in_sample,short,break,,2,1651010460000,12867,12855.25,12884.25,39.217876652829354
read-000048-zone-0130,48,2022-04-26,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651043820000,13059.75,13056.5,13070.25,15.287985657599881
read-000048-zone-0141,48,2022-04-26,LONDON,MNQ 06-22,in_sample,long,hold,5m,3,1651043100000,13069,13065.1780035856,13080.3219964144,15.287985657599881
read-000048-zone-0149,48,2022-04-26,LONDON,MNQ 06-22,in_sample,long,hold,,1,1651043100000,13076.625,13070.25,13085.25,15.287985657599881
read-000048-zone-0152,48,2022-04-26,LONDON,MNQ 06-22,in_sample,long,hold,,1,1651043040000,13084.875,13080.5,13089.25,15.287985657599881
read-000048-zone-0156,48,2022-04-26,LONDON,MNQ 06-22,in_sample,short,break,,2,1651043280000,13094.625,13087.25,13102,15.287985657599881
read-000048-zone-0163,48,2022-04-26,LONDON,MNQ 06-22,in_sample,short,hold,,1,1651042920000,13101.625,13096,13111,15.287985657599881
read-000048-zone-0172,48,2022-04-26,LONDON,MNQ 06-22,in_sample,short,break,,2,1651046220000,13120.875,13116.25,13131,15.287985657599881
read-000049-zone-0117,49,2022-04-26,NY,MNQ 06-22,in_sample,short,break,,2,1651066260000,13049,13041.25,13062.5,25.3482729258293
read-000050-zone-0210,50,2022-04-26,ASIA,MNQ 06-22,in_sample,long,hold,,1,1651097520000,13151.75,13135,13169.25,35.96600777055766
read-000050-zone-0228,50,2022-04-26,ASIA,MNQ 06-22,in_sample,long,hold,,2,1651096980000,13162,13148.25,13180,35.96600777055766
read-000050-zone-0234,50,2022-04-26,ASIA,MNQ 06-22,in_sample,short,hold,,2,1651099620000,13175.375,13165,13200,35.96600777055766
read-000050-zone-0246,50,2022-04-26,ASIA,MNQ 06-22,in_sample,short,hold,,2,1651096860000,13192.125,13175.5,13210.5,35.96600777055766
read-000051-zone-0533,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,hold,,3,1651150380000,13174.875,13168.75,13181,13.381314122286287
read-000051-zone-0539,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651150320000,13177.25,13171.25,13184.345328530571,13.381314122286287
read-000051-zone-0559,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,break,5m,2,1651150260000,13190.25,13185.75,13198.969345756113,13.381314122286287
read-000051-zone-0565,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,break,,1,1651150260000,13193.5,13187.25,13199.75,13.381314122286287
read-000051-zone-0571,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,break,,3,1651150260000,13198.625,13193.030654243887,13204.469345756113,13.381314122286287
read-000051-zone-0593,51,2022-04-27,LONDON,MNQ 06-22,in_sample,long,hold,,1,1651129320000,13225,13224,13226,13.381314122286287
read-000052-zone-0192,52,2022-04-27,NY,MNQ 06-22,in_sample,long,break,,2,1651153440000,13147.125,13141.5,13157.25,22.271969301828083
read-000052-zone-0233,52,2022-04-27,NY,MNQ 06-22,in_sample,long,hold,,2,1651153200000,13169.5,13159.5,13179.5,22.271969301828083
read-000052-zone-0249,52,2022-04-27,NY,MNQ 06-22,in_sample,long,hold,,1,1651152960000,13178.625,13174,13191.25,22.271969301828083
read-000052-zone-0259,52,2022-04-27,NY,MNQ 06-22,in_sample,long,hold,,2,1651152780000,13189.25,13180.75,13201,22.271969301828083
read-000052-zone-0271,52,2022-04-27,NY,MNQ 06-22,in_sample,long,hold,,1,1651152780000,13200.125,13193,13209.25,22.271969301828083
read-000053-zone-0176,53,2022-04-27,ASIA,MNQ 06-22,in_sample,short,hold,,3,1651184160000,13255.625,13252.75,13289.065343539583,46.001146036448816
read-000053-zone-0186,53,2022-04-27,ASIA,MNQ 06-22,in_sample,short,hold,15m,3,1651184160000,13280.5,13262.684656460417,13304.75,46.001146036448816
read-000053-zone-0195,53,2022-04-27,ASIA,MNQ 06-22,in_sample,short,hold,,2,1651195200000,13303.625,13301.75,13329.75,46.001146036448816
read-000054-zone-0356,54,2022-04-28,LONDON,MNQ 06-22,in_sample,short,hold,,2,1651217460000,13371,13362.5,13379.5,17.114517788657885
read-000054-zone-0362,54,2022-04-28,LONDON,MNQ 06-22,in_sample,short,hold,,1,1651217880000,13378.625,13372.5,13388,17.114517788657885
read-000054-zone-0370,54,2022-04-28,LONDON,MNQ 06-22,in_sample,short,hold,,2,1651219560000,13394.375,13386.988265633383,13404,17.114517788657885
read-000055-zone-0203,55,2022-04-28,NY,MNQ 06-22,in_sample,long,hold,,1,1651239540000,13284.625,13275.75,13297,23.84869260692884
read-000055-zone-0214,55,2022-04-28,NY,MNQ 06-22,in_sample,short,break,,2,1651239180000,13293.75,13287.75,13308.75,23.84869260692884
read-000055-zone-0232,55,2022-04-28,NY,MNQ 06-22,in_sample,short,break,,2,1651239180000,13305.75,13300.537826848267,13317.375,23.84869260692884
read-000055-zone-0253,55,2022-04-28,NY,MNQ 06-22,in_sample,short,break,15m,3,1651239180000,13321.75,13312.681124619563,13335.068875380437,23.84869260692884
read-000055-zone-0264,55,2022-04-28,NY,MNQ 06-22,in_sample,short,hold,,2,1651239240000,13329.5,13321.5,13341.25,23.84869260692884
read-000062-zone-0037,62,2022-04-30,ASIA,MNQ 06-22,in_sample,long,hold,,2,1651442460000,12868.25,12857.5,12879,21.8796043111524
read-000062-zone-0041,62,2022-04-30,ASIA,MNQ 06-22,in_sample,long,hold,,1,1651443360000,12883.875,12878.5,12895.75,21.8796043111524
read-000062-zone-0045,62,2022-04-30,ASIA,MNQ 06-22,in_sample,long,hold,,2,1651442880000,12896.875,12892.25,12901.5,21.8796043111524
read-000062-zone-0047,62,2022-04-30,ASIA,MNQ 06-22,in_sample,short,hold,,1,1651442460000,12908.375,12901.5,12920,21.8796043111524
read-000063-zone-0092,63,2022-05-01,LONDON,MNQ 06-22,in_sample,long,hold,15m,2,1651476120000,12927.5,12919.768472964593,12935.231527035407,15.729887389468827
read-000063-zone-0097,63,2022-05-01,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651474920000,12935,12932,12944.75,15.729887389468827
read-000063-zone-0105,63,2022-05-01,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651474860000,12942.875,12941,12955.5,15.729887389468827
read-000063-zone-0112,63,2022-05-01,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651475280000,12953.375,12949.5,12964.75,15.729887389468827
read-000064-zone-0039,64,2022-05-01,NY,MNQ 06-22,in_sample,long,break,,1,1651498620000,12782,12775,12789,22.698012628320495
read-000064-zone-0042,64,2022-05-01,NY,MNQ 06-22,in_sample,long,break,,2,1651498500000,12794.75,12789.5,12811.75,22.698012628320495
read-000064-zone-0048,64,2022-05-01,NY,MNQ 06-22,in_sample,long,hold,,3,1651498200000,12822.875,12820.25,12838.75,22.698012628320495
read-000064-zone-0093,64,2022-05-01,NY,MNQ 06-22,in_sample,short,hold,,3,1651498260000,12895.25,12888.47667756313,12906,22.698012628320495
read-000065-zone-0298,65,2022-05-01,ASIA,MNQ 06-22,in_sample,long,hold,,1,1651533480000,13032.5,13022.75,13050.25,28.11611260784665
read-000065-zone-0301,65,2022-05-01,ASIA,MNQ 06-22,in_sample,long,hold,5m,3,1651533060000,13041,13027.125,13054.875,28.11611260784665
read-000065-zone-0309,65,2022-05-01,ASIA,MNQ 06-22,in_sample,short,hold,,2,1651529220000,13054.25,13049.25,13075.5,28.11611260784665
read-000065-zone-0317,65,2022-05-01,ASIA,MNQ 06-22,in_sample,short,hold,,2,1651536060000,13069.875,13062,13084.75,28.11611260784665
read-000066-zone-0498,66,2022-05-02,LONDON,MNQ 06-22,in_sample,long,break,15m,3,1651561260000,13072,13065.42105129024,13078.57894870976,13.725836650249914
read-000066-zone-0504,66,2022-05-02,LONDON,MNQ 06-22,in_sample,short,break,,1,1651561680000,13077.125,13071.5,13084.75,13.725836650249914
read-000066-zone-0515,66,2022-05-02,LONDON,MNQ 06-22,in_sample,short,hold,,2,1651561800000,13093.375,13090.75,13101,13.725836650249914
read-000066-zone-0526,66,2022-05-02,LONDON,MNQ 06-22,in_sample,short,break,,2,1651564980000,13107.625,13105.67105129024,13118.82894870976,13.725836650249914
read-000067-zone-0388,67,2022-05-02,NY,MNQ 06-22,in_sample,short,hold,,2,1651584900000,13074.625,13070.25,13085,16.639897096866076
read-000067-zone-0412,67,2022-05-02,NY,MNQ 06-22,in_sample,short,hold,,2,1651584600000,13088.5,13083,13099.5,16.639897096866076
read-000067-zone-0420,67,2022-05-02,NY,MNQ 06-22,in_sample,short,break,,2,1651586400000,13097.375,13094.75,13107.25,16.639897096866076
read-000067-zone-0447,67,2022-05-02,NY,MNQ 06-22,in_sample,short,break,,3,1651586460000,13124.875,13122.808829526317,13137.691170473683,16.639897096866076
read-000068-zone-0349,68,2022-05-02,ASIA,MNQ 06-22,in_sample,long,hold,,2,1651615260000,13095.5,13085.5,13109.5,25.95050871833025
read-000068-zone-0377,68,2022-05-02,ASIA,MNQ 06-22,in_sample,long,hold,,2,1651617240000,13111.5,13102,13125.5,25.95050871833025
read-000069-zone-0503,69,2022-05-03,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651648560000,13102.125,13098.5,13107.25,9.088633503240613
read-000069-zone-0528,69,2022-05-03,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651648500000,13106.5,13102,13111,9.088633503240613
read-000069-zone-0599,69,2022-05-03,LONDON,MNQ 06-22,in_sample,long,hold,,2,1651647660000,13120,13115.5,13124.5,9.088633503240613
read-000069-zone-0601,69,2022-05-03,LONDON,MNQ 06-22,in_sample,long,hold,,1,1651647660000,13120.75,13116.25,13125.25,9.088633503240613
read-000069-zone-0619,69,2022-05-03,LONDON,MNQ 06-22,in_sample,short,hold,,3,1651650960000,13124,13121.25,13130.27215837581,9.088633503240613
read-000070-zone-0396,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,1,1651671180000,13106.125,13101.25,13111,10.828346420441687
read-000070-zone-0414,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,1,1651671660000,13108.625,13104,13113.25,10.828346420441687
read-000070-zone-0437,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,1,1651671660000,13114,13109,13119.25,10.828346420441687
read-000070-zone-0447,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,2,1651671060000,13116.25,13111,13121.5,10.828346420441687
read-000070-zone-0468,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,2,1651683720000,13120.75,13116.25,13125.25,10.828346420441687
read-000070-zone-0477,70,2022-05-03,NY,MNQ 06-22,in_sample,short,hold,,2,1651683720000,13122.75,13117.75,13128.25,10.828346420441687
read-000071-zone-0390,71,2022-05-03,ASIA,MNQ 06-22,in_sample,long,hold,,3,1651732200000,13475,13474,13495.779521118307,29.11808447323324
read-000071-zone-0395,71,2022-05-03,ASIA,MNQ 06-22,in_sample,long,hold,,3,1651702200000,13491.125,13481.25,13509.75,29.11808447323324
