ID,Read,Day,Session,Contract,Era,Side,Outcome,TF,Families,Time,Entry,Lo,Hi,ATR
read-001692-zone-0376,1692,2023-10-26,LONDON,MNQ 12-23,in_sample,short,hold,,1,1698392580000,14311.125,14308.5,14315.25,6.825586524616097
read-001692-zone-0387,1692,2023-10-26,LONDON,MNQ 12-23,in_sample,short,hold,,2,1698392700000,14313.75,14311.5,14318.25,6.825586524616097
read-001692-zone-0399,1692,2023-10-26,LONDON,MNQ 12-23,in_sample,short,hold,,2,1698393840000,14316.875,14314.75,14320.75,6.825586524616097
read-001692-zone-0432,1692,2023-10-26,LONDON,MNQ 12-23,in_sample,short,hold,,3,1698395520000,14324.75,14321.75,14328.5,6.825586524616097
read-001693-zone-0080,1693,2023-10-26,NY,MNQ 12-23,in_sample,long,hold,,3,1698417780000,14272.75,14266.75,14282.5,16.32879181635504
read-001693-zone-0105,1693,2023-10-26,NY,MNQ 12-23,in_sample,long,hold,,2,1698413400000,14292.375,14289.75,14301.5,16.32879181635504
read-001693-zone-0122,1693,2023-10-26,NY,MNQ 12-23,in_sample,long,hold,,2,1698413820000,14300.625,14298.5,14312,16.32879181635504
read-001693-zone-0146,1693,2023-10-26,NY,MNQ 12-23,in_sample,long,hold,,2,1698413760000,14309,14304,14319.459310146392,16.32879181635504
read-001693-zone-0173,1693,2023-10-26,NY,MNQ 12-23,in_sample,short,break,,3,1698413460000,14321.5,14318,14331.25,16.32879181635504
read-001700-zone-0228,1700,2023-10-28,ASIA,MNQ 12-23,in_sample,long,hold,,2,1698616980000,14295,14288.5,14302.5,14.085768864150717
read-001701-zone-0712,1701,2023-10-29,LONDON,MNQ 12-23,in_sample,long,hold,,2,1698671640000,14339.75,14338.25,14342.5,4.549080127164431
read-001701-zone-0756,1701,2023-10-29,LONDON,MNQ 12-23,in_sample,long,hold,,2,1698649440000,14350,14348.5,14352.5,4.549080127164431
read-001702-zone-0375,1702,2023-10-29,NY,MNQ 12-23,in_sample,long,break,,3,1698672660000,14349.625,14346.5,14354.766531644684,8.538745926535132
read-001702-zone-0385,1702,2023-10-29,NY,MNQ 12-23,in_sample,long,break,,1,1698672660000,14353.125,14349,14357.25,8.538745926535132
read-001702-zone-0389,1702,2023-10-29,NY,MNQ 12-23,in_sample,long,break,,1,1698672660000,14355,14351.5,14358.5,8.538745926535132
read-001702-zone-0404,1702,2023-10-29,NY,MNQ 12-23,in_sample,long,hold,,1,1698675540000,14358,14354,14362.5,8.538745926535132
read-001702-zone-0423,1702,2023-10-29,NY,MNQ 12-23,in_sample,short,break,,2,1698672780000,14364,14361.5,14366.5,8.538745926535132
read-001702-zone-0429,1702,2023-10-29,NY,MNQ 12-23,in_sample,short,break,,1,1698672780000,14366.125,14362,14370.25,8.538745926535132
read-001703-zone-0522,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,long,hold,5m,3,1698703920000,14398.75,14395.125,14403.75,11.037114380917673
read-001703-zone-0532,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,long,hold,,1,1698703260000,14402.5,14397.75,14407.25,11.037114380917673
read-001703-zone-0537,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,long,hold,,1,1698703680000,14405.25,14401,14410.5,11.037114380917673
read-001703-zone-0543,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,short,hold,,1,1698704220000,14412.625,14408.25,14418.5,11.037114380917673
read-001703-zone-0550,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,short,hold,,1,1698703260000,14417.875,14413.5,14422.75,11.037114380917673
read-001703-zone-0556,1703,2023-10-29,ASIA,MNQ 12-23,in_sample,short,hold,,1,1698703440000,14420.75,14416,14427,11.037114380917673
read-001705-zone-0232,1705,2023-10-30,NY,MNQ 12-23,in_sample,short,hold,,1,1698761940000,14408.5,14407.5,14418,13.658139088064122
read-001705-zone-0245,1705,2023-10-30,NY,MNQ 12-23,in_sample,short,hold,,2,1698759000000,14415.75,14412.604541835128,14425.5,13.658139088064122
read-001705-zone-0263,1705,2023-10-30,NY,MNQ 12-23,in_sample,short,hold,,2,1698759000000,14423.25,14420.25,14431.5,13.658139088064122
read-001706-zone-0505,1706,2023-10-30,ASIA,MNQ 12-23,in_sample,long,hold,,2,1698790020000,14449.25,14445.25,14456,11.389206744721207
read-001706-zone-0515,1706,2023-10-30,ASIA,MNQ 12-23,in_sample,long,ambiguous_horizon,,1,1698789900000,14454.25,14451,14461.25,11.389206744721207
read-001707-zone-0761,1707,2023-10-31,LONDON,MNQ 12-23,in_sample,long,hold,,1,1698823380000,14470.375,14468,14472.75,5.0763400629183755
read-001707-zone-0766,1707,2023-10-31,LONDON,MNQ 12-23,in_sample,long,hold,,1,1698823380000,14471.25,14469.25,14473.25,5.0763400629183755
read-001707-zone-0774,1707,2023-10-31,LONDON,MNQ 12-23,in_sample,long,hold,,1,1698823380000,14472.5,14470.25,14475,5.0763400629183755
read-001707-zone-0780,1707,2023-10-31,LONDON,MNQ 12-23,in_sample,long,hold,,3,1698822780000,14473.5,14471.5,14476,5.0763400629183755
read-001707-zone-0787,1707,2023-10-31,LONDON,MNQ 12-23,in_sample,long,hold,,2,1698822480000,14476.5,14474.75,14478.5,5.0763400629183755
read-001709-zone-0368,1709,2023-10-31,ASIA,MNQ 12-23,in_sample,long,hold,,2,1698876720000,14757.25,14752.5,14766.240386624504,16.961546498018198
read-001710-zone-0768,1710,2023-11-01,LONDON,MNQ 12-23,in_sample,long,hold,,1,1698908460000,14785.75,14783.75,14788.25,4.7095470983093355
read-001710-zone-0778,1710,2023-11-01,LONDON,MNQ 12-23,in_sample,long,hold,,2,1698910020000,14795.875,14794,14798.677386774578,4.7095470983093355
read-001710-zone-0781,1710,2023-11-01,LONDON,MNQ 12-23,in_sample,short,hold,5m,2,1698908460000,14797.75,14796.572613225422,14801,4.7095470983093355
read-001711-zone-0438,1711,2023-11-01,NY,MNQ 12-23,in_sample,long,break,,2,1698932760000,14923.25,14919.25,14927.25,12.88401360651169
read-001711-zone-0439,1711,2023-11-01,NY,MNQ 12-23,in_sample,short,hold,,1,1698931860000,14933.875,14931.75,14938.75,12.88401360651169
read-001711-zone-0440,1711,2023-11-01,NY,MNQ 12-23,in_sample,short,hold,,1,1698932460000,14950,14949,14951,12.88401360651169
read-001712-zone-0360,1712,2023-11-01,ASIA,MNQ 12-23,in_sample,long,break,,3,1698962460000,14947.75,14944.75,14959.426602985064,15.864590400508439
read-001712-zone-0376,1712,2023-11-01,ASIA,MNQ 12-23,in_sample,short,hold,15m,2,1698980280000,14971.75,14965.323397014936,14978.176602985064,15.864590400508439
read-001713-zone-0672,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,long,break,,2,1698994860000,14950.5,14949.25,14952.44745608482,3.7898243392749973
read-001713-zone-0726,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,short,hold,,2,1698995520000,14958.125,14956.25,14960,3.7898243392749973
read-001713-zone-0740,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,short,hold,,1,1698995520000,14959.375,14958.25,14962,3.7898243392749973
read-001713-zone-0750,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,short,hold,,2,1698995580000,14960.875,14959.5,14962.75,3.7898243392749973
read-001713-zone-0758,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,short,hold,,1,1698995580000,14962.5,14961,14964.75,3.7898243392749973
read-001713-zone-0776,1713,2023-11-02,LONDON,MNQ 12-23,in_sample,short,hold,,2,1699011720000,14966.75,14965,14968.69745608482,3.7898243392749973
read-001714-zone-0340,1714,2023-11-02,NY,MNQ 12-23,in_sample,long,hold,,1,1699018200000,15039,15030.75,15047.25,17.406130574157427
read-001714-zone-0341,1714,2023-11-02,NY,MNQ 12-23,in_sample,long,hold,,1,1699018200000,15041.625,15034.75,15048.5,17.406130574157427
read-001714-zone-0345,1714,2023-11-02,NY,MNQ 12-23,in_sample,long,hold,,2,1699018560000,15046.25,15037.75,15054.75,17.406130574157427
read-001721-zone-0605,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699227540000,15176.375,15174,15179.75,7.7996014093445245
read-001721-zone-0617,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699225380000,15182.125,15179,15186.5,7.7996014093445245
read-001721-zone-0624,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699225380000,15184.375,15180.75,15188,7.7996014093445245
read-001721-zone-0629,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699225380000,15186.25,15182.75,15190.5,7.7996014093445245
read-001721-zone-0633,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699225380000,15188.25,15185.25,15192,7.7996014093445245
read-001721-zone-0637,1721,2023-11-04,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699225260000,15190.375,15187.25,15194.25,7.7996014093445245
read-001722-zone-0714,1722,2023-11-05,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699257600000,15189.5,15187.5,15191.5,4.3785066819519445
read-001722-zone-0720,1722,2023-11-05,LONDON,MNQ 12-23,in_sample,long,break,,1,1699258620000,15190.5,15189,15192.5,4.3785066819519445
read-001722-zone-0725,1722,2023-11-05,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699258380000,15192,15190,15194.25,4.3785066819519445
read-001722-zone-0728,1722,2023-11-05,LONDON,MNQ 12-23,in_sample,short,break,,2,1699258020000,15192.75,15190.75,15195.094626670489,4.3785066819519445
read-001722-zone-0745,1722,2023-11-05,LONDON,MNQ 12-23,in_sample,short,hold,,2,1699258200000,15198.5,15196.75,15201,4.3785066819519445
read-001723-zone-0490,1723,2023-11-05,NY,MNQ 12-23,in_sample,long,hold,,2,1699281000000,15197.25,15194.25,15201,7.520836952396288
read-001723-zone-0502,1723,2023-11-05,NY,MNQ 12-23,in_sample,long,hold,5m,2,1699282140000,15200,15198.1197907619,15204.5,7.520836952396288
read-001723-zone-0506,1723,2023-11-05,NY,MNQ 12-23,in_sample,long,hold,,1,1699281360000,15203.375,15200.25,15206.5,7.520836952396288
read-001723-zone-0508,1723,2023-11-05,NY,MNQ 12-23,in_sample,long,hold,,2,1699281360000,15205.25,15202.5,15209.506330259343,7.520836952396288
read-001724-zone-0587,1724,2023-11-05,ASIA,MNQ 12-23,in_sample,long,ambiguous_horizon,,2,1699311660000,15213.375,15209.75,15217.25,7.882284817747798
read-001724-zone-0592,1724,2023-11-05,ASIA,MNQ 12-23,in_sample,long,ambiguous_horizon,,2,1699311660000,15214.625,15211.5,15219.25,7.882284817747798
read-001724-zone-0617,1724,2023-11-05,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699311960000,15221.625,15217.75,15225.5,7.882284817747798
read-001724-zone-0630,1724,2023-11-05,ASIA,MNQ 12-23,in_sample,short,hold,,2,1699321560000,15223.5,15220.75,15228.5,7.882284817747798
read-001725-zone-0419,1725,2023-11-06,LONDON,MNQ 12-23,in_sample,short,hold,,1,1699344300000,15195.125,15193.25,15197.5,4.453033325198634
read-001725-zone-0426,1725,2023-11-06,LONDON,MNQ 12-23,in_sample,short,hold,,2,1699344300000,15196.25,15194.25,15198.5,4.453033325198634
read-001725-zone-0444,1725,2023-11-06,LONDON,MNQ 12-23,in_sample,short,break,,3,1699344600000,15199,15198,15201.8632583313,4.453033325198634
read-001725-zone-0465,1725,2023-11-06,LONDON,MNQ 12-23,in_sample,short,hold,,1,1699344600000,15201.625,15200,15204,4.453033325198634
read-001725-zone-0494,1725,2023-11-06,LONDON,MNQ 12-23,in_sample,short,break,,2,1699344960000,15204.875,15202.75,15207,4.453033325198634
read-001726-zone-0334,1726,2023-11-06,NY,MNQ 12-23,in_sample,long,hold,,3,1699367880000,15223.75,15219,15228.5,9.974295472224725
read-001726-zone-0337,1726,2023-11-06,NY,MNQ 12-23,in_sample,long,hold,,2,1699367820000,15226.25,15221.5,15231,9.974295472224725
read-001726-zone-0361,1726,2023-11-06,NY,MNQ 12-23,in_sample,long,break,,2,1699367640000,15241.75,15237.25,15246.993573868056,9.974295472224725
read-001726-zone-0363,1726,2023-11-06,NY,MNQ 12-23,in_sample,long,break,15m,1,1699367640000,15244.5,15240.952530759574,15248.047469240426,9.974295472224725
read-001726-zone-0366,1726,2023-11-06,NY,MNQ 12-23,in_sample,long,break,,1,1699367640000,15250,15249,15251,9.974295472224725
read-001727-zone-0567,1727,2023-11-06,ASIA,MNQ 12-23,in_sample,long,break,5m,2,1699398060000,15369,15367,15374,7.211292891745939
read-001727-zone-0577,1727,2023-11-06,ASIA,MNQ 12-23,in_sample,short,hold,,3,1699398480000,15373.5,15370.75,15376.802823222937,7.211292891745939
read-001727-zone-0581,1727,2023-11-06,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699399020000,15376.125,15373,15379.75,7.211292891745939
read-001727-zone-0588,1727,2023-11-06,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699402800000,15378.5,15375.75,15382.5,7.211292891745939
read-001728-zone-0443,1728,2023-11-07,LONDON,MNQ 12-23,in_sample,long,hold,5m,1,1699430400000,15339.25,15337,15341.5,5.3068238195958655
read-001728-zone-0449,1728,2023-11-07,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699435200000,15343.5,15342.5,15345.75,5.3068238195958655
read-001728-zone-0454,1728,2023-11-07,LONDON,MNQ 12-23,in_sample,short,hold,,3,1699430460000,15347.375,15346.25,15351,5.3068238195958655
read-001729-zone-0417,1729,2023-11-07,NY,MNQ 12-23,in_sample,long,break,,2,1699455780000,15365.5,15364,15371.428808874223,7.6642320347802855
read-001729-zone-0428,1729,2023-11-07,NY,MNQ 12-23,in_sample,long,hold,,1,1699453920000,15370.5,15366.75,15374.25,7.6642320347802855
read-001729-zone-0432,1729,2023-11-07,NY,MNQ 12-23,in_sample,long,hold,,2,1699453920000,15371.75,15368.75,15376.25,7.6642320347802855
read-001729-zone-0443,1729,2023-11-07,NY,MNQ 12-23,in_sample,long,hold,,2,1699453860000,15376.125,15373,15379.916058008695,7.6642320347802855
read-001729-zone-0454,1729,2023-11-07,NY,MNQ 12-23,in_sample,long,hold,,2,1699454700000,15379.625,15376,15383.25,7.6642320347802855
read-001730-zone-0342,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,long,hold,,3,1699484460000,15348,15345,15352.5,7.771736403051605
read-001730-zone-0376,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,long,break,,1,1699484460000,15353.375,15350,15356.75,7.771736403051605
read-001730-zone-0394,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699484940000,15357.125,15353.5,15361,7.771736403051605
read-001730-zone-0405,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,short,hold,,2,1699485780000,15358.25,15354.5,15362.25,7.771736403051605
read-001730-zone-0431,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699487820000,15362.375,15359.25,15366,7.771736403051605
read-001730-zone-0450,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699488240000,15367,15363.5,15370.5,7.771736403051605
read-001730-zone-0473,1730,2023-11-07,ASIA,MNQ 12-23,in_sample,short,ambiguous_horizon,,2,1699493760000,15372.125,15369,15376.25,7.771736403051605
read-001731-zone-0514,1731,2023-11-08,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699516800000,15374.75,15373,15377.5,4.812893560909373
read-001731-zone-0520,1731,2023-11-08,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699517040000,15375.875,15373.5,15378.25,4.812893560909373
read-001731-zone-0523,1731,2023-11-08,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699517040000,15376.5,15374.25,15378.75,4.812893560909373
read-001731-zone-0530,1731,2023-11-08,LONDON,MNQ 12-23,in_sample,long,hold,15m,2,1699517040000,15377.25,15375.048235792623,15379.451764207377,4.812893560909373
read-001731-zone-0539,1731,2023-11-08,LONDON,MNQ 12-23,in_sample,long,break,,1,1699517280000,15379,15376.75,15381.25,4.812893560909373
read-001732-zone-0341,1732,2023-11-08,NY,MNQ 12-23,in_sample,long,break,,3,1699540620000,15373,15371.5,15378.296787096398,8.187148385595723
read-001732-zone-0389,1732,2023-11-08,NY,MNQ 12-23,in_sample,long,break,,2,1699540320000,15388,15386.5,15393.796787096398,8.187148385595723
read-001732-zone-0403,1732,2023-11-08,NY,MNQ 12-23,in_sample,long,break,,2,1699540260000,15395.75,15393.25,15400.867321584801,8.187148385595723
read-001732-zone-0412,1732,2023-11-08,NY,MNQ 12-23,in_sample,short,hold,,3,1699540440000,15400,15398.882678415199,15405.117321584801,8.187148385595723
read-001733-zone-0109,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,long,ambiguous_horizon,,2,1699570860000,15246.625,15242,15251.25,11.158422741429314
read-001733-zone-0113,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,short,hold,,2,1699571220000,15251.375,15246.25,15257.25,11.158422741429314
read-001733-zone-0117,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699581180000,15252.625,15247.25,15258,11.158422741429314
read-001733-zone-0123,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699590840000,15255.5,15251.5,15262,11.158422741429314
read-001733-zone-0131,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699600500000,15260.25,15256.5,15266.75,11.158422741429314
read-001733-zone-0137,1733,2023-11-08,ASIA,MNQ 12-23,in_sample,short,hold,,2,1699600920000,15263.375,15258.25,15269,11.158422741429314
read-001734-zone-0212,1734,2023-11-09,LONDON,MNQ 12-23,in_sample,long,break,15m,1,1699606440000,15247.25,15244.77227221607,15249.72772778393,5.68270914245631
read-001734-zone-0220,1734,2023-11-09,LONDON,MNQ 12-23,in_sample,long,hold,,3,1699606140000,15250,15249,15254.25,5.68270914245631
read-001734-zone-0241,1734,2023-11-09,LONDON,MNQ 12-23,in_sample,long,break,,1,1699606020000,15256.375,15255,15257.75,5.68270914245631
read-001734-zone-0257,1734,2023-11-09,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699603380000,15262.125,15260,15264.25,5.68270914245631
read-001735-zone-0276,1735,2023-11-09,NY,MNQ 12-23,in_sample,long,hold,,1,1699626660000,15308.75,15307.25,15315.5,10.444993488446016
read-001735-zone-0280,1735,2023-11-09,NY,MNQ 12-23,in_sample,long,hold,,1,1699626660000,15315.125,15310.25,15320,10.444993488446016
read-001735-zone-0287,1735,2023-11-09,NY,MNQ 12-23,in_sample,long,hold,,2,1699630080000,15322.375,15319.25,15328.75,10.444993488446016
read-001742-zone-0447,1742,2023-11-11,ASIA,MNQ 12-23,in_sample,long,hold,,1,1699830180000,15569.875,15568,15577,10.016284458599031
read-001742-zone-0449,1742,2023-11-11,ASIA,MNQ 12-23,in_sample,long,hold,,2,1699830180000,15575,15574,15580.5,10.016284458599031
read-001742-zone-0456,1742,2023-11-11,ASIA,MNQ 12-23,in_sample,short,hold,,1,1699830060000,15589.25,15585.75,15595,10.016284458599031
read-001743-zone-0531,1743,2023-11-12,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699863480000,15523.625,15521.5,15526.75,5.720727701749909
read-001743-zone-0533,1743,2023-11-12,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699862760000,15527.125,15525.5,15530.180181925438,5.720727701749909
read-001743-zone-0538,1743,2023-11-12,LONDON,MNQ 12-23,in_sample,long,hold,15m,2,1699862520000,15528.75,15526.106701303885,15531.393298696115,5.720727701749909
read-001743-zone-0548,1743,2023-11-12,LONDON,MNQ 12-23,in_sample,short,hold,,2,1699862700000,15538,15536,15541.180181925438,5.720727701749909
read-001743-zone-0554,1743,2023-11-12,LONDON,MNQ 12-23,in_sample,short,hold,,2,1699862880000,15540.5,15537.856701303885,15543.143298696115,5.720727701749909
read-001744-zone-0349,1744,2023-11-12,NY,MNQ 12-23,in_sample,short,hold,,1,1699888500000,15527.375,15523.75,15531,9.95684533027079
read-001744-zone-0362,1744,2023-11-12,NY,MNQ 12-23,in_sample,short,hold,,2,1699885980000,15538.25,15535.25,15543.504138634638,9.95684533027079
read-001744-zone-0380,1744,2023-11-12,NY,MNQ 12-23,in_sample,short,hold,15m,3,1699890420000,15547,15543.495861365362,15553.239211332568,9.95684533027079
read-001745-zone-0484,1745,2023-11-12,ASIA,MNQ 12-23,in_sample,long,hold,,2,1699916460000,15548,15546,15553.25,7.39756756765211
read-001745-zone-0497,1745,2023-11-12,ASIA,MNQ 12-23,in_sample,long,hold,,2,1699916460000,15550.875,15547.75,15554.25,7.39756756765211
read-001745-zone-0508,1745,2023-11-12,ASIA,MNQ 12-23,in_sample,long,ambiguous_horizon,,2,1699921260000,15554.875,15551.75,15559,7.39756756765211
read-001745-zone-0526,1745,2023-11-12,ASIA,MNQ 12-23,in_sample,short,hold,,2,1699916760000,15558.75,15555.75,15562.5,7.39756756765211
read-001746-zone-0692,1746,2023-11-13,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699960140000,15567,15565.25,15568.75,3.735994654231319
read-001746-zone-0733,1746,2023-11-13,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699959060000,15572.25,15570.75,15574.25,3.735994654231319
read-001746-zone-0746,1746,2023-11-13,LONDON,MNQ 12-23,in_sample,long,hold,,1,1699950000000,15573.875,15572.25,15575.5,3.735994654231319
read-001746-zone-0769,1746,2023-11-13,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699948920000,15577.5,15575.75,15579.25,3.735994654231319
read-001746-zone-0779,1746,2023-11-13,LONDON,MNQ 12-23,in_sample,long,hold,,2,1699948920000,15578.25,15576.481805689009,15580.018194310991,3.735994654231319
read-001747-zone-0323,1747,2023-11-13,NY,MNQ 12-23,in_sample,long,hold,,2,1699972200000,15792.5,15790,15810.25,27.32031983589127
read-001747-zone-0324,1747,2023-11-13,NY,MNQ 12-23,in_sample,long,hold,,1,1699972620000,15810.125,15803.5,15816.75,27.32031983589127
read-001747-zone-0325,1747,2023-11-13,NY,MNQ 12-23,in_sample,long,hold,,2,1699973400000,15825,15813.5,15839.75,27.32031983589127
read-001747-zone-0328,1747,2023-11-13,NY,MNQ 12-23,in_sample,short,break,,1,1699973040000,15850,15849,15851,27.32031983589127
read-001748-zone-0494,1748,2023-11-13,ASIA,MNQ 12-23,in_sample,long,hold,,2,1700009100000,15893.25,15889.75,15896.75,8.388137062718835
read-001748-zone-0496,1748,2023-11-13,ASIA,MNQ 12-23,in_sample,long,hold,,1,1700007180000,15896.5,15893,15901,8.388137062718835
read-001748-zone-0499,1748,2023-11-13,ASIA,MNQ 12-23,in_sample,short,break,,2,1700002860000,15899.625,15897.25,15904.75,8.388137062718835
read-001749-zone-0592,1749,2023-11-14,LONDON,MNQ 12-23,in_sample,long,hold,,2,1700035440000,15916.75,15915.25,15920.021694250221,5.086777000887615
read-001749-zone-0600,1749,2023-11-14,LONDON,MNQ 12-23,in_sample,long,hold,,2,1700035860000,15919.25,15917.5,15922.021694250221,5.086777000887615
read-001750-zone-0343,1750,2023-11-14,NY,MNQ 12-23,in_sample,long,break,,3,1700059200000,15948.625,15943,15958.295005054697,15.581791667734194
read-001750-zone-0351,1750,2023-11-14,NY,MNQ 12-23,in_sample,short,hold,5m,3,1700058900000,15970.5,15965.454994945303,15979.5,15.581791667734194
read-001751-zone-0220,1751,2023-11-14,ASIA,MNQ 12-23,in_sample,long,hold,,1,1700099520000,15838.25,15833.25,15843.75,10.669141018522975
read-001751-zone-0234,1751,2023-11-14,ASIA,MNQ 12-23,in_sample,long,hold,,1,1700090040000,15846.5,15841.5,15851.75,10.669141018522975
read-001751-zone-0236,1751,2023-11-14,ASIA,MNQ 12-23,in_sample,long,hold,,2,1700090040000,15848.375,15844.5,15852.25,10.669141018522975
read-001751-zone-0239,1751,2023-11-14,ASIA,MNQ 12-23,in_sample,long,hold,,1,1700090580000,15850.875,15845.75,15856,10.669141018522975
read-001752-zone-0250,1752,2023-11-15,LONDON,MNQ 12-23,in_sample,short,hold,5m,2,1700121780000,15860.25,15858.857870275586,15864,5.568518897654276
read-001752-zone-0259,1752,2023-11-15,LONDON,MNQ 12-23,in_sample,short,hold,,1,1700121780000,15863.125,15861.25,15866.25,5.568518897654276
read-001752-zone-0263,1752,2023-11-15,LONDON,MNQ 12-23,in_sample,short,hold,,1,1700121960000,15865.125,15862.75,15867.5,5.568518897654276
read-001752-zone-0273,1752,2023-11-15,LONDON,MNQ 12-23,in_sample,short,hold,5m,2,1700122080000,15869.5,15868.107870275586,15872.5,5.568518897654276
read-001752-zone-0279,1752,2023-11-15,LONDON,MNQ 12-23,in_sample,short,hold,,2,1700126220000,15871.875,15869.25,15874.642129724414,5.568518897654276
read-001753-zone-0257,1753,2023-11-15,NY,MNQ 12-23,in_sample,short,hold,,2,1700145960000,15865.375,15862.5,15872.267826732994,11.071306931975418
read-001753-zone-0268,1753,2023-11-15,NY,MNQ 12-23,in_sample,short,hold,15m,2,1700145960000,15870.5,15866,15875.625,11.071306931975418
read-001753-zone-0272,1753,2023-11-15,NY,MNQ 12-23,in_sample,short,hold,15m,3,1700145960000,15873.25,15869.25,15879.75,11.071306931975418
read-001753-zone-0279,1753,2023-11-15,NY,MNQ 12-23,in_sample,short,hold,,1,1700146200000,15881.375,15877.5,15887.75,11.071306931975418
read-001753-zone-0292,1753,2023-11-15,NY,MNQ 12-23,in_sample,short,hold,,2,1700146560000,15896.25,15893,15901,11.071306931975418
read-001754-zone-0428,1754,2023-11-15,ASIA,MNQ 12-23,in_sample,short,hold,,1,1700179500000,15896.25,15893,15901,8.579120784029529
read-001754-zone-0432,1754,2023-11-15,ASIA,MNQ 12-23,in_sample,short,hold,,1,1700179620000,15897.875,15894,15901.75,8.579120784029529
read-001754-zone-0434,1754,2023-11-15,ASIA,MNQ 12-23,in_sample,short,hold,,2,1700179680000,15899,15895,15903,8.579120784029529
read-001754-zone-0443,1754,2023-11-15,ASIA,MNQ 12-23,in_sample,short,hold,,1,1700182500000,15900.625,15896.75,15905.25,8.579120784029529
read-001754-zone-0447,1754,2023-11-15,ASIA,MNQ 12-23,in_sample,short,hold,,1,1700192460000,15901.875,15898,15906.5,8.579120784029529
read-001755-zone-0580,1755,2023-11-16,LONDON,MNQ 12-23,in_sample,long,ambiguous_horizon,,3,1700231160000,15873.875,15872.75,15876.5,4.472023251695425
read-001755-zone-0663,1755,2023-11-16,LONDON,MNQ 12-23,in_sample,long,hold,,2,1700208720000,15886.25,15884.25,15888.475259770481,4.472023251695425
read-001755-zone-0676,1755,2023-11-16,LONDON,MNQ 12-23,in_sample,long,hold,15m,2,1700221080000,15887.5,15885.524740229519,15889.5,4.472023251695425
read-001755-zone-0680,1755,2023-11-16,LONDON,MNQ 12-23,in_sample,short,break,,2,1700208480000,15888.125,15886.25,15890.475259770481,4.472023251695425
read-001755-zone-0707,1755,2023-11-16,LONDON,MNQ 12-23,in_sample,short,hold,,2,1700208300000,15892.5,15891,15895.25,4.472023251695425
read-001756-zone-0321,1756,2023-11-16,NY,MNQ 12-23,in_sample,short,hold,,2,1700232780000,15880.75,15877.098421434514,15886.25,9.330533153653906
read-001756-zone-0330,1756,2023-11-16,NY,MNQ 12-23,in_sample,short,hold,,1,1700232780000,15883.625,15879.5,15887.75,9.330533153653906
read-001756-zone-0339,1756,2023-11-16,NY,MNQ 12-23,in_sample,short,hold,,2,1700240580000,15887,15884.75,15893,9.330533153653906
read-001756-zone-0350,1756,2023-11-16,NY,MNQ 12-23,in_sample,short,hold,,2,1700240640000,15890.375,15886.25,15895.332633288413,9.330533153653906
read-001756-zone-0359,1756,2023-11-16,NY,MNQ 12-23,in_sample,short,hold,,1,1700240880000,15893.625,15890,15899.25,9.330533153653906
