opportunity,leg,time_ms,price,atr5m,confirm,invalidated,stop_composed,rr,kind,actual_guard,corrected_guard,status,bar_open_ms
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v6/S3,0,1788452820000,29491.5,32.08886149434434,false,false,29620,2.3475409836065575,limit,outside_band,outside_band,waiting_confirm,1788452760000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788452880000,29500.25,32.08886149434434,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788452820000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788452940000,29497.25,32.08886149434434,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788452880000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453000000,29496.5,32.088861494344606,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788452940000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453060000,29497.25,30.386085673319993,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453000000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453120000,29490.25,30.903942816177135,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453060000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453180000,29486.25,31.011085673319993,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453120000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453240000,29494,31.011085673319993,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453180000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453300000,29489.25,31.011085673319872,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453240000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453360000,29485.25,29.331722410939882,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453300000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453420000,29490.75,29.581722410939882,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453360000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453480000,29499.5,30.11743669665417,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453420000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453540000,29513.75,31.278150982368455,false,false,29592.5,3.007999999999988,limit,outside_band,outside_band,waiting_confirm,1788453480000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453600000,29521.75,31.90315098236884,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453540000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453660000,29519.75,30.017211626485352,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453600000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453720000,29532.5,30.749354483628206,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453660000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453780000,29524.5,30.749354483628206,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453720000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453840000,29527.75,30.749354483628206,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453780000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453900000,29528.25,30.749354483627975,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453840000
2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265/v7/S3,0,1788453960000,29527.25,29.177972020511692,false,false,29592.5,3.007999999999988,limit,send_limit,send_limit,waiting_confirm,1788453900000
