source,line,text
/home/hoang/nofx/data/nofx_2026-09-02.log,84939,09-03 09:00:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29349.90 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29349.90 (1.5×ATR5m 43.27) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,84978,09-03 09:02:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29354.91 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29354.91 (1.5×ATR5m 46.61) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,84982,09-03 09:02:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 📌 armed S1 → WORKING limit 29285.00 signal=f2b1eb20-f89e-4a88-bcff-5ce971d17861 (band ±100t)
/home/hoang/nofx/data/nofx_2026-09-02.log,85026,09-03 09:05:35 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29351.63 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29351.63 (1.5×ATR5m 44.42) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85041,09-03 09:06:54 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake would_skip: cooldown 21 min since the last wake-authored version (cooldown 30m) — seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.88) on NY. WARN-first: the wake PROCEEDS. Recorded n=1 (class 47)
/home/hoang/nofx/data/nofx_2026-09-02.log,85056,09-03 09:06:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29352.65 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29352.65 (1.5×ATR5m 45.10) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85091,09-03 09:08:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29354.44 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29354.44 (1.5×ATR5m 46.29) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85117,09-03 09:10:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29352.40 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29352.40 (1.5×ATR5m 44.93) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85146,09-03 09:12:54 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29354.86 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29354.86 (1.5×ATR5m 46.58) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85177,09-03 09:15:01 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🛑 arm stop NY S1 leg 1 short: stop 29350.67 (authored 29340.00 WIDENED) · anchor ONH 29293.00 → beyond 29293.50 · atr_floor 29350.67 (1.5×ATR5m 43.78) · bound=atr_floor
/home/hoang/nofx/data/nofx_2026-09-02.log,85592,09-03 09:20:45 [INFO] ninjatrader/close_sync.go:206 ⏳ re-entry cooldown armed: MNQ SHORT stop=29355.00 (owner=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265)
/home/hoang/nofx/data/nofx_2026-09-02.log,85623,"09-03 09:20:47 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ✕ armed S2 cancelled — price 29358.75 already above entry 29351.05 (marketable, never placed)"
/home/hoang/nofx/data/nofx_2026-09-02.log,86902,09-03 09:38:54 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake would_skip: cooldown 23 min since the last wake-authored version (cooldown 30m) — seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.25) on NY. WARN-first: the wake PROCEEDS. Recorded n=2 (class 47)
/home/hoang/nofx/data/nofx_2026-09-02.log,89833,09-03 10:10:54 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake would_skip: cooldown 26 min since the last wake-authored version (cooldown 30m) — seated Supply·1h invalidated: close 29363.50 above 29209.25 (noise 10.22) on NY. WARN-first: the wake PROCEEDS. Recorded n=3 (class 47)
/home/hoang/nofx/data/nofx_2026-09-03.log,42,09-03 10:28:29 [INFO] cleanclone/main.go:243 🔐 BOOT INTEGRITY OK — rev 528edd78e3b9 · built 2026-09-03T15:27:07Z · expected 528edd78e3b9 · goldens PASS
/home/hoang/nofx/data/nofx_2026-09-03.log,78,"09-03 10:28:29 [INFO] kernel/levels_volume_boot.go:26 🪢 netting-orphan wave (class 27, 2026-08-31): netting-flat cancels brackets (C# sweep + Go desync cancel_order) · exit reconstruction from the netting fill (never exit=entry; unknown → UNRESOLVED+alarm) · dedupe 577/578 class · one-live-arm guard (opposite-side refused while open; kind=exit escapes) · split legs > capacity rejected (capacity=1 unless max_contracts_per_order raises)"
/home/hoang/nofx/data/nofx_2026-09-03.log,92,"09-03 10:28:29 [INFO] cleanclone/main.go:275 ⏱ wakes: cutoff=25m(enforce) cooldown=30m(enforce) cross-session=on stale-arm-expiry=on (class 47) — cutoffs govern LEVEL_EVENT/structure_mss wakes ONLY; scheduled reads, death re-plans and owner resets are untouched"
/home/hoang/nofx/data/nofx_2026-09-03.log,129,09-03 10:28:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 dead-man watchdog: NT8 TCP link DOWN — NEW entries BLOCKED until a clean reconciliation. Open positions & exits are unaffected.
/home/hoang/nofx/data/nofx_2026-09-03.log,260,"09-03 10:30:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 15 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=4 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,267,09-03 10:30:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🔌 dead-man watchdog: NT8 TCP link back UP — sweeping unfilled entries; entries stay BLOCKED until a clean positions/orders reconciliation.
/home/hoang/nofx/data/nofx_2026-09-03.log,442,"09-03 10:32:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 17 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=5 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,449,09-03 10:32:29 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ✅ dead-man watchdog: clean positions/orders reconciliation — NEW entries RESUMED.
/home/hoang/nofx/data/nofx_2026-09-03.log,625,"09-03 10:34:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 19 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=6 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,667,"09-03 10:35:01 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 20 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=7 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,806,"09-03 10:36:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 21 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=8 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,988,"09-03 10:38:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 23 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=9 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,1179,"09-03 10:40:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 25 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=10 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,1364,"09-03 10:42:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 27 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=11 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,1543,"09-03 10:44:29 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 29 min since the last wake-authored version (cooldown 30m) — 15m FVG [29367.75–29453.50] on NY. Recorded n=12 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,3658,09-03 11:10:33 [INFO] cc2/main.go:243 🔐 BOOT INTEGRITY OK — rev f478ed880dc9 · built 2026-09-03T16:07:06Z · expected f478ed880dc9 · goldens PASS
/home/hoang/nofx/data/nofx_2026-09-03.log,3684,"09-03 11:10:33 [INFO] kernel/levels_volume_boot.go:26 🪢 netting-orphan wave (class 27, 2026-08-31): netting-flat cancels brackets (C# sweep + Go desync cancel_order) · exit reconstruction from the netting fill (never exit=entry; unknown → UNRESOLVED+alarm) · dedupe 577/578 class · one-live-arm guard (opposite-side refused while open; kind=exit escapes) · split legs > capacity rejected (capacity=1 unless max_contracts_per_order raises)"
/home/hoang/nofx/data/nofx_2026-09-03.log,3698,"09-03 11:10:33 [INFO] cc2/main.go:275 ⏱ wakes: cutoff=25m(enforce) cooldown=30m(enforce, fast-market≥1.5×ATR exempt) cross-session=on stale-arm-expiry=on (class 47) — cutoffs govern LEVEL_EVENT/structure_mss wakes ONLY; scheduled reads, death re-plans and owner resets are untouched; the cutoff is NOT exempted by a fast market"
/home/hoang/nofx/data/nofx_2026-09-03.log,3737,09-03 11:10:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 dead-man watchdog: NT8 TCP link DOWN — NEW entries BLOCKED until a clean reconciliation. Open positions & exits are unaffected.
/home/hoang/nofx/data/nofx_2026-09-03.log,3905,"09-03 11:12:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 22 min since the last wake-authored version (cooldown 30m) — seated OB(bear)·1h invalidated: close 29538.25 above 29502.88 (noise 9.60) on NY. Recorded n=13 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,3912,09-03 11:12:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🔌 dead-man watchdog: NT8 TCP link back UP — sweeping unfilled entries; entries stay BLOCKED until a clean positions/orders reconciliation.
/home/hoang/nofx/data/nofx_2026-09-03.log,4050,"09-03 11:14:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 24 min since the last wake-authored version (cooldown 30m) — seated OB(bear)·1h invalidated: close 29538.25 above 29502.88 (noise 9.60) on NY. Recorded n=14 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,4055,"09-03 11:15:01 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 25 min since the last wake-authored version (cooldown 30m) — seated OB(bear)·1h invalidated: close 29519.25 above 29502.88 (noise 8.92) on NY. Recorded n=15 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,4062,09-03 11:15:01 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ✅ dead-man watchdog: clean positions/orders reconciliation — NEW entries RESUMED.
/home/hoang/nofx/data/nofx_2026-09-03.log,4098,"09-03 11:16:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 26 min since the last wake-authored version (cooldown 30m) — seated OB(bear)·1h invalidated: close 29519.25 above 29502.88 (noise 9.03) on NY. Recorded n=16 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,4136,"09-03 11:18:33 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏱ wake SKIPPED: cooldown 28 min since the last wake-authored version (cooldown 30m) — seated OB(bear)·1h invalidated: close 29519.25 above 29502.88 (noise 9.04) on NY. Recorded n=17 (class 47, enforcing since 2026-09-03)"
/home/hoang/nofx/data/nofx_2026-09-03.log,4720,09-03 11:48:22 [WARN] kernel/engine_position.go:229 🛑 MIN-SL REJECT MNQ open_long: sl_too_tight: 42.8 < 1.5×ATR (30.7) — widen or skip
/home/hoang/nofx/data/nofx_2026-09-03.log,4721,09-03 11:48:22 [WARN] kernel/engine_analysis.go:695 ⚠️ AI response parse failed (attempt 1/3) — retrying with the error fed back: decision validation failed: decision #1 validation failed: sl_too_tight: 42.8 < 1.5×ATR (30.7) — widen or skip
/home/hoang/nofx/data/nofx_2026-09-03.log,4939,09-03 11:58:33 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 📌 armed S3 → WORKING limit 29543.75 signal=43512e1d-123f-4925-b852-a7f953735c6f (band ±100t)
/home/hoang/nofx/data/nofx_2026-09-03.log,5250,"09-03 12:15:00 [INFO] trader/auto_trader.go:43 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 😴 plan 2026-09-03 NY v7 DORMANT — death-condition: 2x5m close below 29502.25 (buffer 0.5×ATR14, 2× 5m closes) (entries blocked; auto re-arms when price closes back; replan budget untouched)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5465,09-03 14:18:26 [INFO] cc2/main.go:243 🔐 BOOT INTEGRITY OK — rev f478ed880dc9 · built 2026-09-03T16:07:06Z · expected f478ed880dc9 · goldens PASS
/home/hoang/nofx/data/nofx_2026-09-03.log,5486,"09-03 14:18:26 [INFO] kernel/levels_volume_boot.go:26 🪢 netting-orphan wave (class 27, 2026-08-31): netting-flat cancels brackets (C# sweep + Go desync cancel_order) · exit reconstruction from the netting fill (never exit=entry; unknown → UNRESOLVED+alarm) · dedupe 577/578 class · one-live-arm guard (opposite-side refused while open; kind=exit escapes) · split legs > capacity rejected (capacity=1 unless max_contracts_per_order raises)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5500,"09-03 14:18:26 [INFO] cc2/main.go:275 ⏱ wakes: cutoff=25m(enforce) cooldown=30m(enforce, fast-market≥1.5×ATR exempt) cross-session=on stale-arm-expiry=on (class 47) — cutoffs govern LEVEL_EVENT/structure_mss wakes ONLY; scheduled reads, death re-plans and owner resets are untouched; the cutoff is NOT exempted by a fast market"
/home/hoang/nofx/data/nofx_2026-09-03.log,5549,09-03 14:18:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 dead-man watchdog: NT8 TCP link DOWN — NEW entries BLOCKED until a clean reconciliation. Open positions & exits are unaffected.
/home/hoang/nofx/data/nofx_2026-09-03.log,5568,"09-03 14:18:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #1 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5590,"09-03 14:20:26 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #2 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5609,"09-03 14:22:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #3 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5626,"09-03 14:24:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #4 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5637,"09-03 14:26:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #5 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5638,"09-03 14:28:39 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 10m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5649,"09-03 14:28:39 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #6 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5650,"09-03 14:29:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 11m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5651,"09-03 14:30:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 12m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5662,"09-03 14:30:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #7 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5667,"09-03 14:31:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 13m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5668,"09-03 14:32:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 14m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5679,"09-03 14:32:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #8 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5684,"09-03 14:33:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 15m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5685,"09-03 14:34:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 16m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5696,"09-03 14:34:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #9 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5697,"09-03 14:35:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 17m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5698,"09-03 14:36:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 18m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5709,"09-03 14:36:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #10 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5710,"09-03 14:37:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 19m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5711,"09-03 14:38:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 20m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
/home/hoang/nofx/data/nofx_2026-09-03.log,5722,"09-03 14:38:27 [WARN] trader/auto_trader.go:48 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] ⏳ skipping decision cycle #11 — no balance frame yet (equity 0, waiting for the NT8 AddOn)"
/home/hoang/nofx/data/nofx_2026-09-03.log,5723,"09-03 14:39:27 [ERRO] trader/auto_trader.go:53 [trader_id=8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265 trader_name=hoang] 🚨 FEED DOWN: no NT8 bar for 21m0s while CME is OPEN (newest-bar stamp age; threshold 10m0s; holding=false). Charts, detectors and the planner are all blind. Check NT8 on the Windows side — the AddOn reconnects on its own."
