rowid,symbol,tf,open_time_ms,o,h,l,c,v,convention
441941,MNQ,1m,1788478500000,29503.5,29504.25,29503.0,29503.25,116.0,epoch_floor
441945,MNQ,1m,1788478560000,29503.5,29504.5,29502.5,29504.5,123.0,epoch_floor
441946,MNQ,1m,1788478620000,29504.75,29505.5,29503.25,29504.25,84.0,epoch_floor
441949,MNQ,1m,1788478680000,29504.25,29506.5,29502.75,29505.5,161.0,epoch_floor
441951,MNQ,1m,1788478740000,29505.5,29505.75,29504.0,29505.0,98.0,epoch_floor
441955,MNQ,1m,1788478800000,29505.0,29507.75,29504.75,29506.5,137.0,epoch_floor
441958,MNQ,1m,1788478860000,29507.5,29508.0,29506.25,29507.25,136.0,epoch_floor
441961,MNQ,1m,1788478920000,29508.0,29511.0,29507.0,29507.5,391.0,epoch_floor
441963,MNQ,1m,1788478980000,29508.0,29508.0,29506.75,29508.0,87.0,epoch_floor
441968,MNQ,1m,1788479040000,29507.75,29507.75,29504.5,29506.0,168.0,epoch_floor
441974,MNQ,1m,1788479100000,29506.25,29515.0,29504.75,29510.5,1156.0,epoch_floor
441975,MNQ,1m,1788479160000,29510.75,29516.75,29510.25,29515.5,622.0,epoch_floor
441978,MNQ,1m,1788479220000,29515.25,29515.5,29507.5,29508.0,481.0,epoch_floor
441981,MNQ,1m,1788479280000,29507.25,29511.25,29507.0,29509.5,339.0,epoch_floor
441984,MNQ,1m,1788479340000,29509.5,29511.75,29507.5,29510.75,312.0,epoch_floor
441988,MNQ,1m,1788479400000,29510.75,29515.0,29510.0,29511.5,471.0,epoch_floor
441991,MNQ,1m,1788479460000,29512.0,29513.5,29510.5,29512.0,156.0,epoch_floor
441993,MNQ,1m,1788479520000,29511.25,29511.75,29507.25,29509.0,202.0,epoch_floor
441996,MNQ,1m,1788479580000,29508.5,29509.75,29503.25,29505.25,537.0,epoch_floor
442000,MNQ,1m,1788479640000,29505.25,29507.25,29502.75,29506.25,394.0,epoch_floor
442004,MNQ,1m,1788479700000,29506.5,29512.75,29505.75,29508.0,493.0,epoch_floor
442008,MNQ,1m,1788479760000,29508.25,29509.5,29506.75,29507.5,179.0,epoch_floor
442009,MNQ,1m,1788479820000,29508.0,29508.0,29503.25,29505.75,278.0,epoch_floor
442011,MNQ,1m,1788479880000,29505.0,29506.25,29504.75,29505.0,187.0,epoch_floor
442022,MNQ,1m,1788479940000,29505.0,29505.75,29502.75,29504.5,222.0,epoch_floor
442027,MNQ,1m,1788480000000,29503.75,29507.5,29491.0,29505.5,2332.0,epoch_floor
442029,MNQ,1m,1788480060000,29505.5,29510.75,29500.5,29504.5,907.0,epoch_floor
442032,MNQ,1m,1788480120000,29505.25,29507.5,29501.75,29502.25,427.0,epoch_floor
442035,MNQ,1m,1788480180000,29502.25,29502.75,29497.5,29499.0,626.0,epoch_floor
442038,MNQ,1m,1788480240000,29499.25,29511.75,29498.75,29511.25,655.0,epoch_floor
442042,MNQ,1m,1788480300000,29511.0,29513.25,29507.0,29510.25,954.0,epoch_floor
442046,MNQ,1m,1788480360000,29510.25,29516.25,29508.0,29512.5,740.0,epoch_floor
442047,MNQ,1m,1788480420000,29512.75,29520.5,29508.75,29520.0,933.0,epoch_floor
442050,MNQ,1m,1788480480000,29519.75,29520.25,29514.75,29517.5,733.0,epoch_floor
442054,MNQ,1m,1788480540000,29517.5,29519.25,29512.75,29512.75,645.0,epoch_floor
442057,MNQ,1m,1788480600000,29513.5,29517.25,29509.0,29510.75,1129.0,epoch_floor
442060,MNQ,1m,1788480660000,29510.75,29518.75,29508.0,29515.0,954.0,epoch_floor
442063,MNQ,1m,1788480720000,29515.0,29518.5,29513.75,29514.0,348.0,epoch_floor
442065,MNQ,1m,1788480780000,29513.75,29516.0,29510.25,29512.25,550.0,epoch_floor
442070,MNQ,1m,1788480840000,29512.25,29512.25,29506.25,29510.5,503.0,epoch_floor
442075,MNQ,1m,1788480900000,29510.0,29511.25,29505.0,29508.75,604.0,epoch_floor
442077,MNQ,1m,1788480960000,29508.5,29518.75,29508.5,29518.25,677.0,epoch_floor
442082,MNQ,1m,1788481020000,29517.75,29521.25,29514.25,29515.5,1186.0,epoch_floor
442083,MNQ,1m,1788481080000,29515.5,29516.0,29509.5,29515.0,574.0,epoch_floor
442088,MNQ,1m,1788481140000,29515.25,29520.5,29514.5,29519.0,526.0,epoch_floor
442090,MNQ,1m,1788481200000,29519.5,29524.25,29518.5,29523.25,1055.0,epoch_floor
442093,MNQ,1m,1788481260000,29523.25,29523.75,29518.5,29520.25,446.0,epoch_floor
442095,MNQ,1m,1788481320000,29520.75,29527.75,29520.25,29526.75,953.0,epoch_floor
442100,MNQ,1m,1788481380000,29526.75,29527.75,29524.25,29526.0,554.0,epoch_floor
442102,MNQ,1m,1788481440000,29525.25,29527.5,29524.5,29524.5,302.0,epoch_floor
442106,MNQ,1m,1788481500000,29524.75,29526.25,29519.0,29520.25,852.0,epoch_floor
442108,MNQ,1m,1788481560000,29520.0,29522.0,29514.75,29519.0,954.0,epoch_floor
442112,MNQ,1m,1788481620000,29519.0,29525.25,29519.0,29523.25,516.0,epoch_floor
442113,MNQ,1m,1788481680000,29522.75,29526.5,29522.5,29526.0,497.0,epoch_floor
442119,MNQ,1m,1788481740000,29526.5,29529.0,29526.0,29528.0,752.0,epoch_floor
442126,MNQ,1m,1788481800000,29527.5,29531.25,29526.75,29529.0,796.0,epoch_floor
442128,MNQ,1m,1788481860000,29528.75,29531.5,29527.75,29529.75,356.0,epoch_floor
442130,MNQ,1m,1788481920000,29530.0,29530.0,29523.0,29524.25,708.0,epoch_floor
442133,MNQ,1m,1788481980000,29524.75,29527.0,29519.5,29521.0,714.0,epoch_floor
442136,MNQ,1m,1788482040000,29521.5,29527.75,29521.5,29526.0,558.0,epoch_floor
442140,MNQ,1m,1788482100000,29526.25,29526.25,29519.0,29520.0,630.0,epoch_floor
442144,MNQ,1m,1788482160000,29520.75,29524.0,29520.75,29522.5,236.0,epoch_floor
442145,MNQ,1m,1788482220000,29522.25,29524.0,29521.0,29522.25,188.0,epoch_floor
442150,MNQ,1m,1788482280000,29522.0,29530.0,29522.0,29529.25,593.0,epoch_floor
442152,MNQ,1m,1788482340000,29529.0,29530.5,29527.5,29530.0,358.0,epoch_floor
442156,MNQ,1m,1788482400000,29530.0,29530.0,29527.5,29528.25,236.0,epoch_floor
442160,MNQ,1m,1788482460000,29528.5,29531.25,29526.75,29529.0,485.0,epoch_floor
442161,MNQ,1m,1788482520000,29528.75,29531.25,29528.5,29530.0,244.0,epoch_floor
442163,MNQ,1m,1788482580000,29530.5,29534.0,29530.5,29531.5,825.0,epoch_floor
442172,MNQ,1m,1788482640000,29531.75,29532.5,29528.25,29532.0,286.0,epoch_floor
442173,MNQ,1m,1788482700000,29532.0,29538.25,29530.75,29537.0,1195.0,epoch_floor
442175,MNQ,1m,1788482760000,29536.5,29538.5,29534.5,29537.75,539.0,epoch_floor
442180,MNQ,1m,1788482820000,29537.0,29537.5,29533.5,29534.75,383.0,epoch_floor
442181,MNQ,1m,1788482880000,29534.5,29537.75,29533.0,29537.5,354.0,epoch_floor
442186,MNQ,1m,1788482940000,29537.25,29541.75,29537.25,29539.5,761.0,epoch_floor
442188,MNQ,1m,1788483000000,29539.25,29541.5,29538.25,29538.5,560.0,epoch_floor
442191,MNQ,1m,1788483060000,29538.5,29540.5,29537.0,29538.5,312.0,epoch_floor
442193,MNQ,1m,1788483120000,29538.25,29541.75,29537.75,29541.5,416.0,epoch_floor
442196,MNQ,1m,1788483180000,29541.25,29542.0,29537.75,29539.0,415.0,epoch_floor
442200,MNQ,1m,1788483240000,29538.75,29540.25,29537.0,29538.0,296.0,epoch_floor
442203,MNQ,1m,1788483300000,29537.75,29538.5,29533.75,29533.75,609.0,epoch_floor
442206,MNQ,1m,1788483360000,29534.25,29535.5,29530.5,29532.0,923.0,epoch_floor
442209,MNQ,1m,1788483420000,29532.0,29534.25,29531.75,29533.5,330.0,epoch_floor
442211,MNQ,1m,1788483480000,29533.0,29535.5,29532.0,29533.25,356.0,epoch_floor
442217,MNQ,1m,1788483540000,29532.75,29534.0,29530.0,29530.25,373.0,epoch_floor
442225,MNQ,1m,1788483600000,29530.0,29533.0,29527.25,29529.5,1153.0,epoch_floor
442227,MNQ,1m,1788483660000,29529.5,29530.5,29525.25,29526.75,998.0,epoch_floor
442230,MNQ,1m,1788483720000,29526.5,29527.75,29517.75,29518.5,1620.0,epoch_floor
442233,MNQ,1m,1788483780000,29518.5,29529.0,29517.5,29524.5,1044.0,epoch_floor
442238,MNQ,1m,1788483840000,29524.5,29527.75,29523.75,29527.0,461.0,epoch_floor
442240,MNQ,1m,1788483900000,29526.75,29532.25,29523.5,29529.0,794.0,epoch_floor
442243,MNQ,1m,1788483960000,29528.5,29532.25,29526.0,29530.0,578.0,epoch_floor
442245,MNQ,1m,1788484020000,29530.5,29531.5,29528.5,29529.0,326.0,epoch_floor
442248,MNQ,1m,1788484080000,29529.5,29531.5,29524.0,29526.25,310.0,epoch_floor
442252,MNQ,1m,1788484140000,29527.0,29529.0,29524.5,29525.75,492.0,epoch_floor
442255,MNQ,1m,1788484200000,29525.75,29526.25,29521.0,29524.75,734.0,epoch_floor
442258,MNQ,1m,1788484260000,29525.0,29529.0,29522.5,29525.75,425.0,epoch_floor
442261,MNQ,1m,1788484320000,29525.25,29528.75,29523.25,29528.75,268.0,epoch_floor
442263,MNQ,1m,1788484380000,29528.25,29529.5,29520.75,29523.0,575.0,epoch_floor
442268,MNQ,1m,1788484440000,29523.25,29524.75,29522.25,29523.0,248.0,epoch_floor
442273,MNQ,1m,1788484500000,29522.75,29524.5,29520.25,29522.25,361.0,epoch_floor
442275,MNQ,1m,1788484560000,29521.5,29522.5,29516.0,29519.25,926.0,epoch_floor
442278,MNQ,1m,1788484620000,29520.5,29526.5,29519.25,29525.5,526.0,epoch_floor
442281,MNQ,1m,1788484680000,29525.75,29528.25,29522.5,29526.75,438.0,epoch_floor
442286,MNQ,1m,1788484740000,29527.0,29528.5,29525.5,29526.25,281.0,epoch_floor
442288,MNQ,1m,1788484800000,29527.25,29538.0,29527.25,29537.25,1705.0,epoch_floor
442291,MNQ,1m,1788484860000,29537.25,29539.5,29533.25,29537.25,999.0,epoch_floor
442293,MNQ,1m,1788484920000,29536.5,29541.25,29536.0,29539.5,715.0,epoch_floor
442296,MNQ,1m,1788484980000,29539.5,29543.0,29538.0,29540.5,819.0,epoch_floor
442300,MNQ,1m,1788485040000,29540.75,29541.0,29538.25,29539.75,520.0,epoch_floor
442303,MNQ,1m,1788485100000,29540.25,29541.75,29538.75,29541.25,441.0,epoch_floor
442306,MNQ,1m,1788485160000,29541.25,29543.5,29535.75,29536.0,978.0,epoch_floor
442310,MNQ,1m,1788485220000,29536.75,29538.5,29532.0,29535.75,1099.0,epoch_floor
442311,MNQ,1m,1788485280000,29536.75,29543.0,29536.0,29539.75,785.0,epoch_floor
442317,MNQ,1m,1788485340000,29540.0,29542.0,29533.25,29540.75,747.0,epoch_floor
442323,MNQ,1m,1788485400000,29540.0,29542.25,29538.0,29541.0,397.0,epoch_floor
442325,MNQ,1m,1788485460000,29541.5,29546.5,29539.75,29543.25,1141.0,epoch_floor
442328,MNQ,1m,1788485520000,29543.5,29543.5,29536.5,29539.75,395.0,epoch_floor
442332,MNQ,1m,1788485580000,29540.0,29544.0,29539.75,29542.0,370.0,epoch_floor
442334,MNQ,1m,1788485640000,29542.0,29543.0,29538.0,29542.0,341.0,epoch_floor
442340,MNQ,1m,1788485700000,29542.0,29542.25,29538.0,29538.25,303.0,epoch_floor
442341,MNQ,1m,1788485760000,29538.75,29542.0,29538.0,29542.0,312.0,epoch_floor
442343,MNQ,1m,1788485820000,29542.0,29549.25,29540.25,29540.5,1138.0,epoch_floor
442346,MNQ,1m,1788485880000,29540.25,29541.25,29535.75,29539.25,713.0,epoch_floor
442350,MNQ,1m,1788485940000,29539.75,29540.5,29536.25,29538.5,383.0,epoch_floor
442353,MNQ,1m,1788486000000,29537.25,29542.75,29537.25,29539.75,585.0,epoch_floor
442356,MNQ,1m,1788486060000,29540.0,29541.75,29537.5,29538.25,293.0,epoch_floor
442359,MNQ,1m,1788486120000,29539.0,29542.0,29538.75,29539.0,256.0,epoch_floor
442362,MNQ,1m,1788486180000,29538.75,29540.0,29534.25,29539.5,435.0,epoch_floor
442366,MNQ,1m,1788486240000,29540.0,29546.5,29538.5,29545.0,731.0,epoch_floor
442371,MNQ,1m,1788486300000,29545.0,29545.75,29536.5,29537.75,549.0,epoch_floor
442373,MNQ,1m,1788486360000,29537.75,29539.75,29536.5,29537.0,201.0,epoch_floor
442376,MNQ,1m,1788486420000,29537.25,29538.5,29536.0,29537.25,198.0,epoch_floor
442379,MNQ,1m,1788486480000,29537.25,29537.75,29533.75,29535.0,420.0,epoch_floor
442382,MNQ,1m,1788486540000,29535.5,29537.25,29531.0,29532.75,535.0,epoch_floor
442388,MNQ,1m,1788486600000,29532.5,29532.75,29526.0,29530.75,1122.0,epoch_floor
442390,MNQ,1m,1788486660000,29531.0,29531.5,29527.25,29527.75,425.0,epoch_floor
442392,MNQ,1m,1788486720000,29528.5,29533.0,29528.0,29531.0,410.0,epoch_floor
442394,MNQ,1m,1788486780000,29531.5,29541.0,29529.25,29535.0,713.0,epoch_floor
442398,MNQ,1m,1788486840000,29535.0,29535.0,29527.25,29527.5,444.0,epoch_floor
442401,MNQ,1m,1788486900000,29528.0,29531.0,29523.25,29530.75,918.0,epoch_floor
442404,MNQ,1m,1788486960000,29531.0,29538.5,29530.5,29538.0,588.0,epoch_floor
442407,MNQ,1m,1788487020000,29538.25,29548.0,29536.0,29542.25,947.0,epoch_floor
442409,MNQ,1m,1788487080000,29542.75,29549.0,29541.75,29547.0,757.0,epoch_floor
442415,MNQ,1m,1788487140000,29547.0,29548.75,29545.75,29547.75,404.0,epoch_floor
442427,MNQ,1m,1788487200000,29548.25,29548.5,29544.25,29545.75,472.0,epoch_floor
442430,MNQ,1m,1788487260000,29545.0,29546.75,29537.0,29540.0,777.0,epoch_floor
442432,MNQ,1m,1788487320000,29541.0,29545.0,29540.75,29544.5,379.0,epoch_floor
442435,MNQ,1m,1788487380000,29545.0,29547.75,29542.0,29542.5,401.0,epoch_floor
442438,MNQ,1m,1788487440000,29542.5,29542.5,29539.25,29539.5,285.0,epoch_floor
442442,MNQ,1m,1788487500000,29539.75,29546.0,29539.0,29544.75,363.0,epoch_floor
442445,MNQ,1m,1788487560000,29544.5,29545.25,29541.75,29544.5,233.0,epoch_floor
442448,MNQ,1m,1788487620000,29544.5,29545.0,29543.25,29543.75,85.0,epoch_floor
442450,MNQ,1m,1788487680000,29543.75,29545.75,29542.0,29542.0,237.0,epoch_floor
442454,MNQ,1m,1788487740000,29541.75,29547.0,29541.5,29546.25,198.0,epoch_floor
442458,MNQ,1m,1788487800000,29546.0,29548.0,29544.75,29545.25,232.0,epoch_floor
442460,MNQ,1m,1788487860000,29545.75,29550.0,29545.0,29549.0,578.0,epoch_floor
442463,MNQ,1m,1788487920000,29548.75,29553.5,29548.75,29550.25,977.0,epoch_floor
442465,MNQ,1m,1788487980000,29550.0,29550.25,29545.0,29548.5,483.0,epoch_floor
442470,MNQ,1m,1788488040000,29548.25,29551.5,29547.5,29550.0,458.0,epoch_floor
442475,MNQ,1m,1788488100000,29550.0,29550.5,29548.75,29549.5,124.0,epoch_floor
442477,MNQ,1m,1788488160000,29550.0,29550.75,29547.5,29549.5,197.0,epoch_floor
442480,MNQ,1m,1788488220000,29549.0,29551.25,29547.75,29550.5,221.0,epoch_floor
442483,MNQ,1m,1788488280000,29550.5,29551.25,29547.5,29550.5,262.0,epoch_floor
442485,MNQ,1m,1788488340000,29550.5,29551.25,29549.25,29550.75,331.0,epoch_floor
442489,MNQ,1m,1788488400000,29550.25,29550.75,29547.0,29549.5,214.0,epoch_floor
442494,MNQ,1m,1788488460000,29549.75,29553.5,29547.0,29551.5,698.0,epoch_floor
442495,MNQ,1m,1788488520000,29551.25,29552.5,29550.5,29551.5,250.0,epoch_floor
442496,MNQ,1m,1788488580000,29550.5,29554.75,29550.5,29553.25,397.0,epoch_floor
442497,MNQ,1m,1788488640000,29553.5,29556.5,29553.5,29554.5,538.0,epoch_floor
442498,MNQ,1m,1788488700000,29554.75,29555.75,29552.25,29555.25,338.0,epoch_floor
442499,MNQ,1m,1788488760000,29554.75,29556.0,29553.0,29556.0,267.0,epoch_floor
442500,MNQ,1m,1788488820000,29555.75,29556.25,29553.5,29553.5,259.0,epoch_floor
442501,MNQ,1m,1788488880000,29553.25,29554.25,29552.5,29554.0,220.0,epoch_floor
442502,MNQ,1m,1788488940000,29554.0,29555.25,29552.75,29555.25,150.0,epoch_floor
442503,MNQ,1m,1788489000000,29555.0,29566.0,29555.0,29565.0,1912.0,epoch_floor
442504,MNQ,1m,1788489060000,29564.5,29566.75,29558.5,29559.25,809.0,epoch_floor
442505,MNQ,1m,1788489120000,29559.5,29562.5,29559.25,29562.25,289.0,epoch_floor
442506,MNQ,1m,1788489180000,29562.25,29563.0,29559.0,29559.5,260.0,epoch_floor
442507,MNQ,1m,1788489240000,29559.25,29559.75,29549.0,29549.0,609.0,epoch_floor
442508,MNQ,1m,1788489300000,29549.5,29551.5,29544.25,29549.25,1366.0,epoch_floor
442509,MNQ,1m,1788489360000,29549.25,29552.5,29548.75,29551.5,779.0,epoch_floor
442510,MNQ,1m,1788489420000,29551.25,29552.25,29548.75,29549.25,375.0,epoch_floor
442511,MNQ,1m,1788489480000,29549.75,29551.75,29548.0,29550.25,278.0,epoch_floor
442512,MNQ,1m,1788489540000,29550.5,29552.5,29549.25,29551.5,203.0,epoch_floor
442513,MNQ,1m,1788489600000,29552.0,29554.0,29550.75,29553.0,234.0,epoch_floor
442514,MNQ,1m,1788489660000,29553.5,29554.5,29552.0,29553.75,242.0,epoch_floor
442515,MNQ,1m,1788489720000,29553.75,29555.0,29551.25,29553.5,289.0,epoch_floor
442516,MNQ,1m,1788489780000,29553.25,29554.75,29551.75,29552.75,225.0,epoch_floor
442517,MNQ,1m,1788489840000,29552.75,29552.75,29545.5,29546.25,602.0,epoch_floor
442518,MNQ,1m,1788489900000,29547.0,29547.75,29545.0,29546.25,482.0,epoch_floor
442519,MNQ,1m,1788489960000,29546.5,29553.75,29545.5,29553.25,399.0,epoch_floor
442528,MNQ,1m,1788490020000,29553.75,29556.0,29550.25,29553.75,476.0,epoch_floor
442581,MNQ,1m,1788490080000,29553.5,29559.25,29553.5,29557.25,518.0,epoch_floor
442583,MNQ,1m,1788490140000,29557.25,29560.5,29555.5,29559.0,428.0,epoch_floor
442587,MNQ,1m,1788490200000,29558.75,29561.75,29555.5,29561.0,597.0,epoch_floor
442591,MNQ,1m,1788490260000,29560.5,29564.75,29559.0,29563.0,566.0,epoch_floor
442593,MNQ,1m,1788490320000,29563.0,29565.0,29562.5,29563.0,341.0,epoch_floor
442595,MNQ,1m,1788490380000,29563.0,29565.25,29563.0,29564.5,242.0,epoch_floor
442599,MNQ,1m,1788490440000,29564.5,29568.5,29563.75,29565.5,657.0,epoch_floor
442603,MNQ,1m,1788490500000,29565.5,29566.5,29563.25,29564.0,367.0,epoch_floor
442605,MNQ,1m,1788490560000,29564.25,29566.0,29563.0,29564.0,302.0,epoch_floor
442609,MNQ,1m,1788490620000,29564.0,29564.5,29561.75,29563.5,276.0,epoch_floor
442612,MNQ,1m,1788490680000,29563.5,29564.0,29562.5,29562.5,203.0,epoch_floor
442613,MNQ,1m,1788490740000,29562.5,29564.75,29562.5,29564.75,251.0,epoch_floor
442626,MNQ,1m,1788490800000,29565.0,29566.25,29562.75,29563.75,368.0,epoch_floor
442627,MNQ,1m,1788490860000,29564.25,29565.75,29561.25,29564.75,385.0,epoch_floor
442629,MNQ,1m,1788490920000,29565.0,29566.75,29564.75,29564.75,308.0,epoch_floor
442633,MNQ,1m,1788490980000,29565.0,29566.25,29564.0,29565.25,168.0,epoch_floor
442635,MNQ,1m,1788491040000,29565.25,29565.25,29561.5,29563.25,220.0,epoch_floor
442639,MNQ,1m,1788491100000,29562.75,29564.25,29562.0,29563.25,168.0,epoch_floor
442643,MNQ,1m,1788491160000,29563.5,29565.5,29562.0,29563.0,215.0,epoch_floor
442645,MNQ,1m,1788491220000,29562.5,29563.0,29560.75,29561.5,242.0,epoch_floor
442647,MNQ,1m,1788491280000,29562.25,29563.25,29561.5,29562.25,109.0,epoch_floor
442651,MNQ,1m,1788491340000,29562.5,29563.5,29561.0,29562.5,119.0,epoch_floor
442655,MNQ,1m,1788491400000,29563.0,29563.5,29558.75,29560.0,569.0,epoch_floor
442657,MNQ,1m,1788491460000,29560.0,29560.5,29557.0,29558.0,366.0,epoch_floor
442661,MNQ,1m,1788491520000,29557.5,29559.75,29557.5,29559.0,251.0,epoch_floor
442663,MNQ,1m,1788491580000,29560.0,29561.5,29558.75,29560.5,277.0,epoch_floor
442665,MNQ,1m,1788491640000,29560.5,29562.25,29559.25,29560.0,261.0,epoch_floor
442673,MNQ,1m,1788491700000,29560.5,29565.25,29559.5,29565.25,322.0,epoch_floor
442675,MNQ,1m,1788491760000,29565.5,29571.75,29563.25,29567.75,1033.0,epoch_floor
442677,MNQ,1m,1788491820000,29567.25,29568.0,29565.75,29567.25,193.0,epoch_floor
442681,MNQ,1m,1788491880000,29567.5,29568.25,29566.0,29567.5,287.0,epoch_floor
442683,MNQ,1m,1788491940000,29567.75,29577.75,29567.5,29576.5,1260.0,epoch_floor
442687,MNQ,1m,1788492000000,29576.25,29577.75,29574.25,29576.25,653.0,epoch_floor
442691,MNQ,1m,1788492060000,29576.0,29578.25,29575.0,29575.25,473.0,epoch_floor
442693,MNQ,1m,1788492120000,29575.25,29576.0,29571.75,29573.25,517.0,epoch_floor
442695,MNQ,1m,1788492180000,29573.5,29573.5,29571.0,29571.75,251.0,epoch_floor
442699,MNQ,1m,1788492240000,29571.25,29571.5,29563.0,29566.0,1144.0,epoch_floor
442703,MNQ,1m,1788492300000,29566.5,29567.0,29564.0,29564.75,289.0,epoch_floor
442705,MNQ,1m,1788492360000,29565.75,29570.25,29565.75,29570.0,369.0,epoch_floor
442709,MNQ,1m,1788492420000,29570.5,29571.5,29567.75,29568.5,334.0,epoch_floor
442712,MNQ,1m,1788492480000,29568.5,29569.75,29566.25,29568.25,211.0,epoch_floor
442713,MNQ,1m,1788492540000,29568.0,29570.5,29567.5,29569.0,120.0,epoch_floor
442723,MNQ,1m,1788492600000,29569.5,29572.0,29568.25,29571.25,345.0,epoch_floor
442725,MNQ,1m,1788492660000,29571.25,29576.0,29571.0,29575.75,673.0,epoch_floor
442729,MNQ,1m,1788492720000,29576.25,29577.0,29572.5,29575.0,262.0,epoch_floor
442731,MNQ,1m,1788492780000,29574.25,29576.5,29573.5,29573.5,147.0,epoch_floor
442733,MNQ,1m,1788492840000,29574.25,29577.25,29574.0,29576.25,256.0,epoch_floor
442737,MNQ,1m,1788492900000,29575.5,29578.25,29574.0,29577.75,186.0,epoch_floor
442741,MNQ,1m,1788492960000,29578.0,29578.25,29575.75,29577.25,282.0,epoch_floor
442743,MNQ,1m,1788493020000,29577.0,29578.25,29575.75,29577.25,226.0,epoch_floor
442747,MNQ,1m,1788493080000,29577.0,29578.0,29576.5,29576.75,183.0,epoch_floor
442749,MNQ,1m,1788493140000,29577.25,29579.5,29576.5,29577.0,246.0,epoch_floor
442753,MNQ,1m,1788493200000,29577.25,29578.25,29576.0,29576.25,141.0,epoch_floor
442755,MNQ,1m,1788493260000,29576.5,29577.0,29573.25,29574.5,301.0,epoch_floor
442760,MNQ,1m,1788493320000,29575.25,29575.5,29573.75,29574.0,286.0,epoch_floor
442761,MNQ,1m,1788493380000,29573.75,29575.0,29571.25,29571.5,434.0,epoch_floor
442767,MNQ,1m,1788493440000,29571.25,29572.0,29566.25,29568.25,644.0,epoch_floor
442772,MNQ,1m,1788493500000,29567.75,29570.25,29565.25,29567.0,481.0,epoch_floor
442773,MNQ,1m,1788493560000,29566.75,29567.75,29564.0,29564.25,534.0,epoch_floor
442775,MNQ,1m,1788493620000,29565.0,29565.5,29563.5,29565.25,182.0,epoch_floor
442779,MNQ,1m,1788493680000,29565.0,29566.5,29564.0,29566.0,269.0,epoch_floor
442781,MNQ,1m,1788493740000,29566.25,29570.75,29566.25,29570.5,681.0,epoch_floor
442785,MNQ,1m,1788493800000,29570.5,29573.5,29569.25,29572.25,482.0,epoch_floor
442789,MNQ,1m,1788493860000,29572.75,29572.75,29569.0,29570.25,316.0,epoch_floor
442791,MNQ,1m,1788493920000,29570.0,29570.75,29568.5,29569.0,137.0,epoch_floor
442793,MNQ,1m,1788493980000,29569.0,29571.5,29568.5,29571.5,152.0,epoch_floor
442797,MNQ,1m,1788494040000,29571.75,29572.0,29568.75,29571.0,406.0,epoch_floor
442801,MNQ,1m,1788494100000,29570.5,29571.5,29569.0,29569.75,99.0,epoch_floor
442803,MNQ,1m,1788494160000,29570.0,29572.75,29569.25,29572.5,168.0,epoch_floor
442807,MNQ,1m,1788494220000,29572.25,29573.0,29571.25,29572.25,132.0,epoch_floor
442809,MNQ,1m,1788494280000,29572.25,29573.25,29570.75,29571.75,182.0,epoch_floor
442812,MNQ,1m,1788494340000,29571.75,29572.0,29569.75,29570.25,127.0,epoch_floor
442827,MNQ,1m,1788494400000,29571.0,29572.5,29565.75,29568.5,453.0,epoch_floor
442829,MNQ,1m,1788494460000,29568.25,29569.5,29564.75,29566.0,442.0,epoch_floor
442831,MNQ,1m,1788494520000,29565.75,29566.25,29560.25,29560.5,993.0,epoch_floor
442835,MNQ,1m,1788494580000,29561.0,29562.5,29556.25,29559.5,1046.0,epoch_floor
442837,MNQ,1m,1788494640000,29560.0,29562.0,29558.75,29559.75,363.0,epoch_floor
442841,MNQ,1m,1788494700000,29560.0,29562.25,29559.75,29561.0,233.0,epoch_floor
442845,MNQ,1m,1788494760000,29560.5,29561.75,29557.25,29559.0,331.0,epoch_floor
442847,MNQ,1m,1788494820000,29559.5,29559.75,29557.0,29558.25,247.0,epoch_floor
442849,MNQ,1m,1788494880000,29559.0,29565.5,29557.5,29565.5,503.0,epoch_floor
442853,MNQ,1m,1788494940000,29564.75,29566.25,29563.0,29566.0,182.0,epoch_floor
442857,MNQ,1m,1788495000000,29566.5,29568.5,29563.0,29563.0,614.0,epoch_floor
442861,MNQ,1m,1788495060000,29563.25,29567.0,29563.0,29566.75,201.0,epoch_floor
442863,MNQ,1m,1788495120000,29566.25,29571.0,29565.5,29570.25,447.0,epoch_floor
442865,MNQ,1m,1788495180000,29570.75,29575.75,29569.75,29575.25,668.0,epoch_floor
442871,MNQ,1m,1788495240000,29575.25,29577.75,29574.75,29575.5,485.0,epoch_floor
442875,MNQ,1m,1788495300000,29576.0,29576.25,29571.0,29573.5,535.0,epoch_floor
442877,MNQ,1m,1788495360000,29573.5,29575.0,29572.25,29573.5,229.0,epoch_floor
442879,MNQ,1m,1788495420000,29573.25,29573.25,29567.75,29569.25,569.0,epoch_floor
442883,MNQ,1m,1788495480000,29569.0,29570.5,29567.25,29570.25,231.0,epoch_floor
442885,MNQ,1m,1788495540000,29569.75,29570.0,29567.75,29568.75,147.0,epoch_floor
442889,MNQ,1m,1788495600000,29568.25,29571.25,29567.5,29570.75,153.0,epoch_floor
442893,MNQ,1m,1788495660000,29571.25,29577.0,29571.25,29575.75,369.0,epoch_floor
442896,MNQ,1m,1788495720000,29576.5,29577.5,29574.75,29577.0,354.0,epoch_floor
442897,MNQ,1m,1788495780000,29577.0,29577.5,29575.5,29576.0,152.0,epoch_floor
442901,MNQ,1m,1788495840000,29576.0,29584.75,29575.0,29582.75,1152.0,epoch_floor
