rowid,symbol,tf,open_time_ms,o,h,l,c,v,convention
432744,MNQ,1m,1788195360000,29434.75,29439.25,29433.0,29436.75,1338.0,
432745,MNQ,1m,1788195420000,29436.5,29443.25,29435.5,29441.25,2184.0,
432746,MNQ,1m,1788195480000,29441.25,29443.0,29436.75,29436.75,1581.0,
432747,MNQ,1m,1788195540000,29436.5,29443.25,29431.5,29439.75,2436.0,
432748,MNQ,1m,1788195600000,29440.0,29441.25,29429.5,29430.25,2470.0,
432749,MNQ,1m,1788195660000,29430.0,29438.25,29426.75,29437.25,2408.0,
432750,MNQ,1m,1788195720000,29437.5,29438.5,29429.25,29434.75,1433.0,
432751,MNQ,1m,1788195780000,29434.75,29436.5,29426.0,29426.0,1345.0,
432752,MNQ,1m,1788195840000,29426.25,29430.0,29422.75,29429.25,2047.0,
432753,MNQ,1m,1788195900000,29429.25,29438.5,29427.5,29428.0,2469.0,
432754,MNQ,1m,1788195960000,29427.75,29430.25,29421.0,29424.5,2121.0,
432755,MNQ,1m,1788196020000,29424.75,29428.0,29420.5,29427.0,1532.0,
432756,MNQ,1m,1788196080000,29426.75,29431.25,29417.5,29419.5,2257.0,
432757,MNQ,1m,1788196140000,29419.25,29423.75,29418.75,29418.75,1255.0,
432758,MNQ,1m,1788196200000,29419.0,29422.25,29415.5,29417.25,1863.0,
432759,MNQ,1m,1788196260000,29416.75,29422.0,29415.25,29419.5,1348.0,
432760,MNQ,1m,1788196320000,29419.75,29422.5,29417.25,29419.75,1212.0,
432761,MNQ,1m,1788196380000,29420.25,29427.25,29419.25,29421.75,1618.0,
432762,MNQ,1m,1788196440000,29422.25,29426.25,29419.25,29423.5,1381.0,
432763,MNQ,1m,1788196500000,29423.75,29427.75,29416.5,29427.0,2157.0,
432764,MNQ,1m,1788196560000,29427.25,29434.25,29426.0,29433.75,2191.0,
432765,MNQ,1m,1788196620000,29433.75,29434.75,29421.0,29421.75,1965.0,
432766,MNQ,1m,1788196680000,29422.0,29423.5,29415.75,29416.0,2044.0,
432767,MNQ,1m,1788196740000,29416.0,29422.5,29410.75,29419.25,3102.0,
432768,MNQ,1m,1788196800000,29419.75,29421.5,29413.75,29417.5,1537.0,
432769,MNQ,1m,1788196860000,29417.5,29420.5,29414.25,29416.0,1163.0,
432770,MNQ,1m,1788196920000,29415.75,29425.25,29415.0,29421.0,1456.0,
432771,MNQ,1m,1788196980000,29421.25,29425.25,29420.25,29424.5,825.0,
432772,MNQ,1m,1788197040000,29424.0,29424.5,29417.25,29418.5,989.0,
432773,MNQ,1m,1788197100000,29418.5,29420.0,29404.25,29405.5,2914.0,
432774,MNQ,1m,1788197160000,29405.0,29406.0,29401.5,29401.5,1836.0,
432775,MNQ,1m,1788197220000,29401.25,29404.0,29399.0,29403.25,1673.0,
432776,MNQ,1m,1788197280000,29403.0,29404.75,29399.5,29400.25,1347.0,
432777,MNQ,1m,1788197340000,29400.0,29401.5,29393.75,29396.75,2462.0,
432778,MNQ,1m,1788197400000,29397.25,29398.75,29392.0,29394.0,2522.0,
432779,MNQ,1m,1788197460000,29393.5,29398.0,29389.75,29397.25,2280.0,
432780,MNQ,1m,1788197520000,29397.75,29402.75,29393.25,29401.0,2549.0,
432781,MNQ,1m,1788197580000,29401.25,29404.0,29399.25,29403.5,1858.0,
432782,MNQ,1m,1788197640000,29403.5,29405.0,29388.25,29388.25,2626.0,
432783,MNQ,1m,1788197700000,29388.75,29399.5,29388.5,29397.5,2009.0,
432784,MNQ,1m,1788197760000,29397.75,29410.25,29394.0,29409.25,2938.0,
432785,MNQ,1m,1788197820000,29409.0,29412.5,29407.0,29409.5,1957.0,
432786,MNQ,1m,1788197880000,29409.25,29410.5,29404.0,29405.5,1283.0,
432787,MNQ,1m,1788197940000,29406.0,29417.25,29405.25,29416.5,1863.0,
432788,MNQ,1m,1788198000000,29416.25,29423.0,29414.5,29420.5,2914.0,
432789,MNQ,1m,1788198060000,29420.75,29432.75,29420.25,29432.5,3169.0,
432790,MNQ,1m,1788198120000,29432.25,29434.5,29424.25,29424.25,2651.0,
432791,MNQ,1m,1788198180000,29424.25,29439.5,29422.25,29436.75,2896.0,
432792,MNQ,1m,1788198240000,29437.0,29439.75,29434.5,29439.5,1730.0,
432793,MNQ,1m,1788198300000,29439.75,29444.25,29435.0,29436.75,3412.0,
432794,MNQ,1m,1788198360000,29437.25,29438.75,29431.0,29436.25,2064.0,
432795,MNQ,1m,1788198420000,29436.0,29441.25,29435.5,29439.0,1572.0,
432796,MNQ,1m,1788198480000,29438.5,29442.75,29435.75,29439.5,1111.0,
432797,MNQ,1m,1788198540000,29439.5,29445.0,29436.25,29437.5,1912.0,
432798,MNQ,1m,1788198600000,29437.0,29456.5,29436.0,29450.5,5134.0,
432799,MNQ,1m,1788198660000,29450.5,29456.75,29449.75,29454.25,2519.0,
432800,MNQ,1m,1788198720000,29454.0,29457.75,29450.0,29450.75,1858.0,
432801,MNQ,1m,1788198780000,29451.25,29455.25,29448.5,29452.5,1261.0,
432802,MNQ,1m,1788198840000,29452.75,29454.25,29450.0,29453.25,874.0,
432803,MNQ,1m,1788198900000,29452.75,29456.25,29446.0,29449.25,1932.0,
432804,MNQ,1m,1788198960000,29449.25,29450.75,29444.25,29447.0,1645.0,
432805,MNQ,1m,1788199020000,29446.75,29447.75,29436.25,29437.25,2716.0,
432806,MNQ,1m,1788199080000,29436.75,29438.75,29432.25,29435.5,2653.0,
432807,MNQ,1m,1788199140000,29435.25,29442.25,29434.0,29442.0,1840.0,
432808,MNQ,1m,1788199200000,29442.0,29442.0,29422.25,29427.75,6740.0,
432809,MNQ,1m,1788199260000,29427.5,29443.25,29427.25,29441.0,3352.0,
432810,MNQ,1m,1788199320000,29440.75,29447.25,29436.75,29441.75,3491.0,
432811,MNQ,1m,1788199380000,29442.0,29453.25,29440.75,29450.0,2602.0,
432812,MNQ,1m,1788199440000,29450.0,29454.0,29446.75,29451.5,1826.0,
432813,MNQ,1m,1788199500000,29451.0,29451.25,29443.0,29443.5,1876.0,
432814,MNQ,1m,1788199560000,29443.5,29456.0,29443.25,29455.5,2216.0,
432815,MNQ,1m,1788199620000,29455.5,29457.25,29448.5,29450.5,1595.0,
432816,MNQ,1m,1788199680000,29450.5,29455.75,29448.5,29455.0,1239.0,
432817,MNQ,1m,1788199740000,29455.25,29460.25,29452.75,29455.0,2185.0,
432818,MNQ,1m,1788199800000,29455.0,29456.25,29450.75,29452.25,1340.0,
432819,MNQ,1m,1788199860000,29452.5,29453.75,29444.75,29447.75,1886.0,
432820,MNQ,1m,1788199920000,29447.5,29448.5,29443.5,29444.0,1387.0,
432821,MNQ,1m,1788199980000,29444.25,29450.75,29442.0,29443.25,1609.0,
432822,MNQ,1m,1788200040000,29442.75,29449.75,29442.75,29446.5,1007.0,
432823,MNQ,1m,1788200100000,29447.0,29453.5,29446.5,29452.0,1671.0,
432824,MNQ,1m,1788200160000,29452.0,29457.75,29444.5,29455.75,2379.0,
432825,MNQ,1m,1788200220000,29455.5,29455.75,29449.25,29450.0,1181.0,
432826,MNQ,1m,1788200280000,29450.5,29455.5,29447.75,29453.5,1352.0,
432827,MNQ,1m,1788200340000,29453.5,29454.5,29449.75,29454.5,743.0,
432828,MNQ,1m,1788200400000,29454.0,29461.75,29452.25,29456.75,2275.0,
432829,MNQ,1m,1788200460000,29456.0,29456.75,29447.0,29447.75,1834.0,
432830,MNQ,1m,1788200520000,29447.75,29450.75,29444.75,29446.25,1683.0,
432831,MNQ,1m,1788200580000,29446.0,29456.25,29445.75,29455.25,1799.0,
432832,MNQ,1m,1788200640000,29455.5,29460.5,29453.0,29454.25,1861.0,
432833,MNQ,1m,1788200700000,29454.0,29455.25,29444.75,29447.0,1932.0,
432834,MNQ,1m,1788200760000,29446.5,29448.0,29438.0,29441.5,2978.0,
432835,MNQ,1m,1788200820000,29441.75,29446.5,29441.5,29443.5,1550.0,
432836,MNQ,1m,1788200880000,29443.25,29448.5,29442.75,29443.0,1199.0,
432837,MNQ,1m,1788200940000,29442.75,29445.25,29437.0,29438.25,1648.0,
432838,MNQ,1m,1788201000000,29438.0,29443.5,29436.0,29441.5,2107.0,
432839,MNQ,1m,1788201060000,29441.75,29442.25,29434.0,29437.5,2402.0,
432840,MNQ,1m,1788201120000,29437.5,29438.0,29431.0,29436.75,1863.0,
432841,MNQ,1m,1788201180000,29436.5,29436.5,29430.5,29431.0,1321.0,
432842,MNQ,1m,1788201240000,29430.75,29433.75,29422.25,29424.0,2933.0,
432843,MNQ,1m,1788201300000,29423.75,29429.5,29410.5,29411.25,5491.0,
432844,MNQ,1m,1788201360000,29411.5,29416.0,29407.0,29412.0,4427.0,
432845,MNQ,1m,1788201420000,29412.25,29413.75,29405.75,29407.75,2301.0,
432846,MNQ,1m,1788201480000,29407.5,29409.25,29392.0,29394.25,5285.0,
432847,MNQ,1m,1788201540000,29394.0,29401.5,29393.0,29397.5,3257.0,
432848,MNQ,1m,1788201600000,29397.0,29402.5,29392.25,29401.0,2989.0,
432849,MNQ,1m,1788201660000,29400.75,29404.25,29389.5,29390.75,3707.0,
432850,MNQ,1m,1788201720000,29390.75,29402.5,29388.75,29398.25,3087.0,
432851,MNQ,1m,1788201780000,29398.0,29398.75,29382.5,29388.75,4397.0,
432852,MNQ,1m,1788201840000,29388.25,29399.5,29386.75,29399.25,3099.0,
432853,MNQ,1m,1788201900000,29399.75,29401.75,29392.5,29394.0,2440.0,
432854,MNQ,1m,1788201960000,29394.0,29397.75,29391.0,29397.25,2093.0,
432855,MNQ,1m,1788202020000,29397.5,29400.25,29392.25,29394.5,2337.0,
432856,MNQ,1m,1788202080000,29394.75,29404.75,29390.25,29404.0,2511.0,
432857,MNQ,1m,1788202140000,29404.0,29406.5,29401.0,29404.75,2129.0,
432858,MNQ,1m,1788202200000,29404.5,29405.75,29397.0,29401.0,2180.0,
432859,MNQ,1m,1788202260000,29401.0,29405.0,29395.75,29402.5,1372.0,
432860,MNQ,1m,1788202320000,29402.75,29410.25,29401.5,29408.25,2247.0,
432861,MNQ,1m,1788202380000,29408.5,29415.0,29405.25,29410.5,3181.0,
432862,MNQ,1m,1788202440000,29410.75,29414.75,29404.0,29408.75,1986.0,
432863,MNQ,1m,1788202500000,29408.75,29408.75,29400.25,29402.0,1936.0,
432864,MNQ,1m,1788202560000,29402.75,29411.5,29400.5,29409.5,1753.0,
432865,MNQ,1m,1788202620000,29409.75,29414.25,29404.5,29409.5,1805.0,
432866,MNQ,1m,1788202680000,29409.25,29416.0,29408.5,29414.75,1927.0,
432867,MNQ,1m,1788202740000,29414.75,29420.5,29403.25,29404.0,3111.0,
432868,MNQ,1m,1788202800000,29404.5,29425.75,29404.5,29419.0,4290.0,
432869,MNQ,1m,1788202860000,29419.0,29422.5,29410.75,29413.75,2148.0,
432870,MNQ,1m,1788202920000,29414.0,29418.75,29412.25,29415.75,1479.0,
432871,MNQ,1m,1788202980000,29416.0,29419.25,29414.75,29417.5,1087.0,
432872,MNQ,1m,1788203040000,29417.0,29417.5,29411.5,29411.75,1426.0,
432873,MNQ,1m,1788203100000,29412.0,29417.0,29408.5,29411.0,1438.0,
432874,MNQ,1m,1788203160000,29410.75,29411.5,29403.0,29408.25,2308.0,
432875,MNQ,1m,1788203220000,29408.0,29414.5,29407.25,29413.0,1297.0,
432876,MNQ,1m,1788203280000,29412.75,29421.75,29412.5,29421.5,2010.0,
432877,MNQ,1m,1788203340000,29421.25,29424.0,29418.25,29421.75,1515.0,
432878,MNQ,1m,1788203400000,29422.0,29428.5,29421.25,29423.0,3101.0,
432879,MNQ,1m,1788203460000,29423.5,29427.5,29417.5,29421.75,1935.0,
432880,MNQ,1m,1788203520000,29421.5,29426.25,29419.75,29421.0,1416.0,
432881,MNQ,1m,1788203580000,29421.0,29422.5,29414.75,29421.0,1820.0,
432882,MNQ,1m,1788203640000,29421.25,29429.5,29420.75,29425.5,2047.0,
432883,MNQ,1m,1788203700000,29425.25,29428.5,29419.25,29422.25,1768.0,
432884,MNQ,1m,1788203760000,29422.25,29426.25,29419.75,29425.5,1120.0,
432885,MNQ,1m,1788203820000,29425.75,29428.25,29421.25,29423.25,1275.0,
432886,MNQ,1m,1788203880000,29423.0,29424.25,29417.0,29423.0,1398.0,
432887,MNQ,1m,1788203940000,29422.5,29426.25,29421.25,29422.0,1058.0,
432888,MNQ,1m,1788204000000,29421.5,29425.0,29419.75,29423.0,1135.0,
432889,MNQ,1m,1788204060000,29423.0,29426.75,29418.5,29420.5,1163.0,
432890,MNQ,1m,1788204120000,29420.25,29432.25,29418.75,29432.25,2110.0,
432891,MNQ,1m,1788204180000,29432.5,29441.75,29430.0,29432.0,4168.0,
432892,MNQ,1m,1788204240000,29432.5,29436.25,29432.25,29432.5,1129.0,
432893,MNQ,1m,1788204300000,29432.5,29434.75,29429.0,29430.75,1455.0,
432894,MNQ,1m,1788204360000,29431.25,29439.0,29427.75,29436.5,1880.0,
432895,MNQ,1m,1788204420000,29436.25,29448.75,29435.5,29448.25,2499.0,
432896,MNQ,1m,1788204480000,29448.25,29453.75,29445.75,29447.0,3474.0,
432897,MNQ,1m,1788204540000,29446.75,29450.25,29444.0,29447.75,1823.0,
432898,MNQ,1m,1788204600000,29447.75,29449.5,29440.0,29443.5,2738.0,
432899,MNQ,1m,1788204660000,29443.5,29447.25,29431.75,29433.75,3161.0,
432900,MNQ,1m,1788204720000,29434.25,29439.25,29434.25,29435.0,1395.0,
432901,MNQ,1m,1788204780000,29435.25,29437.5,29430.75,29437.0,1669.0,
432902,MNQ,1m,1788204840000,29437.0,29445.0,29434.75,29444.75,1837.0,
432903,MNQ,1m,1788204900000,29444.75,29449.75,29439.5,29448.0,1984.0,
432904,MNQ,1m,1788204960000,29448.5,29453.0,29445.25,29445.25,1967.0,
432905,MNQ,1m,1788205020000,29445.0,29454.25,29444.25,29451.25,1359.0,
432906,MNQ,1m,1788205080000,29451.25,29456.75,29449.25,29450.25,1617.0,
432907,MNQ,1m,1788205140000,29449.5,29454.0,29448.0,29451.5,1238.0,
432908,MNQ,1m,1788205200000,29451.5,29453.25,29447.0,29449.5,1062.0,
432909,MNQ,1m,1788205260000,29449.75,29457.5,29449.25,29456.5,1902.0,
432910,MNQ,1m,1788205320000,29456.5,29475.75,29456.25,29471.25,6572.0,
432911,MNQ,1m,1788205380000,29471.25,29482.0,29469.25,29479.75,3763.0,
432912,MNQ,1m,1788205440000,29480.0,29483.25,29474.5,29476.5,4141.0,
432913,MNQ,1m,1788205500000,29476.75,29481.25,29471.0,29480.0,3651.0,
432914,MNQ,1m,1788205560000,29480.25,29486.0,29468.5,29476.75,4435.0,
432915,MNQ,1m,1788205620000,29477.25,29478.0,29461.0,29463.75,3111.0,
432916,MNQ,1m,1788205680000,29463.75,29470.5,29458.5,29462.75,2896.0,
432917,MNQ,1m,1788205740000,29462.25,29476.5,29458.5,29474.0,2553.0,
432918,MNQ,1m,1788205800000,29474.25,29529.5,29474.0,29514.25,12499.0,
432919,MNQ,1m,1788205860000,29514.75,29529.0,29505.75,29525.75,4399.0,
432920,MNQ,1m,1788205920000,29526.25,29534.5,29521.0,29530.5,4515.0,
432921,MNQ,1m,1788205980000,29530.5,29533.25,29516.0,29519.5,3798.0,
432922,MNQ,1m,1788206040000,29519.5,29526.0,29501.5,29524.25,6603.0,
432923,MNQ,1m,1788206100000,29524.0,29524.0,29501.75,29506.5,5896.0,
432924,MNQ,1m,1788206160000,29506.5,29515.75,29503.5,29514.75,2525.0,
432925,MNQ,1m,1788206220000,29515.5,29518.75,29507.0,29509.0,2262.0,
432926,MNQ,1m,1788206280000,29509.0,29514.5,29504.25,29509.75,3983.0,
432927,MNQ,1m,1788206340000,29509.25,29538.0,29498.25,29507.5,22274.0,
432928,MNQ,1m,1788206400000,29507.5,29525.75,29505.0,29516.75,5917.0,
432929,MNQ,1m,1788206460000,29516.75,29525.5,29512.25,29525.0,2201.0,
432930,MNQ,1m,1788206520000,29525.0,29526.75,29513.75,29521.75,2293.0,
432931,MNQ,1m,1788206580000,29521.75,29527.0,29519.0,29522.75,1288.0,
432932,MNQ,1m,1788206640000,29522.25,29524.0,29516.0,29516.0,1082.0,
432933,MNQ,1m,1788206700000,29516.0,29522.25,29515.75,29519.0,1037.0,
432934,MNQ,1m,1788206760000,29519.0,29520.25,29514.25,29518.25,847.0,
432935,MNQ,1m,1788206820000,29518.0,29523.5,29516.75,29521.25,550.0,
432936,MNQ,1m,1788206880000,29521.25,29527.0,29520.75,29525.75,780.0,
432937,MNQ,1m,1788206940000,29524.75,29525.75,29516.25,29520.5,814.0,
432938,MNQ,1m,1788207000000,29520.75,29524.25,29518.75,29520.25,664.0,
432939,MNQ,1m,1788207060000,29519.75,29522.25,29518.5,29520.5,623.0,
432940,MNQ,1m,1788207120000,29521.25,29521.75,29513.25,29514.25,853.0,
432941,MNQ,1m,1788207180000,29513.75,29516.25,29509.25,29511.0,1079.0,
432942,MNQ,1m,1788207240000,29511.0,29512.0,29507.75,29511.75,783.0,
432943,MNQ,1m,1788207300000,29511.5,29516.0,29510.5,29512.5,814.0,
432944,MNQ,1m,1788207360000,29512.75,29514.0,29509.0,29512.75,356.0,
432945,MNQ,1m,1788207420000,29513.0,29515.5,29511.75,29514.0,340.0,
432946,MNQ,1m,1788207480000,29514.5,29514.75,29512.5,29514.25,217.0,
432947,MNQ,1m,1788207540000,29514.0,29514.0,29511.0,29512.75,250.0,
432948,MNQ,1m,1788207600000,29512.25,29512.25,29507.5,29508.0,375.0,
432949,MNQ,1m,1788207660000,29508.25,29511.75,29507.75,29510.5,364.0,
432950,MNQ,1m,1788207720000,29510.5,29511.25,29508.25,29509.0,298.0,
432951,MNQ,1m,1788207780000,29509.25,29510.0,29508.0,29508.25,147.0,
432952,MNQ,1m,1788207840000,29508.75,29511.0,29508.25,29510.5,199.0,
432953,MNQ,1m,1788207900000,29510.5,29518.0,29509.75,29515.5,625.0,
432954,MNQ,1m,1788207960000,29516.0,29516.5,29513.5,29515.75,307.0,
432955,MNQ,1m,1788208020000,29515.25,29515.25,29514.0,29514.75,184.0,
432956,MNQ,1m,1788208080000,29514.25,29514.75,29512.5,29513.25,282.0,
432957,MNQ,1m,1788208140000,29514.0,29515.75,29513.5,29513.5,206.0,
432958,MNQ,1m,1788208200000,29513.5,29513.5,29511.25,29512.25,379.0,
432959,MNQ,1m,1788208260000,29511.75,29513.0,29509.75,29511.75,257.0,
432960,MNQ,1m,1788208320000,29511.75,29514.75,29510.75,29513.0,282.0,
432961,MNQ,1m,1788208380000,29512.75,29514.25,29511.25,29512.75,196.0,
432962,MNQ,1m,1788208440000,29513.0,29516.0,29512.75,29514.5,327.0,
432963,MNQ,1m,1788208500000,29514.5,29516.75,29513.75,29516.25,252.0,
432964,MNQ,1m,1788208560000,29516.5,29517.5,29513.25,29513.25,296.0,
432965,MNQ,1m,1788208620000,29513.0,29514.75,29513.0,29514.75,204.0,
432966,MNQ,1m,1788208680000,29514.25,29517.75,29514.25,29517.25,183.0,
432967,MNQ,1m,1788208740000,29517.0,29517.25,29515.5,29516.0,173.0,
432968,MNQ,1m,1788208800000,29516.5,29518.0,29515.75,29516.75,306.0,
432969,MNQ,1m,1788208860000,29517.5,29519.75,29516.25,29518.75,234.0,
432970,MNQ,1m,1788208920000,29518.75,29520.25,29517.25,29519.0,322.0,
432971,MNQ,1m,1788208980000,29518.75,29520.25,29515.5,29517.75,427.0,
432972,MNQ,1m,1788209040000,29517.75,29518.0,29515.5,29517.0,273.0,
432973,MNQ,1m,1788209100000,29516.25,29517.75,29514.5,29514.5,715.0,
432974,MNQ,1m,1788209160000,29515.25,29515.75,29512.75,29513.0,371.0,
432975,MNQ,1m,1788209220000,29513.0,29514.5,29512.25,29513.0,178.0,
432976,MNQ,1m,1788209280000,29512.25,29514.25,29512.25,29512.25,149.0,
432977,MNQ,1m,1788209340000,29512.25,29512.75,29507.0,29507.25,528.0,
432978,MNQ,1m,1788209400000,29507.75,29512.0,29507.0,29510.5,445.0,
432979,MNQ,1m,1788209460000,29511.25,29512.5,29509.25,29511.5,182.0,
432980,MNQ,1m,1788209520000,29512.0,29515.0,29511.25,29515.0,160.0,
432981,MNQ,1m,1788209580000,29514.75,29517.25,29514.75,29516.75,109.0,
432982,MNQ,1m,1788209640000,29516.5,29517.5,29515.75,29516.5,138.0,
432983,MNQ,1m,1788209700000,29516.5,29519.25,29514.25,29514.5,535.0,
432984,MNQ,1m,1788209760000,29514.75,29517.25,29514.25,29516.0,182.0,
432985,MNQ,1m,1788209820000,29516.0,29517.0,29514.5,29516.25,82.0,
432986,MNQ,1m,1788209880000,29516.0,29518.25,29514.5,29517.25,140.0,
432987,MNQ,1m,1788209940000,29517.0,29524.0,29517.0,29521.5,320.0,
432988,MNQ,1m,1788213600000,29518.5,29524.0,29507.25,29510.0,1793.0,
432989,MNQ,1m,1788213660000,29510.25,29515.0,29503.5,29512.75,808.0,
432990,MNQ,1m,1788213720000,29513.5,29515.25,29504.0,29506.5,696.0,
432991,MNQ,1m,1788213780000,29506.0,29507.25,29501.25,29503.25,523.0,
432992,MNQ,1m,1788213840000,29503.25,29509.25,29501.75,29506.25,387.0,
432993,MNQ,1m,1788213900000,29507.0,29512.5,29506.25,29508.25,590.0,
432994,MNQ,1m,1788213960000,29509.0,29510.75,29502.0,29506.25,467.0,
432995,MNQ,1m,1788214020000,29506.25,29508.25,29503.25,29503.75,181.0,
432996,MNQ,1m,1788214080000,29504.5,29507.0,29500.75,29506.0,438.0,
432997,MNQ,1m,1788214140000,29505.5,29509.75,29505.0,29508.25,311.0,
432998,MNQ,1m,1788214200000,29509.0,29510.25,29505.0,29505.5,354.0,
432999,MNQ,1m,1788214260000,29505.25,29508.75,29503.25,29506.75,431.0,
433000,MNQ,1m,1788214320000,29507.25,29509.75,29505.75,29506.75,193.0,
433001,MNQ,1m,1788214380000,29506.75,29506.75,29504.25,29505.5,120.0,
433002,MNQ,1m,1788214440000,29505.0,29507.75,29502.75,29507.5,271.0,
433003,MNQ,1m,1788214500000,29507.0,29508.5,29505.25,29505.25,152.0,
433004,MNQ,1m,1788214560000,29505.0,29505.0,29499.0,29500.75,587.0,
433005,MNQ,1m,1788214620000,29501.25,29503.0,29500.5,29501.75,251.0,
433006,MNQ,1m,1788214680000,29501.5,29501.5,29497.75,29500.5,240.0,
433007,MNQ,1m,1788214740000,29500.0,29503.5,29499.5,29502.75,199.0,
433008,MNQ,1m,1788214800000,29502.25,29502.5,29499.75,29501.5,153.0,
433009,MNQ,1m,1788214860000,29501.5,29503.0,29501.25,29502.0,94.0,
433010,MNQ,1m,1788214920000,29502.5,29503.5,29501.0,29501.25,226.0,
433011,MNQ,1m,1788214980000,29502.25,29502.25,29499.75,29500.25,115.0,
433012,MNQ,1m,1788215040000,29500.25,29504.5,29500.0,29504.25,209.0,
433013,MNQ,1m,1788215100000,29504.25,29506.25,29501.75,29502.75,300.0,
433014,MNQ,1m,1788215160000,29503.0,29503.5,29501.75,29501.75,130.0,
433015,MNQ,1m,1788215220000,29502.25,29504.0,29500.0,29503.5,236.0,
433016,MNQ,1m,1788215280000,29503.25,29504.5,29502.5,29503.75,138.0,
433017,MNQ,1m,1788215340000,29503.75,29504.0,29501.0,29501.75,154.0,
433018,MNQ,1m,1788215400000,29502.5,29505.5,29502.0,29505.0,243.0,
433019,MNQ,1m,1788215460000,29504.25,29504.75,29502.75,29503.75,116.0,
433020,MNQ,1m,1788215520000,29504.25,29504.5,29502.0,29504.0,89.0,
433021,MNQ,1m,1788215580000,29504.0,29506.0,29502.75,29503.0,189.0,
433022,MNQ,1m,1788215640000,29503.5,29505.5,29502.75,29504.5,222.0,
433023,MNQ,1m,1788215700000,29505.0,29505.0,29502.75,29503.25,114.0,
433024,MNQ,1m,1788215760000,29504.25,29507.0,29503.0,29506.75,147.0,
433025,MNQ,1m,1788215820000,29506.75,29508.5,29503.5,29503.5,404.0,
433026,MNQ,1m,1788215880000,29504.75,29505.5,29502.5,29503.5,142.0,
433027,MNQ,1m,1788215940000,29503.0,29505.75,29502.75,29504.75,90.0,
433028,MNQ,1m,1788216000000,29505.0,29506.5,29504.25,29504.75,104.0,
433029,MNQ,1m,1788216060000,29505.0,29506.0,29503.5,29504.5,75.0,
433030,MNQ,1m,1788216120000,29504.0,29505.25,29503.0,29505.0,60.0,
433031,MNQ,1m,1788216180000,29505.0,29505.5,29503.0,29504.0,91.0,
433032,MNQ,1m,1788216240000,29504.0,29505.75,29503.5,29505.0,105.0,
433033,MNQ,1m,1788216300000,29504.5,29507.25,29504.5,29505.0,157.0,
433034,MNQ,1m,1788216360000,29505.25,29505.25,29500.25,29502.25,289.0,
433035,MNQ,1m,1788216420000,29502.25,29504.0,29498.75,29500.5,322.0,
433036,MNQ,1m,1788216480000,29500.5,29501.25,29496.0,29497.25,826.0,
433037,MNQ,1m,1788216540000,29497.25,29498.5,29492.0,29493.75,669.0,
433038,MNQ,1m,1788216600000,29494.5,29496.5,29493.25,29495.25,390.0,
433039,MNQ,1m,1788216660000,29494.75,29495.75,29492.75,29494.5,379.0,
433040,MNQ,1m,1788216720000,29494.5,29495.0,29493.0,29493.5,150.0,
433041,MNQ,1m,1788216780000,29493.5,29494.0,29490.75,29492.75,444.0,
433042,MNQ,1m,1788216840000,29492.0,29493.25,29491.25,29491.75,199.0,
433043,MNQ,1m,1788216900000,29491.5,29496.0,29491.5,29495.25,281.0,
433044,MNQ,1m,1788216960000,29495.0,29496.5,29493.5,29495.75,268.0,
433045,MNQ,1m,1788217020000,29495.75,29496.25,29494.25,29494.75,248.0,
433046,MNQ,1m,1788217080000,29494.5,29495.75,29494.25,29494.75,83.0,
433047,MNQ,1m,1788217140000,29494.5,29499.25,29492.75,29493.25,501.0,
433048,MNQ,1m,1788217200000,29493.75,29496.25,29487.0,29495.0,828.0,
433049,MNQ,1m,1788217260000,29494.75,29515.75,29490.25,29494.75,1776.0,
433050,MNQ,1m,1788217320000,29495.25,29495.75,29489.5,29491.5,458.0,
433051,MNQ,1m,1788217380000,29491.0,29496.25,29490.0,29493.0,316.0,
433052,MNQ,1m,1788217440000,29493.25,29494.0,29490.25,29491.0,286.0,
433053,MNQ,1m,1788217500000,29492.0,29496.0,29491.5,29494.0,307.0,
433054,MNQ,1m,1788217560000,29493.5,29493.5,29491.75,29493.25,132.0,
433055,MNQ,1m,1788217620000,29493.75,29500.75,29488.0,29494.25,1084.0,
433056,MNQ,1m,1788217680000,29494.25,29495.75,29490.5,29492.75,301.0,
433057,MNQ,1m,1788217740000,29493.0,29506.5,29492.75,29495.5,1069.0,
433058,MNQ,1m,1788217800000,29495.75,29497.0,29483.25,29495.5,1074.0,
433059,MNQ,1m,1788217860000,29496.0,29501.25,29494.75,29494.75,344.0,
433060,MNQ,1m,1788217920000,29495.0,29499.0,29490.0,29497.0,553.0,
433061,MNQ,1m,1788217980000,29497.25,29497.75,29495.25,29496.25,164.0,
433062,MNQ,1m,1788218040000,29497.0,29497.5,29493.25,29495.25,139.0,
433063,MNQ,1m,1788218100000,29496.25,29496.25,29491.0,29491.75,228.0,
433064,MNQ,1m,1788218160000,29491.75,29494.75,29484.0,29492.0,624.0,
433065,MNQ,1m,1788218220000,29492.0,29497.25,29491.5,29494.75,243.0,
433066,MNQ,1m,1788218280000,29494.25,29495.75,29493.0,29494.75,143.0,
433067,MNQ,1m,1788218340000,29495.5,29495.5,29494.25,29494.5,47.0,
433068,MNQ,1m,1788218400000,29494.5,29495.5,29488.0,29488.5,384.0,
433069,MNQ,1m,1788218460000,29488.75,29490.0,29487.0,29488.0,457.0,
433070,MNQ,1m,1788218520000,29487.5,29491.75,29487.5,29490.0,214.0,
433071,MNQ,1m,1788218580000,29489.75,29490.25,29486.75,29488.75,199.0,
