id,plan_id,version,session,scenario,rule,condition,direction,entry_px,stop_px,target_px,fill_px,rr,atr5m,mfe,mae,mfe_r,mae_r,time_to_mfe_bars,time_to_resolve_bars,net_pnl,outcome,ambiguous,is_counterfactual,created_ct
58,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,1x5m_close,reject,short,29098.75,29198.0,29122.75,29098.75,-0.998709190478028,22.67081418599,0.0,0.0,0.0,0.0,0,0,-116444.0,target,0,0,"2026-09-01 08:31:08"
59,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,2x5m_close,reject,short,29093.25,29198.0,29122.75,29093.25,-0.998709068685266,22.67081418599,0.0,0.0,0.0,0.0,0,0,-116433.0,target,0,0,"2026-09-01 08:31:08"
60,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S2,1m_mss,reject,short,29076.0,29158.5,29085.0,29076.0,-0.9987378615769,24.3850999002757,0.0,0.0,0.0,0.0,0,0,-116323.0,target,0,0,"2026-09-01 08:33:08"
61,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,NY,S3,1m_mss,reject,short,29076.0,29198.0,29122.75,29076.0,-0.998708686549748,24.3850999002757,0.0,0.0,0.0,0.0,0,0,-116398.5,target,0,0,"2026-09-01 08:33:08"
62,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,1x5m_close,reject,short,29124.5,29095.5,28970.38,29124.5,-0.997850910340089,32.7786992534233,0.0,58220.0,0.0,1.0,0,0,-116441.0,stop,0,0,"2026-09-01 08:55:08"
63,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S1,2x5m_close,reject,short,29123.5,29095.5,28970.38,29123.5,-0.997850873426201,32.7786992534233,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 08:55:08"
64,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,1x5m_close,reject,short,29124.5,29170.5,29062.75,29124.5,1.34239130434783,32.7786992534233,0.0,46.0,0.0,0.999215198559053,0,0,0.0,open,0,0,"2026-09-01 08:55:08"
65,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,NY,S2,2x5m_close,reject,short,29123.5,29170.5,29062.75,29123.5,1.29255319148936,32.7786992534233,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 08:55:08"
66,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,1x5m_close,reject,short,29159.5,29220.75,29085.0,29159.5,1.21632653061224,36.9692721299991,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 09:21:08"
67,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,1x5m_close,reject,short,29159.5,29125.0,29062.75,29159.5,-0.998931963043348,36.9692721299991,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 09:21:08"
68,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S1,2x5m_close,reject,short,29163.5,29220.75,29085.0,29163.5,1.37117903930131,35.8936608554076,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 09:25:08"
69,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,NY,S2,2x5m_close,reject,short,29163.5,29125.0,29062.75,29163.5,-0.998932036336499,35.8936608554076,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 09:25:08"
70,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,1x5m_close,reject,short,29217.25,29210.0,29082.75,29217.25,-0.99782207788318,31.7953204167025,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 10:25:07"
71,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,2x5m_close,reject,short,29238.5,29210.0,29082.75,29238.5,-0.997822869705809,32.5624914073461,0.0,58448.5,0.0,1.0,0,0,-116898.0,stop,0,0,"2026-09-01 10:31:07"
72,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,NY,S1,1m_mss,reject,short,29233.0,29210.0,29082.75,29233.0,-0.997822664818712,28.765317528055,0.0,58443.0,0.0,1.0,0,0,-116887.0,stop,0,0,"2026-09-01 11:15:07"
73,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,1x5m_close,reject,short,29136.75,29130.0,29082.75,29136.75,-0.999189074386335,27.8355721688626,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 13:01:06"
74,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,1x5m_close,reject,short,29136.75,29189.0,29100.5,29136.75,0.69377990430622,27.8355721688626,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 13:01:06"
75,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,2x5m_close,reject,short,29123.5,29130.0,29082.75,29123.5,6.26923076923077,26.8536945649646,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 13:05:06"
76,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,2x5m_close,reject,short,29123.5,29189.0,29100.5,29123.5,0.351145038167939,26.8536945649646,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 13:05:06"
77,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S1,1m_mss,reject,short,29105.5,29130.0,29082.75,29105.5,0.928571428571429,25.7376426168758,0.0,24.5,0.0,0.99973383932481,0,0,0.0,open,0,0,"2026-09-01 13:15:06"
78,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S2,1m_mss,reject,short,29105.5,29189.0,29100.5,29105.5,0.0598802395209581,25.7376426168758,0.0,83.5,0.0,0.998722006364237,0,0,0.0,open,0,0,"2026-09-01 13:15:06"
79,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,1m_mss,sweep_reclaim,long,29105.5,29055.75,29162.0,29105.5,1.1356783919598,25.7376426168758,9.0,4.25,0.180904522613065,0.085427135678392,0,0,-7.5,open,0,0,"2026-09-01 13:15:06"
80,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,touch,sweep_reclaim,long,29082.75,29055.75,29162.0,29082.75,2.93518518518519,25.8566524783891,14.75,0.0,0.546296296296296,0.0,0,0,5.5,open,0,0,"2026-09-01 13:31:06"
81,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,1x5m_close,sweep_reclaim,long,29072.25,29055.75,29162.0,29072.25,5.43939393939394,25.2163813829941,25.25,5.0,1.53030303030303,0.303030303030303,0,0,-1.0,open,0,0,"2026-09-01 13:35:06"
82,2026-09-01:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,5,NY,S3,2x5m_close,sweep_reclaim,long,29071.75,29055.75,29162.0,29071.75,5.640625,25.2163813829941,0.0,0.0,0.0,0.0,0,0,0.0,open,0,0,"2026-09-01 13:35:06"
