symbol,tf,open_time_ms,o,h,l,c,v
MNQ,1m,1788357540000,29029.25,29065.75,29028.5,29062.5,6265.0
MNQ,1m,1788357600000,29062.0,29062.0,29043.75,29057.75,7036.0
MNQ,1m,1788357660000,29057.25,29068.0,29049.5,29053.0,8137.0
MNQ,1m,1788357720000,29053.25,29060.0,29032.25,29058.75,10605.0
MNQ,1m,1788357780000,29058.75,29061.0,29051.5,29054.25,3944.0
MNQ,1m,1788357840000,29055.75,29084.0,29055.75,29083.25,9771.0
MNQ,1m,1788357900000,29083.25,29100.5,29080.5,29089.0,8824.0
MNQ,1m,1788357960000,29089.5,29098.75,29079.5,29097.0,5682.0
MNQ,1m,1788358020000,29097.25,29109.75,29095.75,29103.25,6360.0
MNQ,1m,1788358080000,29102.75,29107.0,29088.75,29097.0,5514.0
MNQ,1m,1788358140000,29096.5,29114.5,29089.75,29095.5,7441.0
MNQ,1m,1788358200000,29096.0,29122.75,29094.5,29108.0,8917.0
MNQ,1m,1788358260000,29108.0,29114.0,29102.75,29111.25,4708.0
MNQ,1m,1788358320000,29111.75,29113.25,29086.75,29099.75,8177.0
MNQ,1m,1788358380000,29100.25,29117.75,29100.0,29113.5,6836.0
MNQ,1m,1788358440000,29113.75,29128.25,29113.75,29127.5,7565.0
MNQ,1m,1788358500000,29127.5,29135.0,29119.25,29132.25,7823.0
MNQ,1m,1788358560000,29132.25,29143.5,29131.75,29141.5,7288.0
MNQ,1m,1788358620000,29141.25,29148.75,29136.5,29147.5,5777.0
MNQ,1m,1788358680000,29147.25,29157.75,29140.25,29151.0,7200.0
MNQ,1m,1788358740000,29151.25,29162.5,29151.25,29160.5,5938.0
MNQ,1m,1788358800000,29160.5,29168.0,29148.5,29149.75,6913.0
MNQ,1m,1788358860000,29149.75,29177.25,29149.5,29175.75,8175.0
MNQ,1m,1788358920000,29175.5,29183.75,29172.5,29179.5,6756.0
MNQ,1m,1788358980000,29180.0,29188.5,29172.75,29186.0,6232.0
MNQ,1m,1788359040000,29186.0,29186.25,29169.25,29173.0,4703.0
MNQ,1m,1788359100000,29173.25,29178.5,29160.25,29169.0,6350.0
MNQ,1m,1788359160000,29169.0,29189.5,29167.75,29187.75,5927.0
MNQ,1m,1788359220000,29188.0,29188.25,29171.75,29177.75,4605.0
MNQ,1m,1788359280000,29178.5,29187.5,29175.0,29186.0,2978.0
MNQ,1m,1788359340000,29186.75,29194.0,29181.5,29187.5,4943.0
MNQ,1m,1788359400000,29187.0,29193.0,29172.25,29175.25,5434.0
MNQ,1m,1788359460000,29175.0,29191.5,29174.0,29188.25,4770.0
MNQ,1m,1788359520000,29188.25,29189.5,29176.25,29177.25,3540.0
MNQ,1m,1788359580000,29177.25,29189.5,29171.5,29188.5,4213.0
MNQ,1m,1788359640000,29188.0,29206.25,29185.75,29204.75,9121.0
MNQ,1m,1788359700000,29205.0,29211.75,29197.25,29199.5,7614.0
MNQ,1m,1788359760000,29200.0,29205.0,29191.0,29199.5,5158.0
MNQ,1m,1788359820000,29200.0,29203.5,29192.5,29193.0,2828.0
MNQ,1m,1788359880000,29192.5,29195.0,29173.25,29177.25,7073.0
MNQ,1m,1788359940000,29177.25,29187.0,29168.25,29186.0,6351.0
MNQ,1m,1788360000000,29186.0,29197.75,29181.75,29193.75,5769.0
MNQ,1m,1788360060000,29193.75,29197.5,29178.75,29182.0,3932.0
MNQ,1m,1788360120000,29181.75,29200.75,29181.5,29186.0,4734.0
MNQ,1m,1788360180000,29186.0,29196.75,29182.0,29194.5,3199.0
MNQ,1m,1788360240000,29195.0,29202.75,29192.0,29201.5,3343.0
MNQ,1m,1788360300000,29201.75,29202.5,29182.5,29183.25,4174.0
MNQ,1m,1788360360000,29183.0,29185.0,29175.0,29176.0,4211.0
MNQ,1m,1788360420000,29176.75,29179.5,29171.25,29173.25,3077.0
MNQ,1m,1788360480000,29173.25,29175.5,29159.0,29160.25,5865.0
MNQ,1m,1788360540000,29159.75,29162.25,29149.0,29160.5,7309.0
MNQ,1m,1788360600000,29160.5,29160.5,29140.0,29140.25,7039.0
MNQ,1m,1788360660000,29140.0,29154.5,29139.5,29151.5,5351.0
MNQ,1m,1788360720000,29151.25,29153.0,29140.75,29142.5,3621.0
MNQ,1m,1788360780000,29142.75,29143.75,29128.25,29132.75,6553.0
MNQ,1m,1788360840000,29132.75,29136.25,29120.25,29129.0,5618.0
MNQ,1m,1788360900000,29130.25,29140.75,29128.0,29133.0,5062.0
MNQ,1m,1788360960000,29132.5,29136.25,29122.75,29126.75,4773.0
MNQ,1m,1788361020000,29126.75,29136.0,29123.0,29135.0,3307.0
MNQ,1m,1788361080000,29135.25,29137.25,29116.0,29121.0,5399.0
MNQ,1m,1788361140000,29120.5,29121.75,29111.25,29120.25,4843.0
MNQ,1m,1788361200000,29120.5,29121.75,29107.75,29110.5,5573.0
MNQ,1m,1788361260000,29111.0,29118.5,29106.25,29111.25,4656.0
MNQ,1m,1788361320000,29111.0,29125.0,29110.25,29122.5,5143.0
MNQ,1m,1788361380000,29122.5,29145.75,29119.75,29144.5,8228.0
MNQ,1m,1788361440000,29144.75,29148.0,29123.25,29139.5,7526.0
MNQ,1m,1788361500000,29139.25,29142.5,29127.5,29138.0,4233.0
MNQ,1m,1788361560000,29138.0,29153.0,29138.0,29151.25,6095.0
MNQ,1m,1788361620000,29151.0,29153.25,29136.25,29140.25,4062.0
MNQ,1m,1788361680000,29140.25,29147.25,29138.5,29146.25,2983.0
MNQ,1m,1788361740000,29146.0,29154.75,29142.25,29153.5,3325.0
MNQ,1m,1788361800000,29153.75,29154.0,29141.75,29144.75,3632.0
MNQ,1m,1788361860000,29144.5,29165.75,29140.5,29164.25,5679.0
MNQ,1m,1788361920000,29164.0,29168.25,29144.0,29145.5,6242.0
MNQ,1m,1788361980000,29145.75,29154.5,29141.0,29142.25,4806.0
MNQ,1m,1788362040000,29142.75,29161.75,29142.75,29158.25,3592.0
MNQ,1m,1788362100000,29158.0,29170.75,29151.25,29170.0,4677.0
MNQ,1m,1788362160000,29170.0,29173.0,29163.75,29170.5,3617.0
MNQ,1m,1788362220000,29170.5,29176.5,29167.75,29174.25,2961.0
MNQ,1m,1788362280000,29174.25,29182.5,29170.5,29181.0,3738.0
MNQ,1m,1788362340000,29181.25,29189.5,29181.0,29183.75,4396.0
MNQ,1m,1788362400000,29184.0,29188.0,29181.0,29185.0,2829.0
MNQ,1m,1788362460000,29185.25,29187.5,29172.5,29175.25,3816.0
MNQ,1m,1788362520000,29175.25,29184.25,29173.5,29181.75,2498.0
MNQ,1m,1788362580000,29181.5,29181.75,29168.25,29171.0,3849.0
MNQ,1m,1788362640000,29170.25,29182.25,29168.25,29178.25,2445.0
MNQ,1m,1788362700000,29178.5,29196.5,29177.5,29194.0,4467.0
MNQ,1m,1788362760000,29194.25,29195.0,29187.75,29190.25,2283.0
MNQ,1m,1788362820000,29190.0,29192.75,29184.75,29191.75,2199.0
MNQ,1m,1788362880000,29192.25,29208.0,29191.75,29200.25,6422.0
MNQ,1m,1788362940000,29200.75,29207.0,29198.5,29205.0,3059.0
MNQ,1m,1788363000000,29204.75,29208.5,29192.75,29193.25,4198.0
MNQ,1m,1788363060000,29193.25,29203.0,29191.5,29202.75,2850.0
MNQ,1m,1788363120000,29202.25,29202.75,29195.0,29199.75,2146.0
MNQ,1m,1788363180000,29199.75,29200.5,29189.0,29197.0,2544.0
MNQ,1m,1788363240000,29196.5,29197.5,29190.0,29192.0,2165.0
MNQ,1m,1788363300000,29192.0,29193.75,29176.75,29187.5,5354.0
MNQ,1m,1788363360000,29187.0,29202.5,29186.0,29200.0,4032.0
MNQ,1m,1788363420000,29200.0,29200.0,29191.25,29193.5,2371.0
MNQ,1m,1788363480000,29193.25,29194.25,29185.25,29185.5,2387.0
MNQ,1m,1788363540000,29185.5,29188.5,29171.5,29178.5,4342.0
MNQ,1m,1788363600000,29178.75,29188.5,29175.75,29178.5,3596.0
MNQ,1m,1788363660000,29179.0,29186.0,29176.25,29182.25,2376.0
MNQ,1m,1788363720000,29182.0,29183.5,29174.5,29176.75,2121.0
MNQ,1m,1788363780000,29176.75,29186.25,29173.75,29178.75,2347.0
MNQ,1m,1788363840000,29178.75,29187.75,29178.75,29182.25,1887.0
MNQ,1m,1788363900000,29182.25,29184.75,29155.75,29158.25,6701.0
MNQ,1m,1788363960000,29157.75,29167.75,29155.5,29166.5,3758.0
MNQ,1m,1788364020000,29166.5,29168.25,29157.0,29159.5,2371.0
MNQ,1m,1788364080000,29160.0,29161.0,29148.75,29151.25,4013.0
MNQ,1m,1788364140000,29151.0,29154.75,29141.0,29142.75,3339.0
MNQ,1m,1788364200000,29142.75,29149.5,29135.75,29139.75,4510.0
MNQ,1m,1788364260000,29139.5,29154.25,29136.0,29154.0,3937.0
MNQ,1m,1788364320000,29153.25,29166.25,29148.75,29163.0,4084.0
MNQ,1m,1788364380000,29163.0,29165.75,29146.0,29149.0,3423.0
MNQ,1m,1788364440000,29149.5,29152.5,29145.5,29151.0,2078.0
MNQ,1m,1788364500000,29151.0,29156.5,29146.25,29149.25,2686.0
MNQ,1m,1788364560000,29149.5,29152.0,29140.75,29144.0,2140.0
MNQ,1m,1788364620000,29144.25,29156.25,29143.0,29152.75,2466.0
MNQ,1m,1788364680000,29152.5,29183.75,29152.5,29183.25,6202.0
MNQ,1m,1788364740000,29182.75,29191.0,29180.0,29184.5,3731.0
MNQ,1m,1788364800000,29184.75,29188.0,29177.75,29186.0,3653.0
MNQ,1m,1788364860000,29185.5,29188.75,29178.5,29180.75,2074.0
MNQ,1m,1788364920000,29181.25,29185.75,29176.25,29177.75,2384.0
MNQ,1m,1788364980000,29178.0,29185.75,29173.5,29183.75,2675.0
MNQ,1m,1788365040000,29184.25,29197.25,29182.0,29195.5,3425.0
MNQ,1m,1788365100000,29195.5,29198.0,29185.0,29189.0,3159.0
MNQ,1m,1788365160000,29188.5,29194.25,29183.75,29193.75,2034.0
MNQ,1m,1788365220000,29193.75,29198.0,29191.0,29193.75,1596.0
MNQ,1m,1788365280000,29194.0,29196.5,29188.5,29193.75,1585.0
MNQ,1m,1788365340000,29194.5,29195.5,29184.25,29188.25,1484.0
MNQ,1m,1788365400000,29188.25,29195.25,29184.75,29193.0,1587.0
MNQ,1m,1788365460000,29193.0,29195.0,29184.75,29186.5,1465.0
MNQ,1m,1788365520000,29186.5,29190.75,29184.0,29188.25,1699.0
MNQ,1m,1788365580000,29188.75,29194.5,29184.0,29186.75,2213.0
MNQ,1m,1788365640000,29186.25,29194.0,29182.0,29186.25,1870.0
MNQ,1m,1788365700000,29186.5,29186.75,29172.0,29173.25,3400.0
MNQ,1m,1788365760000,29173.75,29178.25,29165.0,29166.0,2763.0
MNQ,1m,1788365820000,29166.25,29170.75,29161.5,29162.25,2915.0
MNQ,1m,1788365880000,29162.0,29166.5,29159.5,29164.0,2314.0
MNQ,1m,1788365940000,29164.25,29173.25,29164.25,29170.25,2208.0
MNQ,1m,1788366000000,29170.25,29176.25,29168.25,29172.0,2196.0
MNQ,1m,1788366060000,29172.25,29172.25,29165.0,29170.0,1540.0
MNQ,1m,1788366120000,29169.25,29171.25,29163.5,29166.75,1280.0
MNQ,1m,1788366180000,29167.25,29170.0,29159.75,29161.0,1727.0
MNQ,1m,1788366240000,29161.0,29167.25,29157.25,29160.0,2503.0
MNQ,1m,1788366300000,29160.75,29167.75,29159.25,29159.5,1687.0
MNQ,1m,1788366360000,29159.75,29165.0,29151.0,29151.5,2555.0
MNQ,1m,1788366420000,29151.75,29155.75,29145.5,29147.25,2999.0
MNQ,1m,1788366480000,29147.5,29153.5,29147.25,29151.75,1461.0
