id	path	package	name	receiver	kind	start_line	end_line	is_test	source_sha256	syntactic_call_count
agent/active_session.go:37:1:activeSkillSessionKey	agent/active_session.go	agent	activeSkillSessionKey		declaration	37	39	false	a63da04f318fd4b840ea5bd769b90fdbb55f5e227e33d5ca4f4d0e42d0e24622	1
agent/active_session.go:41:1:pendingProposalSessionKey	agent/active_session.go	agent	pendingProposalSessionKey		declaration	41	43	false	e5dc911b2236a858ef567c22dd395475743b53bb3942b8f0f8f9457b0b0ab3ee	1
agent/active_session.go:45:1:getActiveSkillSession	agent/active_session.go	agent	getActiveSkillSession	*Agent	declaration	45	62	false	477749c46f216b5b6c712c0b89c7dc4ae4fb332ee3988b32f784e1a73bb09e7c	6
agent/active_session.go:64:1:saveActiveSkillSession	agent/active_session.go	agent	saveActiveSkillSession	*Agent	declaration	64	72	false	fed9e09003e77b4d3df1612146aba0ad11db84f31fdf16d77b39c3dc481f984b	8
agent/active_session.go:74:1:clearActiveSkillSession	agent/active_session.go	agent	clearActiveSkillSession	*Agent	declaration	74	79	false	7cda37172e2e42e9df3d67cc0fc966cb1c683d8190534756a2ffb1f499d0f94a	2
agent/active_session.go:81:1:getPendingProposalSession	agent/active_session.go	agent	getPendingProposalSession	*Agent	declaration	81	97	false	c64262c16f95f3bdac24d6376d97e242e01ee0ee3c2606c9ec4e0818be727a65	6
agent/active_session.go:99:1:savePendingProposalSession	agent/active_session.go	agent	savePendingProposalSession	*Agent	declaration	99	106	false	2c8acc1bbfee567d636f2aa5ae438a4b06fdce35703bf15bcec8f43a39ee810e	7
agent/active_session.go:108:1:clearPendingProposalSession	agent/active_session.go	agent	clearPendingProposalSession	*Agent	declaration	108	113	false	256a607821f60e02b991fd03704e3dbdb4228d914a9013d46be74e0fa0a88431	2
agent/active_session.go:115:1:newActiveSkillSession	agent/active_session.go	agent	newActiveSkillSession		declaration	115	127	false	91688a94d8fa4782bcfa2acd13340441dd31f9f01eba0a0698566b15bdfc031f	6
agent/active_session.go:129:1:normalizePendingHint	agent/active_session.go	agent	normalizePendingHint		declaration	129	142	false	65f7a4fc37463828d85a89bcd69624bb21172d15f668eb29150dd7b98bc10814	2
agent/active_session.go:144:1:pendingHintFromAssistantReply	agent/active_session.go	agent	pendingHintFromAssistantReply		declaration	144	162	false	55c4025eed7786c3512950d4af284e4e3cd3e7145ab5c425ef777432a0da6567	9
agent/active_session.go:164:1:setActiveSessionPendingHint	agent/active_session.go	agent	setActiveSessionPendingHint		declaration	164	169	false	349b4c3a576fed6e58f08b75fb9f409ccc107c15b34b26fed9a8267281f2c36f	1
agent/active_session.go:171:1:clearActiveSessionPendingHint	agent/active_session.go	agent	clearActiveSessionPendingHint		declaration	171	176	false	0a8b4a3ecb8d04b5266386a1911e1ba32bf820a8b2cf23350ecb9a683827a532	0
agent/active_session.go:178:1:currentPendingHintText	agent/active_session.go	agent	currentPendingHintText	*Agent	declaration	178	189	false	8a2fa79d0e16fd6271be6bfcfa2ff61df9b1b823c2f806c12f2b163234502a72	11
agent/active_session.go:191:1:activeSessionHasField	agent/active_session.go	agent	activeSessionHasField		declaration	191	227	false	babe452f67813fa2046063241a2b134eedd74a55cc0ef89ca42fca31399f76fd	15
agent/active_session.go:230:1:missingRequiredFields	agent/active_session.go	agent	missingRequiredFields		declaration	230	246	false	9f3ff09effd3b0c0c51b4a3affe794a7aeb02df5233c4d1a9249d9dde8b249f3	3
agent/active_session.go:249:1:fieldConstraintSummary	agent/active_session.go	agent	fieldConstraintSummary		declaration	249	272	false	5a6a2dbfb7a8029e7bd5fb43ce25aeeead8251e0edae0bcf2948f38d60c65677	13
agent/agent.go:64:1:DefaultConfig	agent/agent.go	agent	DefaultConfig		declaration	64	74	false	790e1734e0818d99316d0de42844a0a235588b0d60cc4efe894b8d40f8c67a2b	0
agent/agent.go:76:1:New	agent/agent.go	agent	New		declaration	76	81	false	73269cfdeba499ca74e139fac79f11b537a7ab786d4621ce21edf925a95a8f0a	4
agent/agent.go:83:1:SetAIClient	agent/agent.go	agent	SetAIClient	*Agent	declaration	83	83	false	9c72899180c272bd23e45eac967288674da732f9f962faa5edf7509dcb88e70e	0
agent/agent.go:85:1:ensureHistory	agent/agent.go	agent	ensureHistory	*Agent	declaration	85	89	false	ad0d6bc365e79dc5890c9462d4ef31bfc34e4d8e68dfec7bb555731a2b898dda	1
agent/agent.go:91:1:log	agent/agent.go	agent	log	*Agent	declaration	91	96	false	df4ad80739bbe72269f2d940814be2bdbffcbaa22c0ba2d5b2086634ef076583	1
agent/agent.go:98:1:flowLock	agent/agent.go	agent	flowLock	*Agent	declaration	98	104	false	9d691bf6d9d10536e2a4b0e466fcbf7a9ee4174a8ddc7a73c1b55f0cf25ebb4d	1
agent/agent.go:106:1:EnsureAIClient	agent/agent.go	agent	EnsureAIClient	*Agent	declaration	106	108	false	cc3a69c0f62a431d2146e25b3553bce256a971e9e0a26901a8bc3aaf776fee8c	1
agent/agent.go:110:1:ensureAIClientForStoreUser	agent/agent.go	agent	ensureAIClientForStoreUser	*Agent	declaration	110	126	false	4dcfff7e6f3358f050ff6390a2a0a6833bb0e6d013e140efa1d4f829bb7a7079	7
agent/agent.go:128:1:loadAIClientFromStoreUser	agent/agent.go	agent	loadAIClientFromStoreUser	*Agent	declaration	128	216	false	0a734e44795668379e773a33a881abe28406928f7432745ac5732483be73f3e9	37
agent/agent.go:224:1:rankAgentModelCandidates	agent/agent.go	agent	rankAgentModelCandidates		declaration	224	270	false	c9859ee5d165c4e31cb75bbb7104294f2bac2c39a51ff81d71d6847a6a69d7bf	5
agent/agent.go:238:31:<anonymous>	agent/agent.go	agent	<anonymous>		literal	238	267	false	bb0da808e3d9446b4bb1736244f7146209de6c43fd93f8e67264368f13d8b6f2	2
agent/agent.go:272:1:agentModelUSDCBalance	agent/agent.go	agent	agentModelUSDCBalance		declaration	272	289	false	9a1883a08553eae4300e5277c824989b96729afa2d2e741133d6c39a55a5e2b9	6
agent/agent.go:291:1:agentProviderSupportsUSDCBalance	agent/agent.go	agent	agentProviderSupportsUSDCBalance		declaration	291	298	false	51ee123db68e7fa410f15b86da0c45262781dd4e32bd77019c919041d2e60cd3	2
agent/agent.go:300:1:agentModelHasUsableAPIKey	agent/agent.go	agent	agentModelHasUsableAPIKey		declaration	300	319	false	e4831fa615e2759ab976dbd6fd10aab0ac0f8250d2025ec2521855c9d99c4643	6
agent/agent.go:321:1:walletAddressFromPrivateKey	agent/agent.go	agent	walletAddressFromPrivateKey		declaration	321	336	false	cf07f37fdcadcd0c1de93bae94ec658be39875694de6f4ce3c6aa4ed1a227cd3	9
agent/agent.go:338:1:resolveModelRuntimeConfig	agent/agent.go	agent	resolveModelRuntimeConfig		declaration	338	374	false	b6d06c2ba0fa088f6f57e67f19bbb46fda8ddc3e583ac6fefa8728b9781579e0	5
agent/agent.go:376:1:Start	agent/agent.go	agent	Start	*Agent	declaration	376	395	false	199ec51bd101c8b5b0174250b556f657b88f82821b627c115f503068bd397730	13
agent/agent.go:397:1:Stop	agent/agent.go	agent	Stop	*Agent	declaration	397	414	false	c08a5f21927265e6297653b7bbae00a0458cdee0613172bfa303b1aa805a159c	4
agent/agent.go:417:1:HandleMessage	agent/agent.go	agent	HandleMessage	*Agent	declaration	417	420	false	945cfc25ee9f5817b0e9cb83a014d13cdfe912f9ecab8482c8d94dc281596756	2
agent/agent.go:424:1:HandleMessageForStoreUser	agent/agent.go	agent	HandleMessageForStoreUser	*Agent	declaration	424	426	false	0b2c66de2ebe1271def9696546724130316315440a630a26fde08b6b9ca5ca5e	1
agent/agent.go:428:1:handleMessageForStoreUser	agent/agent.go	agent	handleMessageForStoreUser	*Agent	declaration	428	461	false	5b32b5b885980e62a06cf3aefb5b3332c165eafffa2613065c9439dc301e10ba	9
agent/agent.go:466:1:HandleMessageStream	agent/agent.go	agent	HandleMessageStream	*Agent	declaration	466	469	false	61fc1ab0a8f31559d725db28e038e5a098416ff615e9646d38cd9a1421a2f748	2
agent/agent.go:472:1:HandleMessageStreamForStoreUser	agent/agent.go	agent	HandleMessageStreamForStoreUser	*Agent	declaration	472	474	false	d7ad6d2d1ec7bee00e174402bbbfc2615608531766c357d7dc7218217b7b736d	1
agent/agent.go:476:1:handleMessageStreamForStoreUser	agent/agent.go	agent	handleMessageStreamForStoreUser	*Agent	declaration	476	512	false	d309b65a9db18adca8f88a0629c3efe8bace76acd1060e6674b0c7361126063f	11
agent/agent.go:514:1:clearConversationState	agent/agent.go	agent	clearConversationState	*Agent	declaration	514	530	false	b622a8a4d006d98d8e1508bf2589fb9ab39719ed515e4346fa1fec812b649d49	11
agent/agent.go:546:1:buildSystemPrompt	agent/agent.go	agent	buildSystemPrompt	*Agent	declaration	546	548	false	9cce6974fcdb2ec0569fd3f998137c04929eb5688bba0b12924f7bab794dd9cd	1
agent/agent.go:550:1:buildSystemPromptForStoreUser	agent/agent.go	agent	buildSystemPromptForStoreUser	*Agent	declaration	550	733	false	872ca4445082afc122ab11e84f1f5b9fbaa613bf9072243cd04b92328bd2080d	11
agent/agent.go:736:1:gatherContext	agent/agent.go	agent	gatherContext	*Agent	declaration	736	827	false	9f0cbf99997812bf5610c447a4ae6aa6866bbdb0edbdcaf907d96a123cf5f934	37
agent/agent.go:829:1:getTradersSummary	agent/agent.go	agent	getTradersSummary	*Agent	declaration	829	831	false	f762e78cffef4e7a16028105016f3abb7598d77edd08cfad0fac390765b772c4	1
agent/agent.go:833:1:getTradersSummaryForStoreUser	agent/agent.go	agent	getTradersSummaryForStoreUser	*Agent	declaration	833	877	false	f38fab8527def66f5ad4b3c883127bfb894eeb60a01536659282d9fab187a18c	13
agent/agent.go:879:1:handleStatus	agent/agent.go	agent	handleStatus	*Agent	declaration	879	899	false	b1f185b43dab229c20bd64fbf0f00e909ba51c36e16ea26206c4580544502a00	8
agent/agent.go:902:1:noAIFallback	agent/agent.go	agent	noAIFallback	*Agent	declaration	902	927	false	088ce5646fa34a13de5abe81bf4f8d050f0d5ba0b64f0059c38d70dcca68b954	13
agent/agent.go:929:1:aiServiceFailure	agent/agent.go	agent	aiServiceFailure	*Agent	declaration	929	939	false	d5711502b0a73b7585450076e8726881cec435aa296da17a4507159e8a0ec3bd	7
agent/agent.go:941:1:aiServiceFailureGuidance	agent/agent.go	agent	aiServiceFailureGuidance		declaration	941	995	false	261b528f2d1fd5880a83b1e858e159571880c0aac259c17161370e1ea68ee5ed	20
agent/agent.go:997:1:queryPositionsDirect	agent/agent.go	agent	queryPositionsDirect	*Agent	declaration	997	1045	false	84e9a419913b9792ad4eab0b28d9c3bbc14c1aa8d83549c8a3ea6961b726c93c	16
agent/agent.go:1047:1:queryBalancesDirect	agent/agent.go	agent	queryBalancesDirect	*Agent	declaration	1047	1079	false	889d21694e951d48c392b9f4046ad9df95f3b87aee95eff7d7deb4f39496387a	15
agent/agent.go:1081:1:handleSignal	agent/agent.go	agent	handleSignal	*Agent	declaration	1081	1085	false	8eccba8e35648c3ace0373d31d37e3db7a892377d0e32b274fa33d9f48c6ef9d	1
agent/agent.go:1087:1:notifyAll	agent/agent.go	agent	notifyAll	*Agent	declaration	1087	1091	false	9f4132ae15188d97d6ae280f9f19ffe076a70ca6e5e43914397a2e939a54fd50	1
agent/agent.go:1096:1:looksLikeStockQuery	agent/agent.go	agent	looksLikeStockQuery		declaration	1096	1144	false	99ee6704fd85fcf4456d960f9a6f3518002ed43535f93edccdec74307f3dd6d8	11
agent/agent.go:1146:1:toFloat	agent/agent.go	agent	toFloat		declaration	1146	1166	false	8ac778afb2af738363dbd2dd4ae0944f6bbf7dde2128a5a4a75521d913011897	6
agent/agent_model_name_test.go:19:1:TestLoadAIClientEmptyCustomModelNameNeverSendsRowID	agent/agent_model_name_test.go	agent	TestLoadAIClientEmptyCustomModelNameNeverSendsRowID		declaration	19	69	true	b286e2322fe2b968a7ecd65aee07d914b14de07ffbc131f348a3c1c54398465e	25
agent/agent_model_selection_test.go:11:1:TestLoadAIClientFromStoreUserPrefersModelWithBalance	agent/agent_model_selection_test.go	agent	TestLoadAIClientFromStoreUserPrefersModelWithBalance		declaration	11	53	true	f1ef16e3e8b7ce3f88cbf05df2e17f79b6ab2824c718461f6d4907e1245e6bb3	17
agent/agent_model_selection_test.go:27:12:<anonymous>	agent/agent_model_selection_test.go	agent	<anonymous>		literal	27	30	true	0b5da225410dcc11168b45e404282c4d9ce3ad08fea51ab48e09b38bc0825e41	0
agent/agent_model_selection_test.go:32:37:<anonymous>	agent/agent_model_selection_test.go	agent	<anonymous>		literal	32	37	true	f685d693d58b2f5223e8a5d7ec3f046afa6e7cc3e2dc6524456f690dfbad3549	0
agent/agent_model_selection_test.go:38:32:<anonymous>	agent/agent_model_selection_test.go	agent	<anonymous>		literal	38	43	true	52aaac06d3e3536a2c3b159876bfa2799dbfebf578f9deb7384fe2ad71914dd1	0
agent/ai_service_failure_test.go:10:1:TestAIServiceFailureHighlightsHTMLGatewayResponse	agent/ai_service_failure_test.go	agent	TestAIServiceFailureHighlightsHTMLGatewayResponse		declaration	10	31	true	68cc6690fb3b3605056c7a9d5257114fcb45351cb4c191237b0639b5680795d7	10
agent/ai_service_failure_test.go:33:1:TestAIServiceFailureHighlightsUpstreamEmptyOutputRateLimit	agent/ai_service_failure_test.go	agent	TestAIServiceFailureHighlightsUpstreamEmptyOutputRateLimit		declaration	33	54	true	c32301022c751157d9802ac22989713e2a7092b47453ce48eb6891f3bb9068bc	10
agent/ai_service_failure_test.go:56:1:TestAIServiceFailureHighlightsBannedAccountAuthFailure	agent/ai_service_failure_test.go	agent	TestAIServiceFailureHighlightsBannedAccountAuthFailure		declaration	56	80	true	f2dc07713c38edb9839e34b60d48faa20a73b6cc9cb7eca0c7ddcd7341ae24b1	10
agent/ai_service_failure_test.go:82:1:TestCompletedPlanFallbackDoesNotExposeFinalSummaryFailure	agent/ai_service_failure_test.go	agent	TestCompletedPlanFallbackDoesNotExposeFinalSummaryFailure		declaration	82	101	true	b747b73bc0b380132344ffaba51ae20ed6d3a4ff109efdc0c17d2df87d156037	7
agent/ai_service_failure_test.go:103:1:TestDeterministicCompletedPlanResponseSkipsLLMForSimpleConfirmation	agent/ai_service_failure_test.go	agent	TestDeterministicCompletedPlanResponseSkipsLLMForSimpleConfirmation		declaration	103	128	true	7f47f30b94fbe9c0d106478d50f330799e0673953d33dfd4f91e1c91987ac0db	5
agent/atomic_skill_executor.go:5:1:executeAtomicSkillTask	agent/atomic_skill_executor.go	agent	executeAtomicSkillTask	*Agent	declaration	5	7	false	6365f86a7309575b6cd34ccb69ff7ecefb5fbbdc11f3249a11b39f3e623c4f24	4
agent/atomic_skill_executor.go:9:1:executeAtomicSkillTaskWithSession	agent/atomic_skill_executor.go	agent	executeAtomicSkillTaskWithSession	*Agent	declaration	9	62	false	469dbf075b2ca1bbcab0668ebe6065c07074cfe87d85609af170436c850f8bc3	18
agent/atomic_skill_executor.go:64:1:executeAtomicSkillTaskOutcome	agent/atomic_skill_executor.go	agent	executeAtomicSkillTaskOutcome	*Agent	declaration	64	66	false	813465bbb9ca475c0cf28adda42a3fe5a06f4a43fd5348fbc17baad3a9b8c320	4
agent/atomic_skill_executor.go:68:1:executeAtomicSkillTaskOutcomeWithSession	agent/atomic_skill_executor.go	agent	executeAtomicSkillTaskOutcomeWithSession	*Agent	declaration	68	87	false	3db86c88872a913002c69d9f3d9560f322e6eacc3115cdcaaf683abd547b3b05	7
agent/backend_logs_test.go:13:1:TestReadBackendLogEntriesReturnsRecentErrorLines	agent/backend_logs_test.go	agent	TestReadBackendLogEntriesReturnsRecentErrorLines		declaration	13	49	true	a29c169c3adc3ad273e228ef927f9f327bf8aa3a91bad94a928c592dae20d333	20
agent/backend_logs_test.go:22:12:<anonymous>	agent/backend_logs_test.go	agent	<anonymous>		literal	22	24	true	cc169f465d216a9b3290b8c67fd9cfd2007fd4f3a4cafa106dc53a26eedc4f6c	1
agent/backend_logs_test.go:51:1:TestToolGetBackendLogsRequiresOwnedTrader	agent/backend_logs_test.go	agent	TestToolGetBackendLogsRequiresOwnedTrader		declaration	51	127	true	6bac5c3fda0c35a2bd85675a25f7efd608bcb43f3668e3567d223320f121deaa	33
agent/backend_logs_test.go:60:12:<anonymous>	agent/backend_logs_test.go	agent	<anonymous>		literal	60	62	true	cc169f465d216a9b3290b8c67fd9cfd2007fd4f3a4cafa106dc53a26eedc4f6c	1
agent/brain.go:25:1:NewBrain	agent/brain.go	agent	NewBrain		declaration	25	32	false	7187da9e28f0f79180a85fb5b9a53732535470323f9681ec4b74b57686ecc400	1
agent/brain.go:34:1:Stop	agent/brain.go	agent	Stop	*Brain	declaration	34	38	false	9d16167e24f9f58c775bf7d80ff8f1c79a7b132fcc45d1f302c387e2f9ead6e0	1
agent/brain.go:35:16:<anonymous>	agent/brain.go	agent	<anonymous>		literal	35	37	false	f3f466067ba79a8d323f30702ec37d2af0e00a32c0fafdfea0445e9256919de0	1
agent/brain.go:41:1:cleanStaleSignals	agent/brain.go	agent	cleanStaleSignals	*Brain	declaration	41	49	false	b5fe24fc267a3b2b7cd0ecbfaaca013a5dcbd996e5c05776c8eb95ef982d0772	3
agent/brain.go:43:24:<anonymous>	agent/brain.go	agent	<anonymous>		literal	43	48	false	1d89d8ef21e36beca94cfab4c18de9f9aa5e05f27e5c819933e4395df02d0176	2
agent/brain.go:51:1:HandleSignal	agent/brain.go	agent	HandleSignal	*Brain	declaration	51	67	false	c9ea2b77997ef03358d8d801477f88e129d6e3270c12150a9d5ebaa7a2d2c84b	7
agent/brain.go:69:1:StartNewsScan	agent/brain.go	agent	StartNewsScan	*Brain	declaration	69	89	false	b32deb9be30f3ce0bf49380d43b84a5b7ea3571163616c67882383cf008717c7	3
agent/brain.go:72:34:<anonymous>	agent/brain.go	agent	<anonymous>		literal	72	88	false	5b8bc749e3c36dcac616496d5e0a6f0a8db2668177a340c9624c5cd048a9d53b	4
agent/brain.go:91:1:scanNews	agent/brain.go	agent	scanNews	*Brain	declaration	91	177	false	7e2e13240c69e17ab701c84349eebad71e212d730a89f199eeffa78c8eb8c597	19
agent/brain.go:179:1:StartMarketBriefs	agent/brain.go	agent	StartMarketBriefs	*Brain	declaration	179	199	false	60097fd2de6021231d0dd733481082fd6d4708d28597e776814664b91e83c200	1
agent/brain.go:180:38:<anonymous>	agent/brain.go	agent	<anonymous>		literal	180	198	false	02f346bcb69b373b10e6e2380741fd08c89528caf3edc68694cad49da970049a	7
agent/brain.go:201:1:sendBrief	agent/brain.go	agent	sendBrief	*Brain	declaration	201	238	false	515424b9aa3c61c81eb321a086ae692067557ed48f42fef5b923d6c86694d056	9
agent/brand_visible_test.go:11:1:TestBrandStatusRenderFixture	agent/brand_visible_test.go	agent	TestBrandStatusRenderFixture		declaration	11	18	true	b7c0961064eb52919db57fb16b6629d6a03bdc1e4bd82cf51f8f0b9b116acb13	6
agent/brand_visible_test.go:20:1:TestUserReplyPersonaUsesVisibleName	agent/brand_visible_test.go	agent	TestUserReplyPersonaUsesVisibleName		declaration	20	27	true	0a2b45cd0fde8df258af30f7eb816365a967814398abc0eecfe2fa820699f46b	4
agent/central_brain.go:31:1:tryMinimalBrain	agent/central_brain.go	agent	tryMinimalBrain	*Agent	declaration	31	64	false	1fcf3b0b94937cbc0c56f247829810a18cc1addddcfedd56168996a937679368	14
agent/central_brain.go:66:1:buildBrainSystemPrompt	agent/central_brain.go	agent	buildBrainSystemPrompt		declaration	66	104	false	54addac653fae2c408c0f0d6d83f1cf2a4534358ea78f64b7915c217a03a3a4a	1
agent/central_brain.go:106:1:buildBrainUserPrompt	agent/central_brain.go	agent	buildBrainUserPrompt		declaration	106	154	false	b53e20c44702e4bf7961506c149689bcada096758738814e065b5b50de755a58	46
agent/central_brain.go:156:1:parseBrainDecision	agent/central_brain.go	agent	parseBrainDecision		declaration	156	183	false	7349d41ddb787bc7da25400d29bf7a40f257f6c7a7ed11facc5884de550ff023	15
agent/central_brain.go:185:1:parseActiveSessionStepDecision	agent/central_brain.go	agent	parseActiveSessionStepDecision		declaration	185	211	false	1d0bb8c1803a6bd1fbab3c47972fbbb59309da2a889c31fb4dfd0efae52b4525	14
agent/central_brain.go:213:1:executeBrainDecision	agent/central_brain.go	agent	executeBrainDecision	*Agent	declaration	213	267	false	546c582fa5e3207ce5b62952bb5a88623f52af02fbb62c9612362e1490874a3a	19
agent/central_brain.go:269:1:driveActiveSession	agent/central_brain.go	agent	driveActiveSession	*Agent	declaration	269	440	false	b395ac2c0718248943bf5391fdcf8174768ea8ac606d214f6b50aa0b5f662cd9	80
agent/central_brain.go:442:1:strategyCreateLooseConfirmationReply	agent/central_brain.go	agent	strategyCreateLooseConfirmationReply		declaration	442	450	false	81f9eccca400fdcb021d23d4176c1347fc0bf4fd4619756f47261f4dbf245378	6
agent/central_brain.go:452:1:ensureStrategyCreateExecutableState	agent/central_brain.go	agent	ensureStrategyCreateExecutableState	*Agent	declaration	452	517	false	ac50693ad22520190ff3ee67f3b9dae499d75f9c57d9ee93a90decad4531da3e	22
agent/central_brain.go:525:1:parseStrategyCreateStateRepairDecision	agent/central_brain.go	agent	parseStrategyCreateStateRepairDecision		declaration	525	550	false	bad33918db3df76763ede23a3c22c814d99c2a58bf26accacfd200f580a7fb0f	14
agent/central_brain.go:552:1:strategyCreateSessionReady	agent/central_brain.go	agent	strategyCreateSessionReady		declaration	552	560	false	53ea3553a9fc9e1a61c1825acaf68cc0c1e544aeca18082bcf03baa5dd01e973	3
agent/central_brain.go:562:1:strategyCreateDecisionHasConfigProgress	agent/central_brain.go	agent	strategyCreateDecisionHasConfigProgress		declaration	562	572	false	9219f1654019c2768a1e71702be8f12465cc2cdb6dc71e0b3006f06e78af832d	6
agent/central_brain.go:576:1:markStrategyCreateConfigProgressThisTurn	agent/central_brain.go	agent	markStrategyCreateConfigProgressThisTurn		declaration	576	584	false	7cd42309d571853174aecdbd06c9f57e7d282fbaeacd264d2c90fd064fa7a213	1
agent/central_brain.go:586:1:consumeStrategyCreateConfigProgressThisTurn	agent/central_brain.go	agent	consumeStrategyCreateConfigProgressThisTurn		declaration	586	593	false	34ce1381d59b372181b4df29a8b7062e44082aaabf4e5010bfe27301e58cca6d	2
agent/central_brain.go:595:1:maybeForceStrategyCreateExecutionOnConfirmation	agent/central_brain.go	agent	maybeForceStrategyCreateExecutionOnConfirmation		declaration	595	615	false	17bbe272bc7c609bfc325ce3322020dba01177b403eaaca4d1a93a82e92baaf7	2
agent/central_brain.go:617:1:activeStrategyCreateSession	agent/central_brain.go	agent	activeStrategyCreateSession	*Agent	declaration	617	629	false	06adb116bfe7593d7b71b67908b0ba66eae2839ddbea75dd52a78b0d56e74b99	3
agent/central_brain.go:631:1:guardStrategyCreateBeforeFinalConfirmation	agent/central_brain.go	agent	guardStrategyCreateBeforeFinalConfirmation		declaration	631	647	false	c8a0f2ce466904520a1d4a3288a1110ccfe86dcd3aeecdbd2a876619d8a3dc6b	6
agent/central_brain.go:649:1:strategyCreateTemplateMissingReply	agent/central_brain.go	agent	strategyCreateTemplateMissingReply		declaration	649	666	false	3a7856008e66e54e279777235a394882a054ab0a4a673e9f823018115769f9a9	6
agent/central_brain.go:668:1:strategyCreateHasPriorConfirmationPrompt	agent/central_brain.go	agent	strategyCreateHasPriorConfirmationPrompt		declaration	668	689	false	a0fb14cf1a21bbbce32a56458ccdfae70cb14af272323df2a91e472b8a98ed6b	11
agent/central_brain.go:691:1:activeFieldBool	agent/central_brain.go	agent	activeFieldBool		declaration	691	700	false	e39830727dfa8372389ba3669befafc804d84326d51547b2ca044348669b0ccf	2
agent/central_brain.go:702:1:guardUnexecutedActiveTaskCompletion	agent/central_brain.go	agent	guardUnexecutedActiveTaskCompletion		declaration	702	713	false	f3cb4abe5fe8fa33e3aa9e07e9e8a7d76adecb1c53ee534713f248b60b3dfc34	2
agent/central_brain.go:715:1:guardStrategyCreateAINonTemplateQuestion	agent/central_brain.go	agent	guardStrategyCreateAINonTemplateQuestion		declaration	715	746	false	ac7a18e5f17e07aaff70699602d410d7b590cf52b002b1c07fbde3612bdb3983	8
agent/central_brain.go:748:1:guardUnsupportedAsyncPromise	agent/central_brain.go	agent	guardUnsupportedAsyncPromise		declaration	748	769	false	1f8e7c185f5f59ca1eb738b24ce1821543054e954b8edb8bb49f5c35808ee382	4
agent/central_brain.go:771:1:isMutatingActiveTask	agent/central_brain.go	agent	isMutatingActiveTask		declaration	771	781	false	f6e12cd241e9e51f5fc9324c3c777d330af33a0105b581eca2a3c8d21aadcb57	2
agent/central_brain.go:783:1:looksLikeCompletionClaim	agent/central_brain.go	agent	looksLikeCompletionClaim		declaration	783	792	false	07a0cf40c3076543c0f0efe2acacc5aef07573741e9f28be0c52d7a23ff121be	3
agent/central_brain.go:794:1:planActiveSessionStep	agent/central_brain.go	agent	planActiveSessionStep	*Agent	declaration	794	896	false	59c94507fe0555c2fe3b7ebaa820eee90be8d3753fc7b4d331858370281db686	31
agent/central_brain.go:898:1:activeSessionSpecificRules	agent/central_brain.go	agent	activeSessionSpecificRules		declaration	898	919	false	fd37cff8d2d257eae5e2f1d8b224fb9637ef8a8bdb3068c68b31404428b8d2d9	1
agent/central_brain.go:921:1:executeActiveSkillSession	agent/central_brain.go	agent	executeActiveSkillSession	*Agent	declaration	921	938	false	bc53965f2e8afe8dbb211b32c61dae790b7c22ab323dcb396d2fbff791bdac1d	9
agent/central_brain.go:940:1:shouldTrustDeterministicSkillReply	agent/central_brain.go	agent	shouldTrustDeterministicSkillReply		declaration	940	952	false	8076995d4244f60138ef0bdd0c64055fef2d73305b16fa513eb4a5a7a737ed61	0
agent/central_brain.go:954:1:askForMissingFields	agent/central_brain.go	agent	askForMissingFields	*Agent	declaration	954	998	false	b8f450efb4214eca8052dbb64acc5aeca1b6de518a2dab2145ebc2942369028c	14
agent/central_brain.go:1000:1:activeToLegacySkillSession	agent/central_brain.go	agent	activeToLegacySkillSession		declaration	1000	1046	false	e4d0de848bd515a876f7db753c97efbfb0305a1b5e74f61a223930cc4d77eb64	10
agent/central_brain.go:1048:1:activeFieldString	agent/central_brain.go	agent	activeFieldString		declaration	1048	1063	false	23f68afc90cc4b82b26c18dc70b57370668feb92b9689eeecdf0905f805eeae5	6
agent/central_brain.go:1065:1:activeSessionFromLegacy	agent/central_brain.go	agent	activeSessionFromLegacy		declaration	1065	1087	false	62b5e119495f4bb758704a5460af660f2ebe4b2aecdd4e5d4c0cb92e63e37e0e	4
agent/central_brain.go:1089:1:ensureTargetRef	agent/central_brain.go	agent	ensureTargetRef		declaration	1089	1093	false	e28aa73d13658eed5fa9aa87c8060d3a349efecc8c787634d21bce6f457fa3ef	0
agent/central_brain.go:1095:1:buildActiveSessionResources	agent/central_brain.go	agent	buildActiveSessionResources	*Agent	declaration	1095	1128	false	2f7e770c985eaba2512bad8cc35736a3a6823db4c76044f847297352dce9ad58	19
agent/central_brain.go:1130:1:strategyProductDefaultTemplateResource	agent/central_brain.go	agent	strategyProductDefaultTemplateResource		declaration	1130	1211	false	bf8bc4e12954fc804b45feeda1fee1905d9a2288c70d0d56707809faae1e0961	6
agent/central_brain.go:1213:1:missingRequiredFieldsForBrain	agent/central_brain.go	agent	missingRequiredFieldsForBrain		declaration	1213	1228	false	48feea90e0d180a5147fb860a56d8fd9bdc5d82cfdc2b434ccb17d8848d64414	6
agent/central_brain.go:1230:1:formatActiveSessionLocalHistory	agent/central_brain.go	agent	formatActiveSessionLocalHistory		declaration	1230	1251	false	a5bc42ef2e5682e3a552539fb1bc952d873e2de23fcd695e6c7f585a0f143c88	10
