ts_ct,session,event,reason,plan_version_in_force,plan_age_min,move_pts_15m,evidence
2026-09-02 19:05:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,2.6,-32.0,09-02 19:05:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.47) on ASIA 2026-09-02 — SKIPPED: 5m elapsed < wake_min_interval_min (30m).
2026-09-02 19:07:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,4.6,-32.0,09-02 19:07:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.47) on ASIA 2026-09-02 — SKIPPED: 7m elapsed < wake_min_interval_min (30m).
2026-09-02 19:09:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,6.6,-32.0,09-02 19:09:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 9m elapsed < wake_min_interval_min (30m).
2026-09-02 19:10:01,ASIA,skipped,min_interval,2026-09-02:ASIA v7,7.4,-32.0,09-02 19:10:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 19:11:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,8.6,-32.0,09-02 19:11:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 11m elapsed < wake_min_interval_min (30m).
2026-09-02 19:13:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,10.6,-32.0,09-02 19:13:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 13m elapsed < wake_min_interval_min (30m).
2026-09-02 19:15:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,12.6,-12.25,09-02 19:15:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.35) on ASIA 2026-09-02 — SKIPPED: 15m elapsed < wake_min_interval_min (30m).
2026-09-02 19:17:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,14.6,-12.25,09-02 19:17:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.54) on ASIA 2026-09-02 — SKIPPED: 17m elapsed < wake_min_interval_min (30m).
2026-09-02 19:19:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,16.6,-12.25,09-02 19:19:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 19m elapsed < wake_min_interval_min (30m).
2026-09-02 19:20:00,ASIA,skipped,min_interval,2026-09-02:ASIA v7,17.4,-12.25,09-02 19:20:00 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 19:21:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,18.6,-12.25,09-02 19:21:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 21m elapsed < wake_min_interval_min (30m).
2026-09-02 19:23:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,20.6,-12.25,09-02 19:23:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 23m elapsed < wake_min_interval_min (30m).
2026-09-02 19:25:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,22.6,-12.25,09-02 19:25:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 25m elapsed < wake_min_interval_min (30m).
2026-09-02 19:27:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,24.6,-12.25,09-02 19:27:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 27m elapsed < wake_min_interval_min (30m).
2026-09-02 19:29:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,26.6,-12.25,09-02 19:29:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29169.00 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-02 19:30:01,ASIA,skipped,min_interval,2026-09-02:ASIA v7,27.4,-0.5,09-02 19:30:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.30) on ASIA 2026-09-02 — SKIPPED: 30m elapsed < wake_min_interval_min (30m).
2026-09-02 19:31:16,ASIA,fired,proceed,2026-09-02:ASIA v7,28.6,-0.5,"09-02 19:31:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.43) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 19:45:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,42.6,-5.0,09-02 19:45:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.19) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 19:47:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,44.6,-5.0,09-02 19:47:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.24) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 19:49:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,46.6,-5.0,09-02 19:49:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.25) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 19:51:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,48.6,-5.0,09-02 19:51:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.28) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 19:53:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,50.6,-5.0,09-02 19:53:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.28) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 19:55:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,52.6,-5.0,09-02 19:55:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.28) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 19:57:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,54.6,-5.0,09-02 19:57:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.30) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 19:59:16,ASIA,skipped,min_interval,2026-09-02:ASIA v7,56.6,-5.0,09-02 19:59:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29156.25 below 29212.50 (noise 4.30) on ASIA 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 20:01:16,ASIA,fired,proceed,2026-09-02:ASIA v7,58.6,32.25,"09-02 20:01:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29151.25 below 29212.50 (noise 4.12) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 20:07:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,1.4,32.25,09-02 20:07:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29151.25 below 29324.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-02 20:09:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,3.4,32.25,09-02 20:09:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29151.25 below 29324.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 20:11:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,5.3,32.25,09-02 20:11:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29151.25 below 29324.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 20:13:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,7.3,32.25,09-02 20:13:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29151.25 below 29324.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 20:15:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,9.3,-7.25,09-02 20:15:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.12) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 20:17:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,11.3,-7.25,09-02 20:17:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.26) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 20:19:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,13.3,-7.25,09-02 20:19:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.27) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 20:21:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,15.3,-7.25,09-02 20:21:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.30) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 20:23:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,17.4,-7.25,09-02 20:23:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.30) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 20:25:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,19.4,-7.25,09-02 20:25:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.53) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 20:27:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,21.4,-7.25,09-02 20:27:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.56) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 20:29:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,23.4,-7.25,09-02 20:29:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29183.50 below 29324.50 (noise 4.56) on ASIA 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 20:30:01,ASIA,skipped,min_interval,2026-09-02:ASIA v8,24.1,-7.25,09-02 20:30:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29324.50 (noise 4.28) on ASIA 2026-09-02 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-02 20:31:16,ASIA,skipped,min_interval,2026-09-02:ASIA v8,25.4,-7.25,09-02 20:31:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29324.50 (noise 4.36) on ASIA 2026-09-02 — SKIPPED: 30m elapsed < wake_min_interval_min (30m).
2026-09-02 20:33:16,ASIA,fired,proceed,2026-09-02:ASIA v8,27.4,-7.25,"09-02 20:33:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29324.50 (noise 4.51) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 20:39:16,ASIA,skipped,min_interval,2026-09-02:ASIA v9,0.9,-7.25,09-02 20:39:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-02 20:40:00,ASIA,skipped,min_interval,2026-09-02:ASIA v9,1.7,-7.25,09-02 20:40:00 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 7m elapsed < wake_min_interval_min (30m).
2026-09-02 20:41:16,ASIA,skipped,min_interval,2026-09-02:ASIA v9,2.9,-7.25,09-02 20:41:16 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 20:44:28,ASIA,fired,proceed,2026-09-02:ASIA v9,6.1,-7.25,"09-02 20:44:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29176.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 20:45:01,ASIA,skipped,min_interval,2026-09-02:ASIA v9,6.7,-31.5,09-02 20:45:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.26) on ASIA 2026-09-02 — SKIPPED: 1m elapsed < wake_min_interval_min (30m).
2026-09-02 20:46:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,8.1,-31.5,09-02 20:46:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.33) on ASIA 2026-09-02 — SKIPPED: 2m elapsed < wake_min_interval_min (30m).
2026-09-02 20:48:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,10.1,-31.5,09-02 20:48:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 4m elapsed < wake_min_interval_min (30m).
2026-09-02 20:50:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,12.1,-31.5,09-02 20:50:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.46) on ASIA 2026-09-02 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-02 20:52:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,14.1,-31.5,09-02 20:52:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.46) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 20:54:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,16.1,-31.5,09-02 20:54:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.48) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 20:55:01,ASIA,skipped,min_interval,2026-09-02:ASIA v9,16.7,-31.5,09-02 20:55:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.51) on ASIA 2026-09-02 — SKIPPED: 11m elapsed < wake_min_interval_min (30m).
2026-09-02 20:56:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,18.1,-31.5,09-02 20:56:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.51) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 20:58:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,20.1,-31.5,09-02 20:58:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29168.75 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 21:00:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,22.1,45.25,09-02 21:00:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.44) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 21:02:28,ASIA,skipped,min_interval,2026-09-02:ASIA v9,24.1,45.25,09-02 21:02:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 21:04:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,1.4,45.25,09-02 21:04:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.61) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 21:05:01,ASIA,skipped,min_interval,2026-09-02:ASIA v10,2.0,45.25,09-02 21:05:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.61) on ASIA 2026-09-02 — SKIPPED: 21m elapsed < wake_min_interval_min (30m).
2026-09-02 21:06:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,3.4,45.25,09-02 21:06:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 21:08:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,5.4,45.25,09-02 21:08:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.66) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 21:10:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,7.4,45.25,09-02 21:10:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.84) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 21:12:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,9.4,45.25,09-02 21:12:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.96) on ASIA 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 21:14:28,ASIA,fired,proceed,2026-09-02:ASIA v10,11.4,45.25,"09-02 21:14:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29137.25 below 29212.50 (noise 4.96) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 21:15:00,ASIA,skipped,min_interval,2026-09-02:ASIA v10,11.9,5.0,09-02 21:15:00 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.62) on ASIA 2026-09-02 — SKIPPED: 1m elapsed < wake_min_interval_min (30m).
2026-09-02 21:16:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,13.4,5.0,09-02 21:16:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.68) on ASIA 2026-09-02 — SKIPPED: 2m elapsed < wake_min_interval_min (30m).
2026-09-02 21:18:28,ASIA,skipped,min_interval,2026-09-02:ASIA v10,15.4,5.0,09-02 21:18:28 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.74) on ASIA 2026-09-02 — SKIPPED: 4m elapsed < wake_min_interval_min (30m).
2026-09-02 21:21:21,ASIA,proceeded,cooldown_warn_first_NOT_enforced,2026-09-02:ASIA v10,18.3,5.0,09-02 21:21:21 ⏱ wake would_skip: cooldown 18 min since the last wake-authored version (cooldown 30m) — seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA. WARN-first: the wake PROCEEDS. Recorded n=1 (class 47)
2026-09-02 21:21:21,ASIA,fired,proceed,2026-09-02:ASIA v10,18.3,5.0,"09-02 21:21:21 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.50 below 29212.50 (noise 4.80) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 21:30:00,ASIA,skipped,min_interval,2026-09-02:ASIA v10,26.9,-15.0,09-02 21:30:00 🗓️ level wake seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.50) on ASIA 2026-09-02 — SKIPPED: 9m elapsed < wake_min_interval_min (30m).
2026-09-02 21:31:21,ASIA,skipped,min_interval,2026-09-02:ASIA v10,28.3,-15.0,09-02 21:31:21 🗓️ level wake seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.61) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 21:34:52,ASIA,proceeded,cooldown_warn_first_NOT_enforced,2026-09-02:ASIA v11,2.9,-15.0,09-02 21:34:52 ⏱ wake would_skip: cooldown 2 min since the last wake-authored version (cooldown 30m) — seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.67) on ASIA. WARN-first: the wake PROCEEDS. Recorded n=2 (class 47)
2026-09-02 21:34:52,ASIA,fired,proceed,2026-09-02:ASIA v11,2.9,-15.0,"09-02 21:34:52 🗓️ level wake seated OB(bull)·1h invalidated: close 29187.50 below 29212.50 (noise 4.67) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 21:45:01,ASIA,skipped,min_interval,2026-09-02:ASIA v11,13.1,9.25,09-02 21:45:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.47) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 21:46:51,ASIA,skipped,min_interval,2026-09-02:ASIA v11,14.9,9.25,09-02 21:46:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.54) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 21:48:51,ASIA,skipped,min_interval,2026-09-02:ASIA v11,16.9,9.25,09-02 21:48:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.60) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 21:50:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,0.9,9.25,09-02 21:50:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 21:52:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,2.9,9.25,09-02 21:52:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 21:54:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,4.9,9.25,09-02 21:54:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 21:55:01,ASIA,skipped,min_interval,2026-09-02:ASIA v12,5.1,9.25,09-02 21:55:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 21:56:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,6.9,9.25,09-02 21:56:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 21:58:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,8.9,9.25,09-02 21:58:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29173.25 below 29212.50 (noise 4.70) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 22:00:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,10.9,23.0,09-02 22:00:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.43) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 22:02:51,ASIA,skipped,min_interval,2026-09-02:ASIA v12,12.9,23.0,09-02 22:02:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.44) on ASIA 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 22:04:51,ASIA,proceeded,cooldown_warn_first_NOT_enforced,2026-09-02:ASIA v12,14.9,23.0,09-02 22:04:51 ⏱ wake would_skip: cooldown 14 min since the last wake-authored version (cooldown 30m) — seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.55) on ASIA. WARN-first: the wake PROCEEDS. Recorded n=3 (class 47)
2026-09-02 22:04:51,ASIA,fired,proceed,2026-09-02:ASIA v12,14.9,23.0,"09-02 22:04:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.55) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 22:12:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,0.1,23.0,09-02 22:12:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 22:14:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,2.1,23.0,09-02 22:14:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29182.00 below 29212.50 (noise 4.64) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 22:15:01,ASIA,skipped,min_interval,2026-09-02:ASIA v13,2.3,15.25,09-02 22:15:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.31) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 22:16:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,4.2,15.25,09-02 22:16:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 22:18:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,6.2,15.25,09-02 22:18:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.57) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 22:20:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,8.2,15.25,09-02 22:20:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 22:22:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,10.2,15.25,09-02 22:22:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 22:24:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,12.2,15.25,09-02 22:24:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
