ts_ct,session,event,reason,plan_version_in_force,plan_age_min,move_pts_15m,evidence
2026-09-02 12:14:30,NY,skipped,min_interval,2026-09-02:NY v8,27.3,-10.25,09-02 12:14:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29154.50 below 29246.25 (noise 7.60) on NY 2026-09-02 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-02 12:16:30,NY,fired,proceed,2026-09-02:NY v8,29.3,5.25,"09-02 12:16:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.16) on NY 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 12:26:30,NY,skipped,min_interval,2026-09-02:NY v9,1.3,5.25,09-02 12:26:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.37) on NY 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 12:28:30,NY,skipped,min_interval,2026-09-02:NY v9,3.3,5.25,09-02 12:28:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29144.75 below 29246.25 (noise 7.37) on NY 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 12:30:30,NY,skipped,min_interval,2026-09-02:NY v9,5.3,8.25,09-02 12:30:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 6.92) on NY 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 12:32:30,NY,skipped,min_interval,2026-09-02:NY v9,7.3,8.25,09-02 12:32:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 6.99) on NY 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 12:34:30,NY,skipped,min_interval,2026-09-02:NY v9,9.3,8.25,09-02 12:34:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.06) on NY 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 12:36:30,NY,skipped,min_interval,2026-09-02:NY v9,11.3,8.25,09-02 12:36:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.12) on NY 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 12:38:30,NY,skipped,min_interval,2026-09-02:NY v9,13.3,8.25,09-02 12:38:30 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.12) on NY 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 12:40:29,NY,skipped,min_interval,2026-09-02:NY v9,15.3,8.25,09-02 12:40:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.12) on NY 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 12:42:29,NY,skipped,min_interval,2026-09-02:NY v9,17.3,8.25,09-02 12:42:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.15) on NY 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 12:44:29,NY,skipped,min_interval,2026-09-02:NY v9,19.3,8.25,09-02 12:44:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29150.25 below 29246.25 (noise 7.18) on NY 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 12:46:29,NY,skipped,min_interval,2026-09-02:NY v9,21.3,1.0,09-02 12:46:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02 — SKIPPED: 30m elapsed < wake_min_interval_min (30m).
2026-09-02 12:48:29,NY,fired,proceed,2026-09-02:NY v9,23.3,1.0,"09-02 12:48:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 13:00:29,NY,skipped,min_interval,2026-09-02:NY v9,35.3,-12.25,09-02 13:00:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.61) on NY 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 13:02:29,NY,skipped,min_interval,2026-09-02:NY v10,0.2,-12.25,09-02 13:02:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.79) on NY 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 13:04:29,NY,skipped,min_interval,2026-09-02:NY v10,2.2,-12.25,09-02 13:04:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.79) on NY 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 13:06:29,NY,skipped,min_interval,2026-09-02:NY v10,4.2,-12.25,09-02 13:06:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.83) on NY 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 13:08:29,NY,skipped,min_interval,2026-09-02:NY v10,6.2,-12.25,09-02 13:08:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.83) on NY 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 13:10:29,NY,skipped,min_interval,2026-09-02:NY v10,8.2,-12.25,09-02 13:10:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.83) on NY 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 13:12:29,NY,skipped,min_interval,2026-09-02:NY v10,10.2,-12.25,09-02 13:12:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.83) on NY 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 13:14:29,NY,skipped,min_interval,2026-09-02:NY v10,12.2,-12.25,09-02 13:14:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29159.50 below 29246.25 (noise 6.83) on NY 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 13:16:29,NY,skipped,min_interval,2026-09-02:NY v10,14.2,12.0,09-02 13:16:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 13:18:29,NY,fired,proceed,2026-09-02:NY v10,16.2,12.0,"09-02 13:18:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29147.00 below 29246.25 (noise 6.46) on NY 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 13:30:29,NY,skipped,min_interval,2026-09-02:NY v11,1.9,-22.75,09-02 13:30:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.51) on NY 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 13:32:29,NY,skipped,min_interval,2026-09-02:NY v11,3.9,-22.75,09-02 13:32:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.61) on NY 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 13:34:29,NY,skipped,min_interval,2026-09-02:NY v11,5.9,-22.75,09-02 13:34:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.65) on NY 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 13:36:29,NY,skipped,min_interval,2026-09-02:NY v11,7.9,-22.75,09-02 13:36:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.66) on NY 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 13:38:29,NY,skipped,min_interval,2026-09-02:NY v11,9.9,-22.75,09-02 13:38:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.78) on NY 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 13:40:29,NY,skipped,min_interval,2026-09-02:NY v11,11.9,-22.75,09-02 13:40:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.85) on NY 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 13:42:29,NY,skipped,min_interval,2026-09-02:NY v11,13.9,-22.75,09-02 13:42:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.92) on NY 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 13:44:29,NY,skipped,min_interval,2026-09-02:NY v11,15.9,-22.75,09-02 13:44:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29158.75 below 29246.25 (noise 6.92) on NY 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 13:45:01,NY,skipped,min_interval,2026-09-02:NY v11,16.4,9.5,09-02 13:45:01 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.43) on NY 2026-09-02 — SKIPPED: 27m elapsed < wake_min_interval_min (30m).
2026-09-02 13:46:29,NY,skipped,min_interval,2026-09-02:NY v11,17.9,9.5,09-02 13:46:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.53) on NY 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 13:48:29,NY,fired,proceed,2026-09-02:NY v11,19.9,9.5,"09-02 13:48:29 🗓️ level wake seated OB(bull)·4h (HTF) invalidated: close 29136.50 below 29246.25 (noise 6.56) on NY 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 14:15:01,NY,skipped,min_interval,2026-09-02:NY v12,18.0,1.75,09-02 14:15:01 🗓️ level wake seated OB(bear)·4h invalidated: close 29165.75 above 29154.38 (noise 6.10) on NY 2026-09-02 — SKIPPED: 27m elapsed < wake_min_interval_min (30m).
2026-09-02 14:16:29,NY,skipped,min_interval,2026-09-02:NY v12,19.5,1.75,09-02 14:16:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29165.75 above 29154.38 (noise 6.20) on NY 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-02 14:18:29,NY,skipped,min_interval,2026-09-02:NY v12,21.5,1.75,09-02 14:18:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29165.75 above 29154.38 (noise 6.20) on NY 2026-09-02 — SKIPPED: 30m elapsed < wake_min_interval_min (30m).
2026-09-02 14:20:29,NY,fired,proceed,2026-09-02:NY v12,23.5,1.75,"09-02 14:20:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29165.75 above 29154.38 (noise 6.30) on NY 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 14:30:29,NY,skipped,min_interval,2026-09-02:NY v12,33.5,7.75,09-02 14:30:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 5.92) on NY 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 14:32:29,NY,skipped,min_interval,2026-09-02:NY v12,35.5,7.75,09-02 14:32:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 5.95) on NY 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 14:34:29,NY,skipped,min_interval,2026-09-02:NY v12,37.5,7.75,09-02 14:34:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.00) on NY 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 14:35:00,NY,skipped,min_interval,2026-09-02:NY v12,38.0,7.75,09-02 14:35:00 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.00) on NY 2026-09-02 — SKIPPED: 15m elapsed < wake_min_interval_min (30m).
2026-09-02 14:36:29,NY,skipped,min_interval,2026-09-02:NY v12,39.5,7.75,09-02 14:36:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.01) on NY 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 14:38:29,NY,skipped,min_interval,2026-09-02:NY v12,41.5,7.75,09-02 14:38:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.06) on NY 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 14:40:29,NY,skipped,min_interval,2026-09-02:NY v12,43.5,7.75,09-02 14:40:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.06) on NY 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 14:42:29,NY,skipped,min_interval,2026-09-02:NY v12,45.5,7.75,09-02 14:42:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.06) on NY 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 14:44:29,NY,skipped,min_interval,2026-09-02:NY v12,47.5,7.75,09-02 14:44:29 🗓️ level wake seated OB(bear)·4h invalidated: close 29167.75 above 29154.38 (noise 6.11) on NY 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 16:36:29,ASIA,fired,proceed,2026-09-02:ASIA v1,0.5,,"09-02 16:36:29 🗓️ level wake seated iFVG(bear)·4h (HTF) invalidated: close 29143.00 above 29004.50 (noise 5.56) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 17:15:00,ASIA,fired,proceed,2026-09-02:ASIA v1,39.0,10.75,"09-02 17:15:00 🗓️ level wake seated iFVG(bear)·4h (HTF) invalidated: close 29185.50 above 29004.50 (noise 5.28) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 17:20:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,2.0,10.75,09-02 17:20:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.39) on ASIA 2026-09-02 — SKIPPED: 5m elapsed < wake_min_interval_min (30m).
2026-09-02 17:22:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,4.0,10.75,09-02 17:22:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.49) on ASIA 2026-09-02 — SKIPPED: 7m elapsed < wake_min_interval_min (30m).
2026-09-02 17:24:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,6.0,10.75,09-02 17:24:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.59) on ASIA 2026-09-02 — SKIPPED: 9m elapsed < wake_min_interval_min (30m).
2026-09-02 17:25:01,ASIA,skipped,min_interval,2026-09-02:ASIA v2,6.5,10.75,09-02 17:25:01 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.59) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 17:26:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,8.0,10.75,09-02 17:26:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.59) on ASIA 2026-09-02 — SKIPPED: 11m elapsed < wake_min_interval_min (30m).
2026-09-02 17:28:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,10.0,10.75,09-02 17:28:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29185.50 below 29324.50 (noise 5.59) on ASIA 2026-09-02 — SKIPPED: 13m elapsed < wake_min_interval_min (30m).
2026-09-02 17:30:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,12.0,-0.25,09-02 17:30:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.22) on ASIA 2026-09-02 — SKIPPED: 15m elapsed < wake_min_interval_min (30m).
2026-09-02 17:32:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,14.0,-0.25,09-02 17:32:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.24) on ASIA 2026-09-02 — SKIPPED: 17m elapsed < wake_min_interval_min (30m).
2026-09-02 17:34:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,16.0,-0.25,09-02 17:34:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.26) on ASIA 2026-09-02 — SKIPPED: 19m elapsed < wake_min_interval_min (30m).
2026-09-02 17:35:00,ASIA,skipped,min_interval,2026-09-02:ASIA v2,16.5,-0.25,09-02 17:35:00 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.26) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 17:36:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,18.0,-0.25,09-02 17:36:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.29) on ASIA 2026-09-02 — SKIPPED: 21m elapsed < wake_min_interval_min (30m).
2026-09-02 17:38:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,20.0,-0.25,09-02 17:38:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.29) on ASIA 2026-09-02 — SKIPPED: 23m elapsed < wake_min_interval_min (30m).
2026-09-02 17:40:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,22.0,-0.25,09-02 17:40:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.33) on ASIA 2026-09-02 — SKIPPED: 25m elapsed < wake_min_interval_min (30m).
2026-09-02 17:42:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,24.0,-0.25,09-02 17:42:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.33) on ASIA 2026-09-02 — SKIPPED: 27m elapsed < wake_min_interval_min (30m).
2026-09-02 17:44:28,ASIA,skipped,min_interval,2026-09-02:ASIA v2,26.0,-0.25,09-02 17:44:28 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29196.00 below 29324.50 (noise 5.33) on ASIA 2026-09-02 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-02 17:45:00,ASIA,fired,proceed,2026-09-02:ASIA v2,26.5,-14.0,"09-02 17:45:00 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29195.50 below 29324.50 (noise 4.95) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 17:53:14,ASIA,fired,proceed,2026-09-02:ASIA v3,2.3,-14.0,"09-02 17:53:14 🗓️ level wake seated OB(bull)·1h invalidated: close 29195.50 below 29212.50 (noise 5.12) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 18:01:14,ASIA,skipped,min_interval,2026-09-02:ASIA v3,10.3,-8.75,09-02 18:01:14 🗓️ level wake seated OB(bull)·1h invalidated: close 29181.50 below 29212.50 (noise 4.87) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 18:03:14,ASIA,skipped,min_interval,2026-09-02:ASIA v3,12.3,-8.75,09-02 18:03:14 🗓️ level wake seated OB(bull)·1h invalidated: close 29181.50 below 29212.50 (noise 4.87) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 18:05:14,ASIA,skipped,min_interval,2026-09-02:ASIA v4,0.5,-8.75,09-02 18:05:14 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 18:07:26,ASIA,fired,proceed,2026-09-02:ASIA v4,2.7,-8.75,"09-02 18:07:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29181.50 below 29324.50 (noise 4.87) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 18:15:26,ASIA,skipped,min_interval,2026-09-02:ASIA v4,10.7,8.25,09-02 18:15:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.64) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 18:17:26,ASIA,skipped,min_interval,2026-09-02:ASIA v4,12.7,8.25,09-02 18:17:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.69) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 18:19:26,ASIA,skipped,min_interval,2026-09-02:ASIA v4,14.7,8.25,09-02 18:19:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.69) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 18:21:26,ASIA,skipped,min_interval,2026-09-02:ASIA v5,0.3,8.25,09-02 18:21:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.69) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 18:23:26,ASIA,skipped,min_interval,2026-09-02:ASIA v5,2.4,8.25,09-02 18:23:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.69) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 18:25:26,ASIA,skipped,min_interval,2026-09-02:ASIA v5,4.3,8.25,09-02 18:25:26 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.71) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 18:29:17,ASIA,fired,proceed,2026-09-02:ASIA v5,8.2,8.25,"09-02 18:29:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29172.50 below 29324.50 (noise 4.76) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 18:31:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,10.2,8.5,09-02 18:31:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.50) on ASIA 2026-09-02 — SKIPPED: 2m elapsed < wake_min_interval_min (30m).
2026-09-02 18:33:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,12.2,8.5,09-02 18:33:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.50) on ASIA 2026-09-02 — SKIPPED: 4m elapsed < wake_min_interval_min (30m).
2026-09-02 18:35:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,14.2,8.5,09-02 18:35:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.54) on ASIA 2026-09-02 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-02 18:37:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,16.2,8.5,09-02 18:37:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-02 18:39:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,18.2,8.5,09-02 18:39:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.55) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-02 18:41:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,20.2,8.5,09-02 18:41:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-02 18:43:17,ASIA,skipped,min_interval,2026-09-02:ASIA v5,22.2,8.5,09-02 18:43:17 🗓️ level wake seated OB(bull)·1h (HTF) invalidated: close 29180.00 below 29324.50 (noise 4.58) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-02 18:45:17,ASIA,skipped,min_interval,2026-09-02:ASIA v6,1.7,11.75,09-02 18:45:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.39) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-02 18:47:17,ASIA,skipped,min_interval,2026-09-02:ASIA v6,3.7,11.75,09-02 18:47:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-02 18:49:17,ASIA,skipped,min_interval,2026-09-02:ASIA v6,5.7,11.75,09-02 18:49:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 18:51:17,ASIA,skipped,min_interval,2026-09-02:ASIA v6,7.7,11.75,09-02 18:51:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 18:53:17,ASIA,skipped,min_interval,2026-09-02:ASIA v6,9.7,11.75,09-02 18:53:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-02 18:55:44,ASIA,skipped,min_interval,2026-09-02:ASIA v6,12.2,11.75,09-02 18:55:44 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-02 18:58:38,ASIA,skipped,min_interval,2026-09-02:ASIA v6,15.1,11.75,09-02 18:58:38 🗓️ level wake seated OB(bull)·1h invalidated: close 29188.50 below 29212.50 (noise 4.59) on ASIA 2026-09-02 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-02 19:00:23,ASIA,fired,proceed,2026-09-02:ASIA v6,16.8,-32.0,"09-02 19:00:23 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.41) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-02 19:03:17,ASIA,skipped,min_interval,2026-09-02:ASIA v7,0.6,-32.0,09-02 19:03:17 🗓️ level wake seated OB(bull)·1h invalidated: close 29201.00 below 29212.50 (noise 4.47) on ASIA 2026-09-02 — SKIPPED: 3m elapsed < wake_min_interval_min (30m).
